file_name,date,prison_name,tags
ValleyState_20210211_443_FULL_PrisonConditions,20210211,ValleyState,['Prison Conditions']
ValleyState_20210221_496_Full_Family_PrisonConditions_Stress_Infection,20210221,ValleyState,"['Family', ' Prison Conditions', ' Stress', ' Infection']"
ValleyState_20210222_457_Full,20210222,ValleyState,['']
ValleyState_20210222_486_Full_Infections_PrisonConditions_Family,20210222,ValleyState,"['Infections', ' Prison Conditions', ' Stress', ' Family']"
ValleyState_20210226_478_Full,20210226,ValleyState,"['Infections', ' Stress', ' Prison Conditions', ' Programs']"
ValleyState_20210301_537_FULL,20210301,ValleyState,['']
Valleystate_20210322_627_FULL,20210322,Valleystate,['']
ValleyState_20210325_634_FULL_FamilyStressPrisonConditions,20210325,ValleyState,"['Family', ' Stress', ' Prison Conditions', ' Featured']"
ValleyState_20210329_593_FULL,20210329,ValleyState,['']
ValleyState_20210329_594_FULL,20210329,ValleyState,"['Infection', '  Prison Conditions', ' Family']"
ValleyState_20210402_613_FULL_PrisonConditions_Infection,20210402,ValleyState,"['Prison Conditions', ' Infection']"
ValleyState_20210402_614_FULL_PrisonConditions_Infection,20210402,ValleyState,"['Infection', ' Stress', ' Prison Conditions']"
ValleyState_20210406_969_Full_Programs_Family_Infection,20210406,ValleyState,"['Programs', ' Family', ' Infection']"
ValleyState_20210412_948_FULL_PrisonConditionsInfectionStress,20210412,ValleyState,"['Prison Conditions', ' Infection', ' Stress']"
ValleyState_20210413_950_FULL,20210413,ValleyState,['']
ValleyState_20210420_715_Full,20210420,ValleyState,['']
ValleyState_20210426_859_FULL_FamilyPrisonConditionsInfection,20210426,ValleyState,"['Family', ' Prison Conditions', ' Infection']"
ValleyState_20210428_840_FULL_PrisonConditionsStressFamily,20210428,ValleyState,"['Prison Conditions', ' Stress', ' Family']"
Wasco_20210221_492a_FULL_Stress_PrisonConditions,20210221,Wasco,"['Stress', ' Prison Conditions']"
Wasco_20210221_492b_FULL_Stress,20210221,Wasco,"['Programs', ' Stress', ' Featured']"
Wasco_20210222_455_FULL_Family_PrisonConditions_Stress,20210222,Wasco,"['Family', ' Prison Conditions', ' Stress']"
Wasco_20210222_494_FULL_Family_PrisonConditions,20210222,Wasco,"['Family', ' Prison Conditions']"
Wasco_20210225_471_Full_Stress,20210225,Wasco,['Stress']
Wasco_20210226_477_Full_Stress,20210226,Wasco,['Stress']
Wasco_20210304_510_Full_Family_Infection,20210304,Wasco,"['Family', ' Infection']"
Wasco_20210316_557_FULL_Programs_Family_Stress,20210316,Wasco,"['Programs', ' Family', ' Stress']"
Wasco_20210316_559_FULL _Infections_PrisonConditions,20210316,Wasco,"['Infection', ' Prison Conditions']"
Wasco_20210317_563_FULL_Infection_Stress_Family,20210317,Wasco,"['Infection', ' Stress', ' family']"
Wasco_20210321_620_FULL_Stress_Infection,20210321,Wasco,"['Stress', ' Infection']"
Wasco_20210329_599_FULL_Infection_Stress,20210329,Wasco,"['Infection', ' Stress', ' Featured']"
Wasco_20210422_914_FULL,20210422,Wasco,['']
LosAngeles_Metropolitan_20210907_FULL,20210907,LosAngeles_Metropolitan,['']
Merced_USPAtwater_20210909_002_FULL,20210909,Merced_USPAtwater,['']
Merced_USPAtwater_20210909_001_FULL_Family_Infection,20210909,Merced_USPAtwater,"['Family', ' Infection']"
USP_Victorville_20210922_001_FULL,20210922,USP_Victorville,['']
USP_Victorville_20210924_000_FULL_PrisonConditions_Programs,20210924,USP_Victorville,"['Prison Conditions', ' Programs']"
Merced_USPAtwater_20210908_FULL,20210908,Merced_USPAtwater,['']
Merced_USPAtwater_20210916_FULL_Infection,20210916,Merced_USPAtwater,['Infection']
Merced_USPAtwater_20210917_FULL,20210917,Merced_USPAtwater,['']
LosAngeles_Metropolitan_20210917_FULL,20210917,LosAngeles_Metropolitan,['']
LosAngeles_Metropolitan_20210831_001_FULL,20210831,LosAngeles_Metropolitan,['']
LosAngeles_Metropolitan_20210831_002_FULL_PrisonConditions_Stress,20210831,LosAngeles_Metropolitan,"['Prison Conditions', ' Stress']"
Fresno_Mendota_20210916_FULL,20210916,Fresno_Mendota,['']
HighDesert_20210202_380_FULL_Infection,20210202,HighDesert,['Infection']
HighDesert_20210208_344_FULL,20210208,HighDesert,['']
HighDesert_20210208_345_FULL,20210208,HighDesert,['']
PleasantValley_20210205_391_FULL,20210205,PleasantValley,['']
PleasantValley_20210209_339_FULL,20210209,PleasantValley,"['Programs', ' Family']"
PleasantValley_20210209_340_FULL,20210209,PleasantValley,"['Prison Conditions', ' Family']"
PleasantValley_20210212_397_Full,20210212,PleasantValley,"['Family', ' Programs']"
Solano_20210504_737_FULL,20210504,Solano,['']
NewFolsom_20220119_18246_FULL,20220119,NewFolsom,['']
NewFolsom_20220208_95458_FULL,20220208,NewFolsom,['']
NewFolsom_20220211_54709_FULL,20220211,NewFolsom,['']
Chowchilla_20210514_09_19_FULL,20210514,Chowchilla,['']
