Filename,Sentiment,Subjectivity,Negative Sentiment,Neutral Sentiment,Positive Sentiment,Compound Sentiment,prison_name,County,population,tags,Start Date,End Date,date,cases,deaths,Subjectivity_BoxCox,Case/Population,Death/Population
Wasco_20210321_620_FULL_Stress_Infection,NEGATIVE,0.0009981095790863,0.074,0.68,0.246,0.9765,Wasco,Kern,927251.0,"['Stress', ' Infection']",2021-03-14,2021-03-21,2021-03-21,423.0,19.0,-9.781504592859980,0.00045618715967952600,2.04906762030993E-05
PleasantValley_20210322_622_Full,NEGATIVE,0.0037727355957031,0.111,0.716,0.173,0.9966,Pleasant Valley,Riverside,2468145.0,[''],2021-03-15,2021-03-22,2021-03-22,886.0,20.0,-7.367512580181580,0.00035897404731083500,8.10325163229875E-06
Solano_20210322_05_04_FULL,NEGATIVE,0.0006270408630371,0.054,0.804,0.142,0.999,Solano,Solano,444255.0,[''],2021-03-15,2021-03-22,2021-03-22,262.0,2.0,-10.700287859185900,0.0005897513815263760,4.50191894294943E-06
Valleystate_20210322_627_FULL,NEGATIVE,0.0001696348190308,0.165,0.736,0.098,-0.9973,Valley State,Madera,160089.0,[''],2021-03-15,2021-03-22,2021-03-22,106.0,1.0,-13.513798539480500,0.0006621316892478560,6.24652537026279E-06
Pleasantvalley_20210322_633_FULL_Stress_PrisonConditions,NEGATIVE,5.97238540649969E-05,0.193,0.755,0.052,-0.9954,Pleasant Valley,Riverside,2468145.0,"['Stress', ' Prison Conditions']",2021-03-15,2021-03-22,2021-03-22,886.0,20.0,-16.026363670108600,0.00035897404731083500,8.10325163229875E-06
Calipatria_20210323_644_Full,NEGATIVE,0.000320166349411,0.179,0.747,0.074,-0.9993,Calipatria,Imperial,191649.0,[''],2021-03-16,2021-03-23,2021-03-23,113.0,3.0,-12.102999411108600,0.0005896195649338110,1.56536167681543E-05
CSATF_20210324_639_Full_Stress,POSITIVE,0.976211786270142,0.112,0.71,0.179,0.9618,CSATF,Kings,156444.0,['Stress'],2021-03-17,2021-03-24,2021-03-24,114.0,4.0,-0.0241033878149931,0.0007286952519751480,2.55682544552683E-05
CIW_20210324_06_51_FULL,NEGATIVE,0.0003445744514465,0.053,0.855,0.091,0.9981,CIW,San Bernardino,2217398.0,[''],2021-03-17,2021-03-24,2021-03-24,730.0,31.0,-11.94526632782540,0.0003292146921752430,1.39803499416884E-05
KernValley_20210324_636_FULL_Programs_Infection,NEGATIVE,1.49011611938477E-06,0.181,0.795,0.025,-0.9863,KernValley,Kern,927251.0,"['Programs', ' Infection']",2021-03-17,2021-03-24,2021-03-24,485.0,17.0,-27.213340345814800,0.0005230514715001660,1.83337629185625E-05
ValleyState_20210325_634_FULL_FamilyStressPrisonConditions,POSITIVE,0.800958067178726,0.081,0.676,0.242,0.9975,Valley State,Madera,160089.0,"['Family', ' Stress', ' Prison Conditions', ' Featured']",2021-03-18,2021-03-25,2021-03-25,94.0,0.0,-0.2243127131518610,0.0005871733848047020,0.0
Soledad_20210325_647_FULL_PrisonConditionsInfection,NEGATIVE,0.0297095775604248,0.164,0.691,0.146,-0.785,Soledad,Monterey,448732.0,"['Prison Conditions', ' Infection']",2021-03-18,2021-03-25,2021-03-25,122.0,5.0,-4.177820164622220,0.0002718772006453740,1.11425082231711E-05
Chowchilla_20210326_801_FULL,NEGATIVE,5.30481338500977E-06,0.068,0.862,0.07,0.4723,Chowchilla,Madera,160089.0,[''],2021-03-19,2021-03-26,2021-03-26,106.0,0.0,-22.91324859169700,0.0006621316892478560,0.0
Solano_20210326_20348_FULL,NEGATIVE,2.3424625396784E-05,0.09,0.845,0.065,-0.9794,Solano,Solano,444255.0,[''],2021-03-19,2021-03-26,2021-03-26,319.0,2.0,-18.50192882013760,0.0007180560714004340,4.50191894294943E-06
Wasco_20210329_599_FULL_Infection_Stress,NEGATIVE,0.0004971921443939,0.126,0.754,0.12,-0.5849,Wasco,Kern,927251.0,"['Infection', ' Stress', ' Featured']",2021-03-22,2021-03-29,2021-03-29,415.0,13.0,-11.174377483694600,0.00044755950654137900,1.4019936349489E-05
Stockton_20210329_597_FULL_Family,NEGATIVE,0.0437733232975006,0.085,0.816,0.099,0.5927,Stockton,San Joaquin,782545.0,['Family'],2021-03-22,2021-03-29,2021-03-29,725.0,4.0,-3.645718647856450,0.0009264642927882740,5.11152713262496E-06
ValleyState_20210329_593_FULL,NEGATIVE,5.02467155455988E-05,0.109,0.782,0.11,-0.4588,Valley State,Madera,160089.0,[''],2021-03-22,2021-03-29,2021-03-29,111.0,0.0,-16.466906012338100,0.0006933643160991700,0.0
Donovan_20210330_591_FULL_Stress,NEGATIVE,0.0002331733703613,0.063,0.666,0.271,0.9926,Donovan,San Diego,3370418.0,['Stress'],2021-03-23,2021-03-30,2021-03-30,1780.0,22.0,-12.796520568620000,0.000528124404747423,6.52738028339512E-06
Centinela_20210331_615_FULL,NEGATIVE,0.0009068548679351,0.055,0.783,0.163,0.9986,Centinela,Imperial,191649.0,[''],2021-03-24,2021-03-31,2021-03-31,146.0,4.0,-9.967693358608920,0.0007618093493835080,2.08714890242057E-05
CSATF_20210401_606_Full_PrisonConditions,NEGATIVE,0.0065141022205352,0.052,0.816,0.132,0.9578,CSATF,Kings,156444.0,['Prison Conditions'],2021-03-25,2021-04-01,2021-04-01,60.0,1.0,-6.461330362775710,0.0003835238168290250,6.39206361381709E-06
Norco_20210401_610_FULL_Infection_PrisonConditions,NEGATIVE,0.0001567602157592,0.09,0.741,0.168,0.9841,Norco,Riverside,2468145.0,"['Infection', ' Prison Conditions']",2021-03-25,2021-04-01,2021-04-01,766.0,19.0,-13.695154324639200,0.00031035453751704200,7.69808905068381E-06
Calipatria_20210401_605_Full,NEGATIVE,0.0001790523529052,0.073,0.812,0.114,0.99,Calipatria,Imperial,191649.0,[''],2021-03-25,2021-04-01,2021-04-01,158.0,3.0,-13.390440334768400,0.0008244238164561260,1.56536167681543E-05
Solano_20210402_611_FULL_Family_Stress,NEGATIVE,0.0310482382774353,0.107,0.809,0.083,-0.8576,Solano,Solano,444255.0,"['Family', ' Stress']",2021-03-26,2021-04-02,2021-04-02,298.0,1.0,-4.116313846186310,0.0006707859224994650,2.25095947147472E-06
ValleyState_20210402_614_FULL_PrisonConditions_Infection,NEGATIVE,0.0032748579978942,0.067,0.809,0.124,0.987,Valley State,Madera,160089.0,"['Infection', ' Stress', ' Prison Conditions']",2021-03-26,2021-04-02,2021-04-02,111.0,1.0,-7.610130261375100,0.0006933643160991700,6.24652537026279E-06
ValleyState_20210402_613_FULL_PrisonConditions_Infection,POSITIVE,0.979324489831924,0.021,0.677,0.302,0.9981,Valley State,Madera,160089.0,"['Prison Conditions', ' Infection']",2021-03-26,2021-04-02,2021-04-02,111.0,1.0,-0.0209130721345432,0.0006933643160991700,6.24652537026279E-06
SalinasValley_20210405_968_Full,NEGATIVE,0.0058535039424896,0.111,0.781,0.108,-0.8768,SalinasValley,Monterey,448732.0,[''],2021-03-29,2021-04-05,2021-04-05,130.0,3.0,-6.635045910349880,0.00028970521380244800,6.68550493390264E-06
Chowchilla_20210405_960_Full_Stress,POSITIVE,0.920069456100464,0.153,0.671,0.176,0.8818,Chowchilla,Madera,160089.0,['Stress'],2021-03-29,2021-04-05,2021-04-05,119.0,2.0,-0.0836379780093665,0.0007433365190612720,1.24930507405256E-05
Soledad_20210406_974_FULL_PrisonConditions,NEGATIVE,0.000338852405548,0.087,0.807,0.107,0.7469,Soledad,Monterey,448732.0,['Prison Conditions'],2021-03-30,2021-04-06,2021-04-06,120.0,3.0,-11.98112048545930,0.00026742019735610600,6.68550493390264E-06
Calipatria_20210406_964_FULL,NEGATIVE,1.78813934320621E-06,0.116,0.729,0.156,0.9805,Calipatria,Imperial,191649.0,[''],2021-03-30,2021-04-06,2021-04-06,215.0,2.0,-26.56342352073100,0.001121842535051060,1.04357445121029E-05
ValleyState_20210412_948_FULL_PrisonConditionsInfectionStress,POSITIVE,0.844288200139999,0.093,0.784,0.123,0.8243,Valley State,Madera,160089.0,"['Prison Conditions', ' Infection', ' Stress']",2021-04-05,2021-04-12,2021-04-12,122.0,1.0,-0.1706351266022080,0.0007620760951720610,6.24652537026279E-06
Centinela_20210412_57555_FULL,NEGATIVE,7.45058059691828E-05,0.031,0.846,0.123,0.9995,Centinela,Imperial,191649.0,[''],2021-04-05,2021-04-12,2021-04-12,226.0,0.0,-15.473013263252500,0.0011792391298676200,0.0
ValleyState_20210413_950_FULL,NEGATIVE,0.0049004554748535,0.069,0.839,0.092,0.962,Valley State,Madera,160089.0,[''],2021-04-06,2021-04-13,2021-04-13,108.0,1.0,-6.927703541240860,0.0006746247399883810,6.24652537026279E-06
Orange_Central_20210415_939_FULL,POSITIVE,0.984433144330978,0.045,0.73,0.225,0.9987,Orange_Central,Orange,3228519.0,[''],2021-04-08,2021-04-15,2021-04-15,817.0,21.0,-0.0157010370763299,0.00025305720672543700,6.50453040542738E-06
Soledad_20210416_923_FULL_Stress,POSITIVE,0.752434551715851,0.073,0.645,0.282,0.994,Soledad,Monterey,448732.0,['Stress'],2021-04-09,2021-04-16,2021-04-16,99.0,0.0,-0.2883350675636030,0.00022062166281878700,0.0
Orange_Central_20210416_927_FULL,NEGATIVE,0.0006479620933532,0.151,0.788,0.061,-0.998,Orange_Central,Orange,3228519.0,[''],2021-04-09,2021-04-16,2021-04-16,788.0,20.0,-10.634072748242900,0.00024407475997508500,6.19479086231179E-06
Orange_Central_20210416_928_FULL_PrisonConditionsInfection,NEGATIVE,0.0006329715251922,0.072,0.822,0.106,0.4854,Orange_Central,Orange,3228519.0,"['Prison Conditions', ' Infection']",2021-04-09,2021-04-16,2021-04-16,788.0,20.0,-10.681274522803000,0.00024407475997508500,6.19479086231179E-06
Orange_TheoLacy_20210416_926_FULL_PrisonConditionsPrograms,NEGATIVE,7.27176666259766E-06,0.096,0.805,0.099,0.4822,Orange_TheoLacy,Orange,3228519.0,"['Prison Conditions', ' Programs']",2021-04-09,2021-04-16,2021-04-16,788.0,20.0,-21.923523034275900,0.00024407475997508500,6.19479086231179E-06
Orange_TheoLacy_20210417_932_FULL,NEGATIVE,6.73532485961914E-06,0.105,0.802,0.093,-0.8434,Orange_TheoLacy,Orange,3228519.0,[''],2021-04-10,2021-04-17,2021-04-17,742.0,19.0,-22.161278608442100,0.00022982674099176700,5.8850513191962E-06
Orange_TheoLacy_20210417_687_FULL_PrisonConditions_Family,NEGATIVE,0.0636170804500579,0.125,0.717,0.158,0.8975,Orange_TheoLacy,Orange,3228519.0,"['Prison Conditions', ' Family']",2021-04-10,2021-04-17,2021-04-17,742.0,19.0,-3.1507309493240800,0.00022982674099176700,5.8850513191962E-06
Orange_TheoLacy_20210417_930_FULL,NEGATIVE,4.76837158197574E-06,0.116,0.8,0.084,-0.9713,Orange_TheoLacy,Orange,3228519.0,[''],2021-04-10,2021-04-17,2021-04-17,742.0,19.0,-23.254596468543000,0.00022982674099176700,5.8850513191962E-06
NewFolsom_20210418_698_FULL_ProgramsPrisonConditions,NEGATIVE,0.0181775391101837,0.101,0.788,0.111,0.4663,NewFolsom,Sacramento,1567975.0,"['Programs', ' Prison Conditions']",2021-04-11,2021-04-18,2021-04-18,1136.0,12.0,-4.881233629345540,0.000724501347279134,7.65318324590635E-06
Donovan_20210419_699_FULL_PrisonConditionsFamilyStress,NEGATIVE,0.0112992525100708,0.03,0.746,0.225,0.9966,Donovan,San Diego,3370418.0,"['Prison Conditions', ' Family', ' Stress']",2021-04-12,2021-04-19,2021-04-19,1847.0,16.0,-5.594095327179390,0.000548003244701399,4.74718566065099E-06
Orange_Central_20210419_693_FULL_Stress,NEGATIVE,8.2552433013916E-05,0.085,0.765,0.149,0.9722,Orange_Central,Orange,3228519.0,['Stress'],2021-04-12,2021-04-19,2021-04-19,757.0,16.0,-15.220331134138200,0.00023447283413850100,4.95583268984943E-06
Orange_Central_20210419_689_FULL,NEGATIVE,0.0001017153263092,0.068,0.854,0.078,0.8636,Orange_Central,Orange,3228519.0,[''],2021-04-12,2021-04-19,2021-04-19,757.0,16.0,-14.713593397327500,0.00023447283413850100,4.95583268984943E-06
Jamestown_20210419_695_Full,NEGATIVE,4.0888786315918E-05,0.066,0.903,0.031,-0.9845,Jamestown,Tuolumne,52351.0,[''],2021-04-12,2021-04-19,2021-04-19,15.0,1.0,-17.001942523429600,0.0002865274779851390,1.91018318656759E-05
MuleCreek_20210419_696_FULL_Family_PrisonConditions_Infection,NEGATIVE,0.0914251804351806,0.038,0.891,0.072,0.5472,Mule Creek,Amador,38531.0,"['Family', ' Prison Conditions', ' Infection']",2021-04-12,2021-04-19,2021-04-19,18.0,0.0,-2.687170212514140,0.0004671563156938570,0.0
Orange_TheoLacy_20210419_680_FULL,NEGATIVE,0.0121428072452545,0.07,0.798,0.132,0.9967,Orange_TheoLacy,Orange,3228519.0,[''],2021-04-12,2021-04-19,2021-04-19,757.0,16.0,-5.484054074021130,0.00023447283413850100,4.95583268984943E-06
Orange_TheoLacy_20210419_694_FULL,NEGATIVE,4.46438789368231E-05,0.066,0.774,0.159,0.9949,Orange_TheoLacy,Orange,3228519.0,[''],2021-04-12,2021-04-19,2021-04-19,757.0,16.0,-16.77255546499260,0.00023447283413850100,4.95583268984943E-06
SalinasValley_20210419_727_FULL,NEGATIVE,0.0357504785060882,0.124,0.768,0.108,-0.9791,SalinasValley,Monterey,448732.0,[''],2021-04-12,2021-04-19,2021-04-19,89.0,0.0,-3.921236955097260,0.00019833664637244500,0.0
Centinela_20210420_705_Full,NEGATIVE,5.36441802978516E-06,0.09,0.749,0.161,0.9989,Centinela,Imperial,191649.0,[''],2021-04-13,2021-04-20,2021-04-20,157.0,0.0,-22.87767396365010,0.0008192059442000740,0.0
PelicanBay_20210420_918_Full,POSITIVE,0.966825604438782,0.072,0.667,0.261,0.9985,PelicanBay,Fresno,1032227.0,[''],2021-04-13,2021-04-20,2021-04-20,470.0,8.0,-0.033791488768897,0.00045532620247290600,7.75023323358137E-06
NewFolsom_20210420_714_FULL_StressPrograms,NEGATIVE,0.030463308095932,0.09,0.709,0.201,0.9909,NewFolsom,Sacramento,1567975.0,"['Stress', ' Programs']",2021-04-13,2021-04-20,2021-04-20,1172.0,13.0,-4.142824617771180,0.000747460897016853,8.29094851639854E-06
CMC_20210420_711_FULL_Infection_PrisonConditions,NEGATIVE,0.0001528859138488,0.177,0.729,0.094,-0.9896,CMC,San Luis Obispo,278862.0,"['Infection', ' Prison Conditions']",2021-04-13,2021-04-20,2021-04-20,184.0,1.0,-13.752939770551500,0.0006598245727277290,3.5860031126507E-06
Delano_20210420_725_FULL_Family_PrisonConditions,NEGATIVE,0.0277092158794403,0.128,0.729,0.143,0.2789,Delano,Kern,927251.0,"['Family', ' Prison Conditions']",2021-04-13,2021-04-20,2021-04-20,252.0,8.0,-4.275626828133090,0.0002717710738516320,8.62765313814706E-06
Orange_TheoLacy_20210420_723_FULL_PrisonConditions_Stress,NEGATIVE,0.0213327705860137,0.074,0.802,0.124,0.9141,Orange_TheoLacy,Orange,3228519.0,['Prison Conditions'],2021-04-13,2021-04-20,2021-04-20,748.0,18.0,-4.648434808416450,0.00023168517825046100,5.57531177608061E-06
Orange_TheoLacy_20210420_722_Full,NEGATIVE,0.00077486038208,0.057,0.753,0.191,0.9978,Orange_TheoLacy,Orange,3228519.0,[''],2021-04-13,2021-04-20,2021-04-20,748.0,18.0,-10.276862863976500,0.00023168517825046100,5.57531177608061E-06
Orange_TheoLacy_20210420_724_FULL,NEGATIVE,0.0102380812168121,0.137,0.762,0.101,-0.995,Orange_TheoLacy,Orange,3228519.0,[''],2021-04-13,2021-04-20,2021-04-20,748.0,18.0,-5.746055801605520,0.00023168517825046100,5.57531177608061E-06
PelicanBay_20210420_917_FULL_PrisonConditions,NEGATIVE,4.88758087158203E-06,0.042,0.809,0.149,0.9845,PelicanBay,Fresno,1032227.0,['Prison Conditions'],2021-04-13,2021-04-20,2021-04-20,470.0,8.0,-23.175225379449600,0.00045532620247290600,7.75023323358137E-06
Corcoran_20210421_637_FULL_Infection_Family_Programs,NEGATIVE,0.0001154243946075,0.059,0.786,0.154,0.9724,Corcoran,Kings,156444.0,"['Infection', ' Family', ' Programs']",2021-04-14,2021-04-21,2021-04-21,78.0,1.0,-14.411529974596000,0.0004985809618777330,6.39206361381709E-06
SalinasValley_20210421_912_Full,NEGATIVE,1.68085098266046E-05,0.069,0.839,0.092,0.9092,SalinasValley,Monterey,448732.0,[''],2021-04-14,2021-04-21,2021-04-21,93.0,0.0,-19.43425886661070,0.00020725065295098200,0.0
SalinasValley_20210421_729_FULL_StressPrograms,NEGATIVE,0.0033676028251647,0.194,0.662,0.144,-0.967,SalinasValley,Monterey,448732.0,"['Stress', ' Programs']",2021-04-14,2021-04-21,2021-04-21,93.0,0.0,-7.561995883482750,0.00020725065295098200,0.0
NewFolsom_20210421_792_FULL_PrisonconditionsCopingFamily,NEGATIVE,0.243686139583588,0.152,0.67,0.177,0.8436,NewFolsom,Sacramento,1567975.0,"['Prison Conditions', ' Stress', ' Family']",2021-04-14,2021-04-21,2021-04-21,1136.0,14.0,-1.511359871989590,0.000724501347279134,8.92871378689074E-06
Orange_TheoLacy_20210421_730_FULL_PrisonConditionsStressInfection,NEGATIVE,0.0035748481750487,0.048,0.787,0.165,0.997,Orange_TheoLacy,Orange,3228519.0,"['Prison Conditions', ' Stress', ' Infection']",2021-04-14,2021-04-21,2021-04-21,751.0,16.0,-7.459489125653000,0.00023261439687980800,4.95583268984943E-06
NewFolsom_20210421_708_FULL_ProgramsFamilyStress,NEGATIVE,0.0004458725452423,0.05,0.834,0.117,0.9913,NewFolsom,Sacramento,1567975.0,"['Programs', ' Family', ' Stress', ' Featured']",2021-04-14,2021-04-21,2021-04-21,1136.0,14.0,-11.400614342107600,0.000724501347279134,8.92871378689074E-06
NewFolsom_20210421_707_FULL_ProgramsFamilyStress,NEGATIVE,0.198387295007706,0.098,0.799,0.104,0.8204,NewFolsom,Sacramento,1567975.0,"['Programs', ' Family', ' Stress']",2021-04-14,2021-04-21,2021-04-21,1136.0,14.0,-1.7489913140777600,0.000724501347279134,8.92871378689074E-06
Orange_TheoLacy_20210421_919_FULL_PrisonConditionsInfection,NEGATIVE,1.05500221251886E-05,0.142,0.783,0.075,-0.9621,Orange_TheoLacy,Orange,3228519.0,"['Prison Conditions', ' Infection']",2021-04-14,2021-04-21,2021-04-21,751.0,16.0,-20.79337975323390,0.00023261439687980800,4.95583268984943E-06
Orange_TheoLacy_20210421_701_Full_FamilyInfectionStress,POSITIVE,0.884813338518143,0.079,0.805,0.116,0.9691,Orange_TheoLacy,Orange,3228519.0,"['Family', ' Infection', ' Stress']",2021-04-14,2021-04-21,2021-04-21,751.0,16.0,-0.1230956321854730,0.00023261439687980800,4.95583268984943E-06
NewFolsom_20210421_710_FULL_ProgramsInfectionPrisonconditions,NEGATIVE,0.0272255539894104,0.102,0.774,0.124,0.7621,NewFolsom,Sacramento,1567975.0,"['Programs', ' Infection', ' Prison Conditions']",2021-04-14,2021-04-21,2021-04-21,1136.0,14.0,-4.300438253688400,0.000724501347279134,8.92871378689074E-06
NewFolsom_20210421_7_30_FULL,NEGATIVE,1.69873237609863E-05,0.045,0.883,0.072,0.9935,NewFolsom,Sacramento,1567975.0,[''],2021-04-14,2021-04-21,2021-04-21,1136.0,14.0,-19.40407543272140,0.000724501347279134,8.92871378689074E-06
Orange_Central_20210421_728_Full,NEGATIVE,3.63588333129883E-06,0.098,0.79,0.112,0.8503,Orange_Central,Orange,3228519.0,[''],2021-04-14,2021-04-21,2021-04-21,751.0,16.0,-24.138590041212100,0.00023261439687980800,4.95583268984943E-06
Orange_Central_20210421_679_Full,NEGATIVE,0.0004023015499114,0.137,0.7,0.163,0.903,Orange_Central,Orange,3228519.0,[''],2021-04-14,2021-04-21,2021-04-21,751.0,16.0,-11.61632593981980,0.00023261439687980800,4.95583268984943E-06
MuleCreek_20210421_704_Full,NEGATIVE,0.0011641085147858,0.147,0.747,0.106,-0.9981,Mule Creek,Amador,38531.0,[''],2021-04-14,2021-04-21,2021-04-21,17.0,0.0,-9.48628607687168,0.0004412031870441980,0.0
Donovan_20210422_803_FULL,POSITIVE,0.795118749141693,0.032,0.779,0.189,0.9929,Donovan,San Diego,3370418.0,[''],2021-04-15,2021-04-22,2021-04-22,1723.0,15.0,-0.2317890020496070,0.0005112125558313540,4.45048655686031E-06
Donovan_20210422_802_Full_InfectionPrisonConditions,NEGATIVE,5.90085983281918E-06,0.137,0.776,0.086,-0.9211,Donovan,San Diego,3370418.0,"['Infection', ' Prison Conditions']",2021-04-15,2021-04-22,2021-04-22,1723.0,15.0,-22.57575243095920,0.0005112125558313540,4.45048655686031E-06
Donovan_20210422_772_FULL_Infection_PrisonConditions,NEGATIVE,0.000406414270401,0.06,0.802,0.139,0.9844,Donovan,San Diego,3370418.0,"['Infection', ' Prison Conditions']",2021-04-15,2021-04-22,2021-04-22,1723.0,15.0,-11.5948954016265,0.0005112125558313540,4.45048655686031E-06
SalinasValley_20210422_806_FULL_PrisonConditions,NEGATIVE,0.0010603666305541,0.052,0.795,0.153,0.9463,SalinasValley,Monterey,448732.0,['Prison Conditions'],2021-04-15,2021-04-22,2021-04-22,97.0,0.0,-9.664880690961220,0.00021616465952951900,0.0
NewFolsom_20210422_769_FULL_PrisonConditionsInfection,NEGATIVE,0.0020478069782257,0.038,0.926,0.036,-0.5661,NewFolsom,Sacramento,1567975.0,"['Prison Conditions', ' Infection']",2021-04-15,2021-04-22,2021-04-22,1090.0,12.0,-8.438865953812780,0.0006951641448364930,7.65318324590635E-06
SalinasValley_20210422_801_FULL,NEGATIVE,0.0105248689651489,0.103,0.763,0.134,0.9876,SalinasValley,Monterey,448732.0,[''],2021-04-15,2021-04-22,2021-04-22,97.0,0.0,-5.703343451667260,0.00021616465952951900,0.0
Donovan_20210422_804_FULL,NEGATIVE,0.0439304709434509,0.097,0.72,0.184,0.9952,Donovan,San Diego,3370418.0,[''],2021-04-15,2021-04-22,2021-04-22,1723.0,15.0,-3.6408896754436200,0.0005112125558313540,4.45048655686031E-06
Tehachapi_20210422_906_FULL_PrisonConditions,NEGATIVE,0.0026154816150665,0.068,0.867,0.065,-0.6869,Tehachapi,Kern,927251.0,['Prison Conditions'],2021-04-15,2021-04-22,2021-04-22,253.0,7.0,-8.002347668782200,0.0002728495304939010,7.54919649587868E-06
Wasco_20210422_914_FULL,NEGATIVE,0.0027708411216735,0.065,0.793,0.142,0.9974,Wasco,Kern,927251.0,[''],2021-04-15,2021-04-22,2021-04-22,253.0,7.0,-7.900879555652060,0.0002728495304939010,7.54919649587868E-06
Orange_TheoLacy_20210422_8_05_FULL,NEGATIVE,2.83718109130859E-05,0.051,0.779,0.17,0.9996,Orange_TheoLacy,Orange,3228519.0,[''],2021-04-15,2021-04-22,2021-04-22,732.0,16.0,-17.976978903885300,0.00022672934556061200,4.95583268984943E-06
NewFolsom_20210423_771_FULL,NEGATIVE,0.0006508827209472,0.162,0.707,0.131,-0.9948,NewFolsom,Sacramento,1567975.0,[''],2021-04-16,2021-04-23,2021-04-23,1064.0,12.0,-10.62501565945100,0.0006785822478036960,7.65318324590635E-06
SalinasValley_20210423_867_FULL,NEGATIVE,6.61611557001285E-06,0.11,0.795,0.095,-0.9693,SalinasValley,Monterey,448732.0,[''],2021-04-16,2021-04-23,2021-04-23,88.0,0.0,-22.216932221050500,0.0001961081447278110,0.0
Susanville_20210423_863_FULL,NEGATIVE,0.0254944562911987,0.063,0.767,0.17,0.9997,Susanville,Lassen,30065.0,[''],2021-04-16,2021-04-23,2021-04-23,7.0,0.0,-4.393372182387430,0.00023282887077997700,0.0
Susanville_20210423_800_Full,POSITIVE,0.789614409208298,0.103,0.731,0.165,0.9975,Susanville,Lassen,30065.0,[''],2021-04-16,2021-04-23,2021-04-23,7.0,0.0,-0.2388916794167920,0.00023282887077997700,0.0
Stockton_20210423_795_FULL,NEGATIVE,7.15255737299136E-06,0.089,0.789,0.122,0.9912,Stockton,San Joaquin,782545.0,[''],2021-04-16,2021-04-23,2021-04-23,536.0,13.0,-21.974658507065300,0.0006849446357717450,1.66124631810311E-05
Orange_TheoLacy_20210423_777_FULL_StressPrisonConditions,NEGATIVE,0.0003496408462523,0.204,0.732,0.064,-0.9963,Orange_TheoLacy,Orange,3228519.0,"['Stress', ' Prison Conditions']",2021-04-16,2021-04-23,2021-04-23,700.0,14.0,-11.914060661908000,0.00021681768018091300,4.33635360361825E-06
PelicanBay_20210423_866_FULL,NEGATIVE,0.0016103684902191,0.124,0.737,0.139,0.8538,PelicanBay,Fresno,1032227.0,[''],2021-04-16,2021-04-23,2021-04-23,430.0,3.0,-8.877615307341440,0.0004165750363049990,2.90633746259301E-06
SalinasValley_20210423_808_FULL_PrisonConditions,NEGATIVE,0.0002638995647429,0.047,0.836,0.117,0.9236,SalinasValley,Monterey,448732.0,['Prison Conditions'],2021-04-16,2021-04-23,2021-04-23,88.0,0.0,-12.5232566666335,0.0001961081447278110,0.0
MuleCreek_20210423_797_FULL,NEGATIVE,0.0028548240661621,0.066,0.824,0.109,0.9527,Mule Creek,Amador,38531.0,[''],2021-04-16,2021-04-23,2021-04-23,17.0,0.0,-7.8485919110844800,0.0004412031870441980,0.0
Orange_TheoLacy_20210424_805_FULL,NEGATIVE,0.0541232824325561,0.091,0.79,0.119,0.9747,Orange_TheoLacy,Orange,3228519.0,[''],2021-04-17,2021-04-24,2021-04-24,649.0,13.0,-3.362548589451280,0.0002010209634820180,4.02661406050266E-06
NewFolsom_20210426_814_FULL_PrisonConditions,NEGATIVE,0.001157522201538,0.04,0.841,0.119,0.9916,NewFolsom,Sacramento,1567975.0,['Prison Conditions'],2021-04-19,2021-04-26,2021-04-26,1064.0,16.0,-9.497096925436640,0.0006785822478036960,1.02042443278751E-05
MuleCreek_20210426_870_FULL_FamilyStressInfection,NEGATIVE,0.0001645684242247,0.211,0.68,0.109,-0.9884,Mule Creek,Amador,38531.0,"['Family', ' Stress', ' Infection']",2021-04-19,2021-04-26,2021-04-26,12.0,0.0,-13.583305716894400,0.0003114375437959050,0.0
MuleCreek_20210426_868_FULL_PrisonConditions,NEGATIVE,2.62260437011719E-06,0.256,0.694,0.05,-0.9875,Mule Creek,Amador,38531.0,['Prison Conditions'],2021-04-19,2021-04-26,2021-04-26,12.0,0.0,-25.23444107770880,0.0003114375437959050,0.0
NewFolsom_20210426_820_FULL,NEGATIVE,0.0635387897491455,0.068,0.785,0.147,0.9939,NewFolsom,Sacramento,1567975.0,[''],2021-04-19,2021-04-26,2021-04-26,1064.0,16.0,-3.152332538453740,0.0006785822478036960,1.02042443278751E-05
SalinasValley_20210426_880_FULL,NEGATIVE,0.0010377764701843,0.166,0.737,0.097,-0.9945,SalinasValley,Monterey,448732.0,[''],2021-04-19,2021-04-26,2021-04-26,89.0,0.0,-9.706309804075630,0.00019833664637244500,0.0
NewFolsom_20210426_821_FULL_FamilyInfection,NEGATIVE,2.27093696594238E-05,0.084,0.875,0.041,-0.8718,NewFolsom,Sacramento,1567975.0,"['Family', ' Infection']",2021-04-19,2021-04-26,2021-04-26,1064.0,16.0,-18.58779337277180,0.0006785822478036960,1.02042443278751E-05
SalinasValley_20210426_889_FULL,NEGATIVE,5.8054924011175E-05,0.106,0.789,0.105,-0.3858,SalinasValley,Monterey,448732.0,[''],2021-04-19,2021-04-26,2021-04-26,89.0,0.0,-16.098128528414700,0.00019833664637244500,0.0
Susanville_20210426_878_FULL,NEGATIVE,2.0682811737005E-05,0.109,0.767,0.124,0.9136,Susanville,Lassen,30065.0,[''],2021-04-19,2021-04-26,2021-04-26,8.0,0.0,-18.848158083942100,0.0002660901380342590,0.0
