Filename,Negative Sentiment,Neutral Sentiment,Positive Sentiment,Compound Sentiment
Chino_20220204_94412_Infection_Family_Featured.txt,0.118,0.814,0.069,-0.9439
Chino_20220204_94412_PrisonConditions3_Stress_Featured2.txt,0.081,0.803,0.116,0.9519
Chowchilla_ 20210201_373_FULL.txt,0.109,0.769,0.122,0.5986
Chowchilla_122120_193_FuLL.txt,0.194,0.755,0.051,-0.9928
Chowchilla_122120_193_Prisonconditons.txt,0.232,0.726,0.042,-0.9606
Chowchilla_122120_193_Stress.txt,0.161,0.78,0.058,-0.9399
Chowchilla_20201123_069_Full.txt,0.064,0.802,0.134,0.9863
Chowchilla_20201124_062_Family.txt,0.053,0.8,0.147,0.9135
Chowchilla_20201124_062_FULL.txt,0.045,0.802,0.153,0.996
Chowchilla_20201124_062_Programs.txt,0.064,0.849,0.087,0.7113
Chowchilla_20201124_062_Stress.txt,0.027,0.837,0.136,0.9601
Chowchilla_20201204_84_FULL.txt,0.246,0.633,0.121,-0.9846
Chowchilla_20201207_128_FULL.txt,0.084,0.807,0.109,0.8489
Chowchilla_20201208_117_full.txt,0.051,0.604,0.345,0.9843
Chowchilla_20201208_117_Infection.txt,0.033,0.635,0.331,0.9623
Chowchilla_20201209_118_Full.txt,0.113,0.802,0.085,-0.9838
Chowchilla_20201209_118_Infection.txt,0.096,0.876,0.028,-0.9749
Chowchilla_20201209_118_PrisonConditions.txt,0.139,0.757,0.104,-0.9383
Chowchilla_20201209_118_Stress.txt,0.122,0.813,0.065,-0.9159
Chowchilla_20201209_121_Full_Family_PrisonConditions.txt,0.08,0.809,0.111,0.9375
Chowchilla_20201217_204_FULL.txt,0.062,0.751,0.187,0.9962
Chowchilla_20201217_204_Stress.txt,0.071,0.775,0.155,0.9853
Chowchilla_20201218_173_FULL_PrisonConditions_Stress_Family.txt,0.069,0.776,0.155,0.9881
Chowchilla_20201221_147_Family.txt,0.075,0.821,0.103,0.5307
Chowchilla_20201221_147_FULL.txt,0.068,0.827,0.106,0.9742
Chowchilla_20201221_147_PrisonConditions.txt,0.071,0.782,0.147,0.9214
Chowchilla_20201221_147_Programs.txt,0.054,0.885,0.062,0.4037
Chowchilla_20201221_193_FULL.txt,0.181,0.776,0.042,-0.9926
Chowchilla_20201221_193_FULL_PrisonConditions_Stress.txt,0.181,0.776,0.042,-0.9926
Chowchilla_20201221_193_PrisonConditions.txt,0.198,0.766,0.036,-0.96
Chowchilla_20201221_193_Stress.txt,0.136,0.808,0.056,-0.9163
Chowchilla_20201222_189_FULL_Stress.txt,0.033,0.799,0.167,0.9978
Chowchilla_20201223_218_FULL.docx,0.14,0.813,0.048,-0.9953
Chowchilla_20201223_218_FULL.txt,0.141,0.811,0.048,-0.9953
Chowchilla_20201223_218_Stress_PrisonConditions2.txt,0.189,0.788,0.023,-0.9956
Chowchilla_20201224_212_Full_PrisonConditions_Infection_Stress.txt,0.246,0.687,0.066,-0.994
Chowchilla_20201228_148_FULL.txt,0.084,0.802,0.114,0.93
Chowchilla_20201228_148_Infection.txt,0.066,0.746,0.188,0.9731
Chowchilla_20201228_148_PrisonConditions.txt,0.054,0.907,0.039,-0.34
Chowchilla_20201228_177_Full.txt,0.059,0.785,0.157,0.988
Chowchilla_20201228_177_PrisonConditions.txt,0.05,0.907,0.043,-0.2263
Chowchilla_20201228_177_Stress.txt,0.07,0.714,0.217,0.9884
Chowchilla_20210104_248_full.txt,0.047,0.856,0.098,0.9838
Chowchilla_20210111_262_FULL_Infection.txt,0.08,0.832,0.088,0.7755
Chowchilla_20210114_270_Full.txt,0.095,0.772,0.133,0.9868
Chowchilla_20210114_270_PrisonConditions.txt,0.04,0.803,0.156,0.9905
Chowchilla_20210114_270_PrisonConditions2.txt,0.123,0.773,0.103,-0.7988
Chowchilla_20210114_270_Stress_PrisonConditions.txt,0.08,0.873,0.048,-0.8292
Chowchilla_20210121_324_FULL.txt,0.075,0.821,0.104,0.7615
Chowchilla_20210121_324_FULL_PrisonConditions.txt,0.074,0.824,0.103,0.7615
Chowchilla_20210121_324_Prison_Conditions.txt,0.082,0.879,0.039,-0.7003
Chowchilla_20210216_424_FULL.txt,0.064,0.874,0.061,0.8259
Chowchilla_20210216_424_Infection.txt,0.074,0.911,0.015,-0.958
Chowchilla_20210216_424_PrisonConditions.txt,0.077,0.873,0.05,-0.9514
Chowchilla_20210324_640_FULL_PrisonConditions_Infection.txt,0.17,0.69,0.139,-0.9171
Chowchilla_20210326_801_FULL.txt,0.068,0.862,0.07,0.4723
Chowchilla_20210326_801_PrisonConditions.txt,0.069,0.907,0.024,-0.9787
Chowchilla_20210326_801_PrisonConditons2.txt,0.043,0.876,0.081,0.9696
Chowchilla_20210326_801_PrisonConditons3_Infection2_Programs.txt,0.057,0.925,0.018,-0.9401
Chowchilla_20210326_801_Stress_Infection3_Family.txt,0.069,0.787,0.145,0.9906
Chowchilla_20210405_960_Full_Stress.txt,0.153,0.671,0.176,0.8818
Chowchilla_20210514_09_19_Family_Stress.txt,0.045,0.756,0.199,0.9974
Chowchilla_20210514_09_19_FULL.txt,0.038,0.815,0.146,0.9997
Chowchilla_20210514_09_19_Infection_Programs_Family.txt,0.04,0.846,0.114,0.9951
Chowchilla_20210514_09_19_Stress.txt,0.009,0.896,0.095,0.984
Chowchilla_20210913_92441_FULL.txt,0.074,0.8,0.126,0.999
Chowchilla_20210913_92441_PrisonConditions4_Infection.txt,0.087,0.858,0.056,-0.9339
Chowchilla_20210913_92441_PrisonConditions5_Infection2.txt,0.14,0.821,0.039,-0.9834
Chowchilla_20210913_92441_PrisonConditions_Stress.txt,0.089,0.83,0.082,-0.8277
Chowchilla_20210913_92441_Stress2_PrisonConditions2_Programs.txt,0.05,0.745,0.205,0.9956
Chowchilla_20210913_92441_Stress3_PrisonConditions3_Programs2.txt,0.096,0.832,0.072,-0.8012
Chuckawalla_20201105_06_41_Family.txt,0.116,0.752,0.132,0.501
Chuckawalla_20201105_06_41_FULL.txt,0.086,0.793,0.122,0.9976
Chuckawalla_20201105_06_41_Infection.txt,0.101,0.826,0.073,-0.7365
Chuckawalla_20201105_06_41_PrisonConditions.txt,0.111,0.806,0.083,-0.8712
Chuckawalla_20201105_06_41_PrisonConditions2.txt,0.08,0.837,0.083,-0.7777
Chuckawalla_20201105_06_41_PrisonConditions3.txt,0.075,0.788,0.137,0.9785
Chuckawalla_20201105_0728_Family.txt,0.088,0.786,0.126,0.9046
Chuckawalla_20201105_0728_FULL.txt,0.139,0.76,0.101,-0.9974
Chuckawalla_20201105_0728_PrisonConditions.txt,0.13,0.811,0.059,-0.9816
Chuckawalla_20201105_0728_PrisonConditions2.txt,0.065,0.758,0.177,0.9957
Chuckawalla_20201105_0728_PrisonConditions3.txt,0.036,0.892,0.072,0.9121
Chuckawalla_20201106_05_42_Family.txt,0.046,0.894,0.061,0.435
Chuckawalla_20201106_05_42_FULL.txt,0.033,0.873,0.094,0.9983
Chuckawalla_20201106_05_42_PrisonConditions.txt,0.065,0.832,0.103,0.9664
Chuckawalla_20201106_05_42_PrisonConditions2.txt,0.031,0.899,0.07,0.9784
Chuckawalla_20201106_05_42_Programs.txt,0.03,0.909,0.061,0.5994
Chuckawalla_20201106_05_42_Stress.txt,0.0,0.928,0.072,0.5574
Chuckawalla_20201106_07_07_FULL.txt,0.079,0.807,0.114,0.9962
Chuckawalla_20201106_07_07_PrisonConditions.txt,0.159,0.777,0.064,-0.9818
Chuckawalla_20201106_07_07_PrisonConditions2.txt,0.099,0.827,0.074,-0.4913
Chuckawalla_20201106_07_07_PrisonConditions3.txt,0.048,0.86,0.092,0.9866
Chuckawalla_20201106_07_22_Family.txt,0.078,0.811,0.111,0.7271
Chuckawalla_20201106_07_22_FULL.txt,0.086,0.81,0.104,0.9837
Chuckawalla_20201106_07_22_Infection.txt,0.116,0.796,0.088,-0.9786
Chuckawalla_20201106_07_22_Infection2.txt,0.11,0.791,0.099,-0.8387
Chuckawalla_20201106_07_22_PrisonConditions.txt,0.086,0.818,0.096,0.2313
Chuckawalla_20201106_07_22_Programs.txt,0.022,0.96,0.017,-0.2865
Chuckawalla_20201109_05_04_FULL.txt,0.052,0.817,0.13,0.9993
Chuckawalla_20201109_05_04_Infection.txt,0.114,0.785,0.1,0.3259
Chuckawalla_20201109_05_04_PrisonConditions.txt,0.044,0.859,0.097,0.9877
Chuckawalla_20201109_05_04_PrisonConditions2.txt,0.065,0.863,0.072,0.7945
Chuckawalla_20201109_05_04_PrisonConditions3.txt,0.047,0.818,0.135,0.9874
Chuckawalla_20201109_05_04_Programs.txt,0.025,0.898,0.077,0.6116
Chuckawalla_20201109_06_57_FULL.txt,0.068,0.801,0.131,0.9991
Chuckawalla_20201109_06_57_Infection.txt,0.056,0.868,0.075,0.6674
Chuckawalla_20201109_06_57_PrisonConditions.txt,0.064,0.82,0.116,0.9946
Chuckawalla_20201109_06_57_PrisonConditions2.txt,0.046,0.864,0.091,0.9156
Chuckawalla_20201109_06_57_Stress.txt,0.091,0.758,0.151,0.9046
Chuckawalla_20201120_06_34_Family.txt,0.028,0.797,0.175,0.9929
Chuckawalla_20201120_06_34_FULL.txt,0.077,0.77,0.153,0.9994
Chuckawalla_20201120_06_34_Infection.txt,0.099,0.737,0.164,0.9834
Chuckawalla_20201120_06_34_PrisonConditions.txt,0.116,0.831,0.053,-0.9926
Chuckawalla_20201120_06_34_PrisonConditions2.txt,0.0,0.853,0.147,0.9891
Chuckawalla_20201120_06_34_Stress.txt,0.12,0.74,0.14,0.3121
Chuckawalla_20201120_06_34_Stress2.txt,0.053,0.854,0.093,0.3109
Chuckawalla_20201127_06_21_FULL.txt,0.083,0.775,0.142,0.9976
Chuckawalla_20201127_06_21_Infection.txt,0.038,0.743,0.219,0.9919
Chuckawalla_20201127_06_21_PrisonConditions.txt,0.124,0.78,0.095,-0.9762
Chuckawalla_20201127_06_21_PrisonConditions2.txt,0.052,0.777,0.171,0.9954
Chuckawalla_20201127_06_21_PrisonConditions3.txt,0.013,0.873,0.115,0.7783
Chuckawalla_20201127_06_39_FULL.txt,0.098,0.799,0.103,0.8423
Chuckawalla_20201127_06_39_PrisonConditions3.txt,0.081,0.858,0.061,-0.7579
Chuckawalla_20201127_06_39_PrisonConditions_Infection.txt,0.118,0.835,0.047,-0.9698
Chuckawalla_20201127_06_39_Programs.txt,0.097,0.802,0.1,-0.2615
Chuckawalla_20201127_06_39_Programs_PrisonConditions2.txt,0.069,0.87,0.06,-0.1801
Chuckawalla_20201127_06_59_FULL.txt,0.09,0.775,0.135,0.9982
Chuckawalla_20201127_06_59_Infection_PrisonConditions1.txt,0.102,0.782,0.117,0.7497
Chuckawalla_20201127_06_59_Infection_PrisonConditions2.txt,0.08,0.878,0.042,-0.9461
Chuckawalla_20201127_06_59_PrisonConditions.txt,0.061,0.76,0.179,0.9988
Chuckawalla_20201127_06_59_Stress.txt,0.099,0.839,0.062,-0.9068
Chuckawalla_20201127_615_Full.txt,0.07,0.811,0.12,0.9984
Chuckawalla_20201127_615_Infection.txt,0.075,0.868,0.057,-0.7684
Chuckawalla_20201127_615_PrisonConditions2.txt,0.09,0.86,0.049,-0.9711
Chuckawalla_20201127_615_PrisonConditions_Family.txt,0.026,0.853,0.121,0.9723
Chuckawalla_20201130_05_30_Family_Programs_Stress.txt,0.091,0.785,0.124,0.944
Chuckawalla_20201130_05_30_FULL.txt,0.053,0.82,0.127,0.9993
Chuckawalla_20201130_05_30_PrisonConditions.txt,0.026,0.874,0.1,0.9884
Chuckawalla_20201130_05_30_PrisonConditions_Infection.txt,0.057,0.861,0.082,0.9483
Chuckawalla_20201130_05_49_Family_Programs_Stress.txt,0.119,0.794,0.087,-0.9092
Chuckawalla_20201130_05_49_FULL.txt,0.087,0.804,0.109,0.9461
Chuckawalla_20201130_05_49_Infection_PrisonConditions.txt,0.039,0.909,0.052,0.6394
Chuckawalla_20201130_06_18_Family_Stress_Programs.txt,0.105,0.774,0.12,0.9
Chuckawalla_20201130_06_18_FULL.txt,0.074,0.825,0.101,0.9964
Chuckawalla_20201130_06_18_Infection1_PrisonConditions1.txt,0.051,0.841,0.107,0.9876
Chuckawalla_20201130_06_18_PrisonConditions2_Infection2.txt,0.053,0.876,0.071,0.9176
Chuckawalla_20201130_06_18_PrisonConditions3.txt,0.058,0.879,0.063,-0.245
Chuckawalla_20201130_06_36_Family_Programs.txt,0.072,0.765,0.163,0.9839
Chuckawalla_20201130_06_36_FULL.txt,0.065,0.792,0.144,0.9991
Chuckawalla_20201130_06_36_Infection_PrisonConditions1.txt,0.053,0.875,0.072,0.75
Chuckawalla_20201130_06_36_PrisonConditions2.txt,0.024,0.821,0.155,0.9869
Chuckawalla_20201130_06_36_Stress_Family.txt,0.109,0.762,0.129,0.7514
Chuckawalla_20201203_06_01_FULL.txt,0.052,0.857,0.091,0.9824
Chuckawalla_20201203_06_01_PrisonConditions1_Infection.txt,0.031,0.901,0.069,0.7347
Chuckawalla_20201203_06_01_PrisonConditions2_Family.txt,0.031,0.881,0.089,0.9506
Chuckawalla_20201203_06_01_Programs_Stress.txt,0.047,0.869,0.084,0.9017
Chuckawalla_20201208_06_50_Family.txt,0.051,0.765,0.184,0.9548
Chuckawalla_20201208_06_50_FULL.txt,0.088,0.775,0.137,0.9986
Chuckawalla_20201208_06_50_Infection.txt,0.113,0.816,0.07,-0.9779
Chuckawalla_20201208_06_50_Infection2.txt,0.026,0.812,0.162,0.9933
Chuckawalla_20201208_06_50_PrisonConditions.txt,0.144,0.792,0.064,-0.9755
Chuckawalla_20201208_06_50_PrisonConditions2.txt,0.08,0.822,0.097,0.2846
Chuckawalla_20201208_06_50_Stress.txt,0.032,0.758,0.21,0.9657
Chuckawalla_20201208_06_50_Stress2.txt,0.041,0.871,0.088,0.7024
Chuckawalla_20201211_05_20_Family_Stress.txt,0.072,0.849,0.079,0.2212
Chuckawalla_20201211_05_20_FULL.txt,0.075,0.826,0.1,0.9853
Chuckawalla_20201211_05_20_Infection.txt,0.109,0.855,0.036,-0.9784
Chuckawalla_20201211_05_20_Infection2.txt,0.063,0.846,0.09,0.4176
Chuckawalla_20201218_06_51_Family_Stress.txt,0.064,0.839,0.097,0.9206
Chuckawalla_20201218_06_51_FULL.txt,0.066,0.835,0.099,0.9941
Chuckawalla_20201218_06_51_Infection1_PrisonConditions1.txt,0.052,0.886,0.062,0.2907
Chuckawalla_20201218_06_51_Infection2_PrisonConditions2.txt,0.024,0.872,0.104,0.953
Chuckawalla_20201218_06_51_PrisonConditions3.txt,0.101,0.839,0.06,-0.9668
Chuckawalla_20201218_06_51_Stress_Programs.txt,0.059,0.866,0.075,0.3629
Chuckawalla_20210215_417_FULL_PrisonConditions_Infection.txt,0.076,0.801,0.122,0.9467
Chuckawalla_20210315_540_FULL.txt,0.137,0.791,0.072,-0.9973
Chuckawalla_20210315_540_PrisonConditions1_Infection1.txt,0.194,0.749,0.057,-0.9979
Chuckawalla_20210315_540_PrisonConditions2_Infection2_Stress.txt,0.06,0.851,0.089,0.942
Chuckawalla_20220204_23970_FULL.txt,0.035,0.918,0.047,0.8946
Chuckawalla_20220216_82961_FULL.txt,0.073,0.851,0.076,-0.3118
Chuckawalla_20220216_82961_Infection_PrisonConditions.txt,0.038,0.885,0.077,0.9232
Chuckawalla_20220216_82961_PrisonConditions.txt,0.049,0.898,0.053,0.5439
Chuckawalla_20220216_82961_Stress1_Family1_Featured1.txt,0.104,0.832,0.064,-0.9207
Chuckawalla_20220216_82961_Stress2_Family2_Featured2.txt,0.089,0.844,0.067,-0.8125
CIW_20201120_71_FULL.txt,0.094,0.83,0.076,-0.9387
CIW_202012013_081_Family.txt,0.085,0.776,0.139,0.8271
CIW_20201201_79_Full.txt,0.077,0.788,0.135,0.9973
CIW_20201201_79_Infection_PrisonConditions_Stress.txt,0.063,0.845,0.092,0.9652
CIW_20201201_79_Stress_Programs.txt,0.108,0.827,0.065,-0.9654
CIW_20201202_087_FULL.txt,0.105,0.749,0.146,0.987
CIW_20201202_087_Infection.txt,0.113,0.742,0.145,0.9261
CIW_20201202_087_PrisonConditions.txt,0.076,0.817,0.107,0.9271
CIW_20201202_88_familyandstress.txt,0.109,0.788,0.103,-0.2023
CIW_20201203_076_PrisonConditions_Stress.txt,0.101,0.829,0.07,-0.5859
CIW_20201203_081_FULL.txt,0.08,0.802,0.118,0.9762
CIW_20201203_80_FULL_PrisonConditions_Infection_Stress_Stress.txt,0.142,0.711,0.147,0.7946
CIW_20201204_85_FULL_PrisonConditions_Stress.txt,0.182,0.761,0.057,-0.9818
CIW_20201207_07_46_Family.txt,0.011,0.882,0.107,0.9802
CIW_20201207_07_46_FULL.txt,0.049,0.775,0.176,0.9999
CIW_20201207_07_46_PrisonConditions1.txt,0.082,0.801,0.117,0.9381
CIW_20201207_07_46_PrisonConditions2.txt,0.045,0.781,0.174,0.9959
CIW_20201207_07_46_PrisonConditions_Family.txt,0.041,0.779,0.18,0.9984
CIW_20201207_07_46_Stress.txt,0.058,0.698,0.244,0.9981
CIW_20201209_114_FULL.txt,0.082,0.673,0.246,0.998
CIW_20201215_131_FULL.txt,0.115,0.812,0.073,-0.9903
CIW_20201215_131_Infection.txt,0.077,0.888,0.035,-0.9601
CIW_20201215_131_PrisonConditions.txt,0.179,0.776,0.045,-0.9832
CIW_20201215_131_Stress.txt,0.095,0.776,0.129,0.9196
CIW_20201217_194_FULL.txt,0.081,0.838,0.082,0.1761
CIW_20201217_194_PrisonConditions_Infection2.txt,0.071,0.88,0.05,-0.6652
CIW_20201218_153_FULL.txt,0.125,0.791,0.084,-0.9825
CIW_20201218_153_Infection.txt,0.146,0.791,0.063,-0.9682
CIW_20201218_153_PrisonConditions.txt,0.091,0.839,0.07,-0.745
CIW_20201218_153_PrisonConditionsStress.txt,0.086,0.846,0.067,-0.2293
CIW_20201224_152_FULL.txt,0.147,0.788,0.065,-0.9921
CIW_20201224_152_Infection1.txt,0.12,0.819,0.061,-0.9548
CIW_20201224_152_PrisonConditions.txt,0.132,0.816,0.053,-0.9425
CIW_20201230_160_FULL.txt,0.148,0.76,0.092,-0.9703
CIW_20210319_577_FULL_Stress.txt,0.143,0.774,0.083,-0.9286
CIW_20210324_06_51_FULL.txt,0.053,0.855,0.091,0.9981
CIW_20210324_06_51_Infection_PrisonConditions.txt,0.034,0.89,0.076,0.9797
CIW_20210324_06_51_Infection_Programs.txt,0.069,0.821,0.11,0.9737
CIW_20210324_06_51_PrisonConditions.txt,0.012,0.922,0.065,0.9851
CIW_20210324_06_51_PrisonConditions_Infection.txt,0.1,0.803,0.097,0.6928
CMC_20210120_329_FULL_PrisonConditions_Infections_Stress.txt,0.107,0.829,0.064,-0.7463
CMC_20210121_316_FULL.txt,0.102,0.829,0.07,-0.8188
CMC_20210125_315_Full_PrisonConditions_Stress.txt,0.034,0.717,0.25,0.9952
CMC_20210125_331_Full_PrisonConditions_Infection_Family.txt,0.133,0.694,0.173,0.9613
CMC_20210125_332_Full_Infection.txt,0.208,0.758,0.034,-0.9917
CMC_20210125_333_Full_Stress_Feature.txt,0.056,0.776,0.168,0.9873
CMC_20210126_336_FULL.txt,0.135,0.794,0.071,-0.9983
CMC_20210126_336_Infection.txt,0.116,0.821,0.064,-0.9839
CMC_20210126_336_PrisonConditions_Stress_Feature.txt,0.159,0.775,0.066,-0.9968
CMC_20210129_307_FULL.txt,0.066,0.83,0.104,0.8783
CMC_20210129_308_Full_PrisonConditions.txt,0.048,0.831,0.121,0.931
CMC_20210208_346_FULL_Stress_Infection_PrisonConditions.txt,0.067,0.833,0.1,0.9472
CMC_20210209_363_full.txt,0.126,0.773,0.101,-0.8444
CMC_20210210_355_Full.txt,0.143,0.755,0.102,-0.9443
CMC_20210210_356_FULL_PrisonConditions_Infection.txt,0.146,0.781,0.073,-0.9912
CMC_20210210_356_PrisonConditons_Infection.txt,0.151,0.778,0.072,-0.9918
CMC_20210210_357_FULL.txt,0.091,0.813,0.096,-0.1225
CMC_20210210_357_Infection.txt,0.122,0.811,0.067,-0.9821
CMC_20210210_358_FULL_Stress.txt,0.061,0.806,0.133,0.7579
CMC_20210210_358_Prison_Conditions.txt,0.062,0.804,0.134,0.7579
CMC_20210210_359_FULL.txt,0.116,0.798,0.086,-0.9975
CMC_20210210_359_PrisonConditions.txt,0.114,0.867,0.019,-0.9884
CMC_20210210_359_PrisonConditionsFeature.txt,0.054,0.918,0.028,-0.9383
CMC_20210210_359_StressInfection.txt,0.122,0.777,0.1,-0.746
CMC_20210211_446_Family_Stress.txt,0.082,0.811,0.107,0.6192
CMC_20210211_446_FULL.txt,0.069,0.785,0.146,0.9927
CMC_20210211_446_PrisonConditions_Stress_Infection.txt,0.059,0.834,0.107,0.9432
CMC_20210211_447_FULL_Family_Infection.txt,0.039,0.774,0.187,0.9855
CMC_20210211_532_FULL_PrisonCoditions_Infection.txt,0.11,0.832,0.058,-0.9788
CMC_20210212_0551_FULL.txt,0.017,0.821,0.161,0.9994
CMC_20210212_0551_Infection.txt,0.033,0.831,0.136,0.9754
CMC_20210212_0551_PrisonConditions.txt,0.029,0.865,0.106,0.9942
CMC_20210212_07_21_Family.txt,0.065,0.817,0.118,0.9615
CMC_20210212_07_21_Full.txt,0.057,0.837,0.107,0.9975
CMC_20210212_07_21_PrisonConditions3.txt,0.043,0.93,0.027,-0.4299
CMC_20210212_07_21_PrisonConditions4.txt,0.035,0.847,0.118,0.9848
CMC_20210212_07_21_Stress1_PrisonConditions1.txt,0.016,0.893,0.091,0.9015
CMC_20210212_07_21_Stress2_PrisonConditions_2.txt,0.066,0.844,0.09,0.8205
CMC_20210212_438_Full_InfectionPrisonConditionsStress.txt,0.096,0.797,0.107,0.5952
CMC_20210212_439_FULL.txt,0.153,0.778,0.069,-0.9954
CMC_20210212_439_Infection_Stress.txt,0.182,0.756,0.062,-0.9927
CMC_20210212_439_PrisonConditions_Stress.txt,0.11,0.825,0.065,-0.9287
CMC_20210216_425_FULL_Stress.txt,0.089,0.726,0.185,0.9805
CMC_20210216_426_FULL_Infection_PrisonConditions.txt,0.071,0.835,0.094,0.9527
CMC_20210217_401_FULL_FamilyInfectionStress.txt,0.055,0.819,0.126,0.8625
CMC_20210219_413_FULL.txt,0.07,0.876,0.054,-0.9046
CMC_20210219_413_Infection_PrisonConditions.txt,0.095,0.864,0.041,-0.9613
CMC_20210219_413_Stress.txt,0.075,0.892,0.033,-0.9761
CMC_20210221_488_FULL_Family_Infection_PrisonConditions.txt,0.128,0.67,0.202,0.9863
CMC_20210222_454_FULL_Infection.txt,0.064,0.661,0.275,0.9975
CMC_20210222_490_Full.txt,0.126,0.747,0.126,-0.7312
CMC_20210222_490_Infection.txt,0.175,0.713,0.112,-0.8915
CMC_20210222_490_StressAndFamily.txt,0.112,0.799,0.089,-0.8735
CMC_20210223_499_FULL.txt,0.124,0.734,0.142,0.9318
CMC_20210223_499_InfectionStress.txt,0.168,0.682,0.15,-0.6766
CMC_20210224_465_FULL.txt,0.048,0.809,0.142,0.9978
CMC_20210224_465_PrisonconditionsInfection.txt,0.103,0.809,0.088,-0.2237
CMC_20210224_465_PrisonconditionsStressProgram.txt,0.059,0.841,0.1,0.9292
CMC_20210225_472_FULL_Programs_Stress.txt,0.079,0.772,0.149,0.9768
CMC_20210225_473_Family_Infection.txt,0.073,0.864,0.063,0.1427
CMC_20210225_473_FULL.txt,0.094,0.739,0.167,0.9881
CMC_20210302_524_FULL.txt,0.275,0.628,0.097,-0.9998
CMC_20210302_524_PrisonConditions_Family_Stress.txt,0.288,0.658,0.055,-0.9993
CMC_20210302_524_PrisonConditions_Stress_Programs.txt,0.261,0.608,0.131,-0.9989
CMC_20210305_532_Infection_Family_Programs_PrisonConditions.txt,0.107,0.837,0.056,-0.9762
CMC_20210308_656_FULL_InfectionPrisonConditions.txt,0.121,0.766,0.113,-0.3919
CMC_20210316_550_FULL.txt,0.118,0.73,0.152,0.9477
CMC_20210316_550_PrisonConditions_Family_Stress.txt,0.129,0.754,0.117,-0.4035
CMC_20210322_626_FULL.txt,0.059,0.755,0.186,0.9953
CMC_20210322_626_InfectionStress.txt,0.089,0.761,0.149,0.9418
CMC_20210412_955_FULL.txt,0.025,0.738,0.237,0.9881
CMC_20210412_956_FULL_Infection.txt,0.032,0.739,0.229,0.9647
CMC_20210415_944_FULL_PrisonConditionsStressFamily.txt,0.105,0.758,0.137,0.5697
CMC_20210420_711_FULL_Infection_PrisonConditions.txt,0.177,0.729,0.094,-0.9896
Coalinga_20210915_27568_FULL_Family.txt,0.036,0.832,0.132,0.9888
Coalinga_20220126_48362_Family_PrisonConditions.txt,0.036,0.898,0.066,0.6413
Coalinga_20220126_48362_FULL.txt,0.094,0.802,0.104,-0.7365
Coalinga_20220126_48362_Infection_PrisonConditions.txt,0.062,0.839,0.1,0.8079
Colusa_Main_20220223_92810_FULL.txt,0.037,0.774,0.188,0.9998
Colusa_Main_20220223_92810_PrisonConditions2_Infection2.txt,0.03,0.781,0.19,0.9974
Colusa_Main_20220223_92810_PrisonConditions_Infection.txt,0.031,0.806,0.163,0.9966
Colusa_Main_20220228_64095_Family2_Stress.txt,0.062,0.809,0.129,0.9924
Colusa_Main_20220228_64095_Family_Infection.txt,0.055,0.795,0.151,0.976
Colusa_Main_20220228_64095_FULL.txt,0.056,0.773,0.171,0.9998
Colusa_Main_20220228_64095_Infection2.txt,0.005,0.832,0.162,0.9925
Colusa_Main_20220228_64095_Stress2.txt,0.078,0.807,0.116,0.8654
Colusa_Main_20220228_64095_Stress3.txt,0.027,0.749,0.224,0.9977
Colusa_Main_20220301_17487_Family_Infection2_PrisoncConditions2.txt,0.028,0.91,0.062,0.9625
Colusa_Main_20220301_17487_FULL.txt,0.054,0.844,0.102,0.9962
Colusa_Main_20220301_17487_Infection_PrisonConditions.txt,0.077,0.82,0.103,0.9446
Colusa_Main_20220301_17703_FULL.txt,0.066,0.787,0.147,0.9984
Colusa_Main_20220301_17703_Infection2_PrisonConditions2.txt,0.033,0.88,0.087,0.8944
Colusa_Main_20220301_17703_PrisonConditions1_Infection1.txt,0.088,0.859,0.053,-0.9389
Colusa_Main_20220301_17703_PrisonConditions3.txt,0.087,0.82,0.094,-0.5758
Colusa_Main_20220301_85514_FULL_PrisonConditions.txt,0.033,0.857,0.109,0.989
ContraCosta_Martinez_20220222_31412_Family_Stress_Programs.txt,0.067,0.788,0.145,0.9878
ContraCosta_Martinez_20220222_31412_FULL.txt,0.055,0.77,0.175,0.9996
ContraCosta_Martinez_20220222_31412_PrisonConditions_Infection.txt,0.02,0.854,0.126,0.9933
ContraCosta_Martinez_20220222_31412_Stress.txt,0.045,0.798,0.157,0.9861
Corcoran_20201103_07_39_Family.txt,0.042,0.745,0.213,0.9961
Corcoran_20201103_07_39_FULL.txt,0.076,0.756,0.168,0.9996
Corcoran_20201103_07_39_Infection.txt,0.074,0.787,0.139,0.9888
Corcoran_20201103_07_39_PrisonConditions.txt,0.092,0.793,0.115,0.9645
