Filename,Negative Sentiment,Neutral Sentiment,Positive Sentiment,Compound Sentiment
Merced_Main_20210920_55348_P2_Stress_PrisonConditions.txt,0.077,0.669,0.254,0.9939
Merced_Main_20211005_25218_Family_PrisonConditions.txt,0.085,0.884,0.03,-0.9281
Merced_Main_20211005_25218_FULL.txt,0.047,0.874,0.079,0.9961
Merced_Main_20211005_25218_Infection_PrisonConditions.txt,0.045,0.893,0.062,0.6419
Merced_Main_20220105_70350_FULL_PrisonConditions.txt,0.085,0.751,0.164,0.9907
Merced_USPAtwater_20210908_Family_PrisonConditions.txt,0.081,0.747,0.172,0.9828
Merced_USPAtwater_20210908_FULL.txt,0.069,0.711,0.22,0.9993
Merced_USPAtwater_20210908_Stress_Programs.txt,0.056,0.81,0.134,0.9475
Merced_USPAtwater_20210909_001_FULL_Family_Infection.txt,0.114,0.658,0.227,0.9891
Merced_USPAtwater_20210909_001_PrisonConditions_Family.txt,0.126,0.653,0.22,0.9815
Merced_USPAtwater_20210909_002_Family_Infection.txt,0.098,0.854,0.049,-0.8308
Merced_USPAtwater_20210909_002_FULL.txt,0.09,0.793,0.117,0.9873
Merced_USPAtwater_20210909_002_Infection_PrisonConditions.txt,0.098,0.846,0.056,-0.8779
Merced_USPAtwater_20210909_002_PrisonConditions.txt,0.114,0.814,0.072,-0.9403
Merced_USPAtwater_20210916_FULL_Infection.txt,0.021,0.896,0.083,0.9018
Merced_USPAtwater_20210917_FULL.txt,0.102,0.775,0.123,0.9788
Merced_USPAtwater_20210917_PrisonConditions.txt,0.119,0.841,0.04,-0.946
Merced_USPAtwater_20210917_Stress_Infection.txt,0.078,0.874,0.048,-0.6925
Monterey_Main_20210622_517_FULL.txt,0.036,0.818,0.146,0.9946
Monterey_Main_20210708_814_FULL.txt,0.091,0.777,0.132,0.9993
Monterey_Main_20210723_FULL.txt,0.042,0.799,0.158,0.9996
MuleCreek_20201109_27_Full_PrisonConditions_Stress_Family.txt,0.137,0.801,0.062,-0.9809
MuleCreek_20201110_323_FULL_PrisonConditions.txt,0.142,0.764,0.094,-0.9636
MuleCreek_20201210_101_FULL.txt,0.141,0.805,0.054,-0.9081
MuleCreek_20201210_101_Infection.txt,0.099,0.901,0.0,-0.7783
MuleCreek_20201228_621_FULL.txt,0.069,0.85,0.081,0.9615
MuleCreek_20201228_621_InfectionandPrisonConditions.txt,0.042,0.896,0.062,0.8548
MuleCreek_20201228_621_PrisonConditions2.txt,0.059,0.895,0.046,0.0017
MuleCreek_20201228_621_PrisonConditions3.txt,0.067,0.906,0.028,-0.8243
MuleCreek_20201228_621_StressandPrograms.txt,0.03,0.902,0.068,0.843
MuleCreek_20201231_163_Family.txt,0.057,0.767,0.175,0.976
MuleCreek_20201231_163_FULL.txt,0.114,0.765,0.121,0.7725
MuleCreek_20201231_163_PrisonConditions.txt,0.108,0.828,0.064,-0.8563
MuleCreek_20210105_246_FULL.txt,0.068,0.835,0.097,0.8555
MuleCreek_20210105_246_PrisonConditions.txt,0.097,0.871,0.033,-0.9258
MuleCreek_20210113_257_Full.txt,0.073,0.807,0.12,0.9936
MuleCreek_20210113_257_PrisonConditions.txt,0.06,0.877,0.063,-0.6611
MuleCreek_20210114_0504_Family.txt,0.041,0.888,0.071,0.7789
MuleCreek_20210114_0504_FULL.txt,0.067,0.838,0.095,0.9828
MuleCreek_20210114_0504_Infection.txt,0.032,0.856,0.113,0.9363
MuleCreek_20210114_0504_PrisonConditions1.txt,0.111,0.855,0.034,-0.938
MuleCreek_20210114_0504_PrisonConditions2.txt,0.06,0.856,0.084,0.1609
MuleCreek_20210114_0504_Stress.txt,0.056,0.849,0.094,0.8577
MuleCreek_20210114_0518_Family.txt,0.063,0.815,0.122,0.8559
MuleCreek_20210114_0518_FULL.txt,0.093,0.804,0.103,0.9435
MuleCreek_20210114_0518_Infections.txt,0.069,0.821,0.11,0.9817
MuleCreek_20210114_0518_PrisonConditions1.txt,0.103,0.832,0.065,-0.9618
MuleCreek_20210114_0518_PrisonConditions2.txt,0.074,0.796,0.129,0.9841
MuleCreek_20210114_6_33_Infection1.txt,0.181,0.699,0.12,-0.9149
MuleCreek_20210114_6_33_Infection2.txt,0.122,0.821,0.058,-0.8176
MuleCreek_20210114_6_33_Infection3.txt,0.062,0.901,0.037,-0.6199
MuleCreek_20210114_6_33_PrisonConditions1.txt,0.02,0.947,0.033,0.34
MuleCreek_20210114_6_33_PrisonConditions2.txt,0.069,0.857,0.074,-0.0754
MuleCreek_20210114_6_33_PrisonConditions3.txt,0.081,0.718,0.201,0.9798
MuleCreek_20210114_6_33_Stress.txt,0.211,0.727,0.062,-0.9709
MuleCreek_20210419_696_FULL_Family_PrisonConditions_Infection.txt,0.038,0.891,0.072,0.5472
MuleCreek_20210421_643_Family.txt,0.081,0.796,0.123,0.9489
MuleCreek_20210421_643_FULL.txt,0.069,0.815,0.115,0.9989
MuleCreek_20210421_643_Infection.txt,0.046,0.868,0.087,0.9519
MuleCreek_20210421_643_InfectionPrisonConditions1.txt,0.054,0.886,0.06,-0.412
MuleCreek_20210421_643_InfectionPrisonConditions2.txt,0.087,0.86,0.053,-0.9267
MuleCreek_20210421_704_Full.txt,0.147,0.747,0.106,-0.9981
MuleCreek_20210421_704_Infection_Programs_PrisonConditions.txt,0.175,0.783,0.042,-0.9931
MuleCreek_20210421_704_PrisonConditions_Family.txt,0.142,0.809,0.049,-0.9917
MuleCreek_20210421_704_PrisonConditions_Programs.txt,0.09,0.827,0.084,-0.7359
MuleCreek_20210423_5_38_FULL.txt,0.067,0.762,0.171,0.9969
MuleCreek_20210423_797_FULL.txt,0.066,0.824,0.109,0.9527
MuleCreek_20210423_797_PrisonConditionsInfection.txt,0.094,0.79,0.116,0.8045
MuleCreek_20210426_868_FULL_PrisonConditions.txt,0.256,0.694,0.05,-0.9875
MuleCreek_20210426_869_Full_PrisonConditions.txt,0.11,0.768,0.123,0.9628
MuleCreek_20210426_870_FULL_FamilyStressInfection.txt,0.211,0.68,0.109,-0.9884
MuleCreek_20210426_871_Full.txt,0.068,0.821,0.111,0.9287
MuleCreek_20210426_872_Background.txt,0.168,0.745,0.087,-0.9747
MuleCreek_20210426_872_Coping.txt,0.159,0.738,0.104,-0.986
MuleCreek_20210426_872_FULL.txt,0.147,0.763,0.091,-0.9925
MuleCreek_20210426_875_Conditions.txt,0.25,0.68,0.069,-0.9967
MuleCreek_20210426_875_FULL.txt,0.191,0.728,0.082,-0.9978
MuleCreek_20210426_875_Programs.txt,0.129,0.78,0.091,-0.9386
MuleCreek_20210426_876_Full_Family_Stress_Programs.txt,0.079,0.771,0.149,0.9946
MuleCreek_20210426_883_Full_Prison_Conditions_Programs.txt,0.086,0.745,0.169,0.9953
MuleCreek_20210426_884_FULL.txt,0.187,0.727,0.086,-0.9991
MuleCreek_20210426_884_Infection.txt,0.162,0.764,0.074,-0.9969
MuleCreek_20210427_885_FULL_Fear_Infection.txt,0.24,0.702,0.058,-0.9974
MuleCreek_20210428_844_FULL_InfectionPrisonConditions.txt,0.096,0.81,0.094,-0.7149
MuleCreek_20210428_856_FULL.txt,0.092,0.767,0.141,0.9993
MuleCreek_20210428_856_PrisonConditionsInfectionPrograms.txt,0.048,0.835,0.117,0.9938
MuleCreek_20210428_856_PrisonConditionsStress.txt,0.088,0.798,0.114,0.9603
MuleCreek_20210428_894_FULL.txt,0.097,0.753,0.15,0.9972
MuleCreek_20210428_894_PrisonConditionsInfectionStress.txt,0.137,0.793,0.07,-0.9949
MuleCreek_20210429_6_15_FULL.txt,0.097,0.779,0.124,0.9795
MuleCreek_20210429_6_15_PrisonconditionsCopingFamily.txt,0.057,0.829,0.113,0.9823
MuleCreek_20210429_987_Full.txt,0.127,0.722,0.151,0.9779
MuleCreek_20210429_987_PrisonCondition_Stress.txt,0.117,0.718,0.165,0.9619
MuleCreek_20210429_987_Stress_Infection_Family.txt,0.135,0.716,0.148,0.5558
MuleCreek_20210514_502_Family2_Stress2.txt,0.027,0.732,0.241,0.999
MuleCreek_20210514_502_Family_PrisonConditions.txt,0.082,0.756,0.161,0.9948
MuleCreek_20210514_502_FULL.txt,0.063,0.751,0.186,0.9998
MuleCreek_20210514_502_Infection.txt,0.06,0.836,0.104,0.8614
MuleCreek_20210514_502__Infection2_PrisonConditions2_Stress.txt,0.058,0.826,0.117,0.9282
MuleCreek_20210514_5_49_FamilyStress.txt,0.052,0.725,0.223,0.998
MuleCreek_20210514_5_49_FULL.txt,0.094,0.742,0.163,0.9984
MuleCreek_20210514_5_49_Infection1.txt,0.068,0.765,0.167,0.9911
MuleCreek_20210514_5_49_PrisonCondtionsInfection2.txt,0.153,0.779,0.067,-0.9952
MuleCreek_20210514_5_49_Stress2.txt,0.027,0.798,0.175,0.9918
MuleCreek_20210517_1261_FULL_PrisonConditions_Infection_Family.txt,0.165,0.781,0.054,-0.9978
MuleCreek_20210517_1262_FULL_PrisonConditions_Infection.txt,0.119,0.742,0.139,0.6868
MuleCreek_20210517_1267_FULL.txt,0.07,0.793,0.137,0.9911
MuleCreek_20210517_1267_PrisonConditionsInfectionPrograms.txt,0.07,0.842,0.088,0.7037
MuleCreek_20210521_6_47_FULL.txt,0.071,0.755,0.174,0.9998
MuleCreek_20210521_6_47_Infection.txt,0.096,0.777,0.127,0.9009
MuleCreek_20210521_6_47_PrisonConditions_Infection.txt,0.048,0.824,0.128,0.9897
MuleCreek_20210521_6_47_Programs_Infection.txt,0.114,0.767,0.119,0.3708
MuleCreek_20210526_5_04_FULL.txt,0.064,0.747,0.189,0.9983
MuleCreek_20210526_5_04_Infection_Stress.txt,0.103,0.779,0.117,0.7905
MuleCreek_20210526_5_29_FULL.txt,0.032,0.857,0.111,0.9961
MuleCreek_20210709_542_FULL.txt,0.059,0.73,0.21,0.9998
MuleCreek_20210709_542_PrisonConditions2_Infection2_Stress2.txt,0.067,0.733,0.199,0.9987
MuleCreek_20210709_542_PrisonConditions_Infection_Stress.txt,0.078,0.728,0.194,0.9959
Mule_Creek_20201228_07_03_FULL.txt,0.044,0.876,0.081,0.9973
Mule_Creek_20201228_07_03_Infection.txt,0.095,0.821,0.084,-0.427
Mule_Creek_20201228_07_03_PrisonConditions.txt,0.047,0.913,0.04,-0.5128
Mule_Creek_20201228_07_03_PrisonConditions2.txt,0.023,0.904,0.073,0.9875
Mule_Creek_20201228_07_03_PrisonConditions3.txt,0.0,0.958,0.042,0.4491
Mule_Creek_20201228_07_03_Stress.txt,0.069,0.898,0.034,-0.6494
Mule_Creek_20201229_07_32_Family.txt,0.131,0.869,0.0,-0.7952
Mule_Creek_20201229_07_32_FULL.txt,0.107,0.815,0.078,-0.9947
Mule_Creek_20201229_07_32_Infection.txt,0.1,0.829,0.071,-0.9541
Mule_Creek_20201229_07_32_PrisonConditions.txt,0.075,0.851,0.074,-0.1586
Mule_Creek_20201229_07_32_PrisonConditions2.txt,0.107,0.886,0.008,-0.9912
NewCreek_20210423_5_46_FULL.txt,0.046,0.757,0.197,0.9998
NewCreek_20210423_5_46_Infection.txt,0.038,0.778,0.184,0.9941
NewCreek_20210423_5_46_PrisonConditionsPrograms.txt,0.037,0.805,0.158,0.9966
NewCreek_20210423_5_46_Stress.txt,0.052,0.809,0.139,0.9872
NewFolsom_20210418_698_FULL_ProgramsPrisonConditions.txt,0.101,0.788,0.111,0.4663
NewFolsom_20210420_714_FULL_StressPrograms.txt,0.09,0.709,0.201,0.9909
NewFolsom_20210420_717_FULL_StressPrisonConditions.txt,0.086,0.73,0.183,0.987
NewFolsom_20210421_707_FULL_ProgramsFamilyStress.txt,0.098,0.799,0.104,0.8204
NewFolsom_20210421_708_FULL_ProgramsFamilyStress.txt,0.05,0.834,0.117,0.9913
NewFolsom_20210421_710_FULL_ProgramsInfectionPrisonconditions.txt,0.102,0.774,0.124,0.7621
NewFolsom_20210421_792_FULL_PrisonconditionsCopingFamily.txt,0.152,0.67,0.177,0.8436
NewFolsom_20210421_7_30_FULL.txt,0.045,0.883,0.072,0.9935
NewFolsom_20210421_7_30_Infection2_PrisonConditions2.txt,0.059,0.852,0.089,0.9767
NewFolsom_20210421_7_30_Infection3_PrisonConditions3.txt,0.021,0.936,0.043,0.8638
NewFolsom_20210421_7_30_Infection_PrisonConditions.txt,0.038,0.934,0.029,-0.2263
NewFolsom_20210422_769_FULL_PrisonConditionsInfection.txt,0.038,0.926,0.036,-0.5661
NewFolsom_20210423_770_FULL.txt,0.095,0.728,0.177,0.9984
NewFolsom_20210423_770_PrisonConditions_Stress_Family.txt,0.107,0.722,0.172,0.9866
NewFolsom_20210423_771_FULL.txt,0.162,0.707,0.131,-0.9948
NewFolsom_20210423_771_Infection_Programs.txt,0.215,0.741,0.044,-0.9962
NewFolsom_20210426_6_29_FULL.txt,0.044,0.792,0.164,0.998
NewFolsom_20210426_6_29_Infection_Family_Stress.txt,0.061,0.856,0.083,0.7805
NewFolsom_20210426_6_29_PrisonConditions.txt,0.027,0.798,0.175,0.9913
NewFolsom_20210426_814_FULL_PrisonConditions.txt,0.04,0.841,0.119,0.9916
NewFolsom_20210426_820_Family.txt,0.073,0.765,0.162,0.9928
NewFolsom_20210426_820_FULL.txt,0.068,0.785,0.147,0.9939
NewFolsom_20210426_821_FULL_FamilyInfection.txt,0.084,0.875,0.041,-0.8718
NewFolsom_20210426_824_FULL_Infection_PrisonConditions.txt,0.096,0.711,0.193,0.9962
NewFolsom_20210429_985_FamilyPrisonConditions.txt,0.085,0.846,0.069,-0.5197
NewFolsom_20210429_985_FULL.txt,0.087,0.775,0.138,0.9927
NewFolsom_20210429_986_FULL_PrisonConditions.txt,0.06,0.853,0.087,0.4798
NewFolsom_20210430_1016_FULL_Infection.txt,0.061,0.804,0.136,0.9579
NewFolsom_20210430_1020_FamilyStress.txt,0.059,0.814,0.127,0.9752
NewFolsom_20210430_1020_FULL.txt,0.051,0.779,0.17,0.9985
NewFolsom_20210430_1020_PrisonConditions.txt,0.055,0.756,0.188,0.988
NewFolsom_20210430_1022_FULL_Infection_Programs.txt,0.064,0.867,0.069,0.8756
NewFolsom_20210503_813_Family2_PrisonConditions3_Stress3.txt,0.037,0.777,0.186,0.9986
NewFolsom_20210503_813_Family_PrisonConditions2_Stress2.txt,0.133,0.774,0.093,-0.9876
NewFolsom_20210503_813_FULL.txt,0.071,0.806,0.122,0.9984
NewFolsom_20210503_813_Infection_Stress.txt,0.116,0.808,0.076,-0.9748
NewFolsom_20210513_7_16_FULL.txt,0.105,0.774,0.121,0.9299
NewFolsom_20210513_7_16_PrisonConditions1_Featured.txt,0.048,0.851,0.101,0.9249
NewFolsom_20210513_7_16_PrisonConditions2_Featured.txt,0.176,0.804,0.021,-0.9957
NewFolsom_20210513_7_16_Stress.txt,0.115,0.815,0.07,-0.9094
NewFolsom_20210609_618_FULL.txt,0.046,0.825,0.129,0.9992
NewFolsom_20210609_618_PrisonConditions2_Stress2.txt,0.045,0.86,0.094,0.9793
NewFolsom_20210609_618_PrisonConditions_Stress.txt,0.04,0.832,0.127,0.9933
NewFolsom_20210610_605_FULL.txt,0.05,0.807,0.143,0.9994
NewFolsom_20210610_605_Infection_Stress_Family.txt,0.027,0.902,0.071,0.9328
NewFolsom_20210610_605_PrisonConditions2_Infection2.txt,0.088,0.779,0.133,0.9148
NewFolsom_20210610_605_PrisonConditions_Family2_Infection.txt,0.066,0.845,0.089,0.7869
NewFolsom_20210716_750_FULL.txt,0.088,0.798,0.114,0.9447
NewFolsom_20211117_47746_FULL.txt,0.089,0.833,0.078,-0.9622
NewFolsom_20211117_47746_Infection_Featured.txt,0.011,0.88,0.109,0.9896
NewFolsom_20211117_47746_PrisonConditions1.txt,0.057,0.909,0.034,-0.3818
NewFolsom_20211117_47746_PrisonConditions2_Featured.txt,0.157,0.799,0.043,-0.9896
NewFolsom_20211117_47746_PrisonConditions3_Featured.txt,0.068,0.889,0.043,-0.5164
NewFolsom_20211123_82594_FULL.txt,0.045,0.814,0.142,0.9997
NewFolsom_20211123_82594_Infection1_Stress1_Featured.txt,0.036,0.86,0.104,0.9864
NewFolsom_20211123_82594_Infection2_Stress2_Featured.txt,0.013,0.923,0.064,0.9617
NewFolsom_20211123_82594_Infection3_Stress3_Featured.txt,0.06,0.803,0.137,0.9939
NewFolsom_20220112_29146_FULL.txt,0.101,0.824,0.074,-0.9976
NewFolsom_20220112_29146_PrisonConditions1_Infection_Family.txt,0.08,0.823,0.097,0.6491
NewFolsom_20220112_29146_PrisonConditions2_Stress1_Featured.txt,0.062,0.853,0.085,0.885
NewFolsom_20220112_29146_PrisonConditions3_Stress2.txt,0.098,0.884,0.018,-0.983
NewFolsom_20220112_29146_Stress3_Programs.txt,0.1,0.838,0.062,-0.8918
NewFolsom_20220119_18246_Full.txt,0.044,0.803,0.153,0.9997
NewFolsom_20220119_18246_PrisonConditions_Infection.txt,0.053,0.727,0.219,0.9973
NewFolsom_20220208_95458_Family_Stress.txt,0.093,0.815,0.092,-0.4004
NewFolsom_20220208_95458_FULL.txt,0.049,0.883,0.069,0.9905
NewFolsom_20220208_95458_Infection_PrisonConditions_Featured.txt,0.031,0.941,0.027,-0.4922
NewFolsom_20220211_54709_FULL.txt,0.067,0.849,0.084,0.9824
NewFolsom_20220211_54709_Infection.txt,0.106,0.883,0.011,-0.982
NewFolsom_20220211_54709_PrisonConditions.txt,0.018,0.912,0.07,0.9313
NewFolsom_20220211_54709_PrisonConditions2.txt,0.13,0.831,0.038,-0.9908
Norco_20201102_10_FULL.txt,0.089,0.739,0.173,0.9701
Norco_20210123_449_Full_Infection_Family.txt,0.062,0.665,0.273,0.9968
Norco_20210125_334_FULL.txt,0.07,0.85,0.08,0.897
Norco_20210125_334_Infection1.txt,0.095,0.845,0.06,-0.9036
Norco_20210125_334_PrisonConditions.txt,0.092,0.805,0.102,0.722
Norco_20210202_5_19_Family.txt,0.071,0.763,0.166,0.9218
Norco_20210202_5_19_Full.txt,0.044,0.805,0.151,0.9991
Norco_20210202_5_19_Infection.txt,0.082,0.748,0.17,0.9713
Norco_20210202_5_19_PrisonConditions.txt,0.015,0.936,0.049,0.7096
Norco_20210202_5_19_Stress.txt,0.064,0.73,0.206,0.9773
Norco_20210202_5_19_Stress2.txt,0.016,0.801,0.183,0.9938
Norco_20210203_386_FULL.txt,0.142,0.733,0.124,-0.9746
Norco_20210203_386_Prison Conditions.txt,0.149,0.79,0.061,-0.994
Norco_20210208_349_Full.txt,0.073,0.757,0.17,0.9895
Norco_20210218_10_04_FULL_Stress.txt,0.098,0.819,0.084,-0.5956
Norco_20210219_414_FULL.txt,0.125,0.84,0.034,-0.9988
Norco_20210219_414_PrisonConditions2_Infections2_Family.txt,0.159,0.794,0.047,-0.9952
Norco_20210219_414_Programs 2_PrisonConditions3_Stress_Infections3.txt,0.13,0.837,0.034,-0.9926
Norco_20210219_414_Programs1_PrisonConditions1_Infections1.txt,0.092,0.887,0.022,-0.9746
Norco_20210316_551_FULL.txt,0.104,0.809,0.087,-0.9266
Norco_20210316_551_Programs.txt,0.088,0.827,0.085,-0.5979
Norco_20210401_610_FULL.docx,0.09,0.755,0.156,0.9795
Norco_20210401_610_FULL_Infection_PrisonConditions.txt,0.09,0.741,0.168,0.9841
Norco_20210827_36000_FULL.txt,0.077,0.787,0.136,0.9977
Norco_20210827_36000_Infection.txt,0.096,0.816,0.088,-0.9605
Norco_20210827_36000_PrisonConditions.txt,0.057,0.851,0.092,0.5813
Norco_20220203_37221_FULL.txt,0.054,0.756,0.19,0.9997
Norco_20220209_39314_FULL_Family_Infection.txt,0.063,0.774,0.163,0.9976
NorthKern_20210209_337_FULL.txt,0.104,0.814,0.082,-0.9892
NorthKern_20210209_337_PrisonConditions3.txt,0.072,0.848,0.08,0.2263
NorthKern_20210209_337_StressandCoping1_Family1.txt,0.133,0.808,0.059,-0.9761
NorthKern_20210209_337_StressandCoping2_Family2_PrisonConditions2_Programs2.txt,0.076,0.875,0.049,-0.8793
OC_Central_20210415_7_40_Family.txt,0.057,0.824,0.119,0.9787
OC_Central_20210415_7_40_FULL.txt,0.053,0.8,0.147,0.9988
OC_Central_20210415_7_40_PrisonConditionsStressPrograms.txt,0.063,0.815,0.122,0.9894
OC_Central_20210415_938_FULL_PrisonConditionsInfection.txt,0.071,0.779,0.15,0.9797
OC_Central_20210419_686_FULL.txt,0.087,0.825,0.088,-0.4274
OC_Central_20210419_686_THEME_INFECTION.txt,0.122,0.816,0.062,-0.9763
OC_Central_20210421_505_FULL.txt,0.073,0.775,0.152,0.9958
OC_Central_20210421_505_PrisonConditionsFamilyStress.txt,0.082,0.792,0.126,0.9841
OC_Central_20210421_916_FULL_PrisonConditions_Infection_Stress.txt,0.055,0.759,0.186,0.9744
OC_Central_20210421_920_FULL_FamilyConditions.txt,0.098,0.821,0.081,-0.8515
OC_Central_20210422_908_FULL_FamilyPrisonconditionsCoping.txt,0.084,0.784,0.132,0.9633
OC_Central_20210423_8_00_FULL.txt,0.03,0.746,0.224,0.9984
OC_Central_20210423_8_00_PrisonConditions.txt,0.049,0.757,0.194,0.993
OC_Central_20210427_504_FULL.txt,0.014,0.808,0.178,0.9993
OC_Central_20210427_504_InfectionPrisonConditionsStress.txt,0.018,0.817,0.165,0.9956
OC_Central_20210427_895_FULL_FamilyInfection.txt,0.072,0.872,0.056,-0.5913
OC_Central_20210520_833_FULL.txt,0.044,0.797,0.159,0.9998
OC_Central_20210520_833_PrisonConditions.txt,0.087,0.798,0.115,0.9634
OC_Central_20210520_833_PrisonConditions2Stress.txt,0.051,0.813,0.135,0.991
OC_Lacy_20210415_909_FULL.txt,0.154,0.701,0.145,-0.991
OC_Lacy_20210415_909_Infection.txt,0.193,0.694,0.114,-0.9969
OC_Lacy_20210415_909_PrisonConditionsStress.txt,0.146,0.697,0.157,0.9364
OC_Lacy_20210415_940_FULL_PrisonConditionsStress.txt,0.103,0.76,0.137,0.9466
OC_Lacy_20210416_924_FULL.txt,0.07,0.79,0.139,0.9983
OC_Lacy_20210416_924_Infection.txt,0.114,0.768,0.117,0.4475
OC_Lacy_20210416_924_PrisonConditions.txt,0.051,0.884,0.065,0.6907
OC_Lacy_20210416_936_FULL.txt,0.08,0.821,0.099,0.9483
OC_Lacy_20210416_936_PrisonConditionsStress.txt,0.091,0.804,0.105,0.0334
OC_Lacy_20210417_922_FULL.txt,0.085,0.777,0.138,0.9704
OC_Lacy_20210417_922_PrisonConditionsStress.txt,0.079,0.847,0.074,-0.1536
OC_Lacy_20210417_934_FULL.txt,0.129,0.792,0.08,-0.9877
OC_Lacy_20210417_934_PrisonConditions.txt,0.148,0.784,0.069,-0.981
OC_Lacy_20210417_934_Stress.txt,0.128,0.814,0.058,-0.6358
OC_Lacy_20210422_524_Conditions.txt,0.024,0.813,0.163,0.9777
OC_Lacy_20210422_524_FamilyConditions.txt,0.088,0.718,0.194,0.9949
OC_Lacy_20210422_524_FULL.txt,0.051,0.769,0.179,0.9996
OC_Lacy_20210422_524_InfectionConditions.txt,0.046,0.878,0.076,0.8533
OC_Lacy_20210422_8_32_FULL.txt,0.052,0.674,0.274,0.9986
OC_Lacy_20210425_896_FULL.txt,0.159,0.74,0.101,-0.9989
OC_Lacy_20210425_896_PrisonConditions.txt,0.18,0.798,0.023,-0.9924
OC_Lacy_20210426_615_FULL.txt,0.035,0.737,0.228,0.9999
OC_Lacy_20210426_615_PrisonConditions.txt,0.015,0.755,0.23,0.9977
OC_Lacy_20210426_615_Stress.txt,0.099,0.731,0.171,0.9665
OC_Lacy_20210426_704_FULL.txt,0.08,0.839,0.081,-0.7864
OC_Lacy_20210426_704_INFECTION_FEAR.txt,0.086,0.848,0.066,-0.9875
OC_Lacy_20210427_645_FamilyPrisonConditionsInfection.txt,0.136,0.788,0.076,-0.9036
OC_Lacy_20210427_645_Full.txt,0.095,0.792,0.113,-0.4214
OC_Lacy_20210427_6_30_Family.txt,0.045,0.684,0.271,0.9991
OC_Lacy_20210427_6_30_FULL.txt,0.033,0.708,0.259,1.0
OC_Lacy_20210427_6_30_PrisonConditionsInfection.txt,0.029,0.731,0.24,0.9992
OC_Lacy_20210427_6_30_Programs.txt,0.035,0.765,0.2,0.9891
OC_Lacy_20210510_758_FULL_PrisonConditions_Infection_Programs.txt,0.093,0.787,0.119,0.9364
Orange_Central_20210415_939_FULL.txt,0.045,0.73,0.225,0.9987
Orange_Central_20210415_939_Infection.txt,0.097,0.786,0.117,0.7845
Orange_Central_20210416_927_FULL.txt,0.151,0.788,0.061,-0.998
Orange_Central_20210416_927_PrisonConditionsInfection.txt,0.083,0.893,0.025,-0.9456
Orange_Central_20210416_927_PrisonConditionsInfectionStress.txt,0.15,0.78,0.07,-0.9855
Orange_Central_20210416_928_FULL_PrisonConditionsInfection.txt,0.072,0.822,0.106,0.4854
Orange_Central_20210419_689_FULL.txt,0.068,0.854,0.078,0.8636
Orange_Central_20210419_689_PrisonConditions_Stress.txt,0.103,0.878,0.019,-0.9849
Orange_Central_20210419_693_FULL_Stress.txt,0.085,0.765,0.149,0.9722
Orange_Central_20210421_679_Full.txt,0.137,0.7,0.163,0.903
Orange_Central_20210421_728_Full.txt,0.098,0.79,0.112,0.8503
Orange_Central_20210428_842_Family.txt,0.091,0.87,0.039,-0.9612
Orange_Central_20210428_842_FULL.txt,0.113,0.827,0.06,-0.9982
Orange_Central_20210428_842_InfectionPrisonConditions.txt,0.125,0.826,0.048,-0.995
Orange_Central_20210511_6_20_FamilyStressPrisonConditions.txt,0.043,0.778,0.179,0.9968
Orange_Central_20210511_6_20_FULL.txt,0.068,0.82,0.112,0.9961
Orange_Central_20210511_6_20_InfectionPrisonConditionsStress.txt,0.083,0.862,0.055,-0.9516
Orange_Central_20210511_6_20_StressPrisonConditionsPrograms.txt,0.074,0.841,0.084,0.5631
Orange_Central_20210517_1275_FULL_Stress.txt,0.175,0.726,0.099,-0.743
Orange_TheoLacy_20210416_926_FULL_PrisonConditionsPrograms.txt,0.096,0.805,0.099,0.4822
Orange_TheoLacy_20210417_687_FULL_PrisonConditions_Family.txt,0.125,0.717,0.158,0.8975
Orange_TheoLacy_20210417_930_FULL.txt,0.116,0.8,0.084,-0.9713
Orange_TheoLacy_20210417_930_InfectionFamily.txt,0.107,0.837,0.057,-0.962
Orange_TheoLacy_20210417_930_PrisonConditions.txt,0.084,0.886,0.031,-0.8825
Orange_TheoLacy_20210417_932_FULL.txt,0.105,0.802,0.093,-0.8434
Orange_TheoLacy_20210417_932_PrisonConditions.txt,0.104,0.809,0.087,-0.3569
Orange_TheoLacy_20210419_680_FULL.txt,0.07,0.798,0.132,0.9967
Orange_TheoLacy_20210419_680_Prison Conditions.txt,0.058,0.892,0.05,-0.662
Orange_TheoLacy_20210419_694_FULL.txt,0.066,0.774,0.159,0.9949
Orange_TheoLacy_20210419_694_PrisonConditionsInfection.txt,0.08,0.814,0.106,0.9435
Orange_TheoLacy_20210420_721_Full_Stress.txt,0.049,0.9,0.051,-0.2741
Orange_TheoLacy_20210420_722_Full.txt,0.057,0.753,0.191,0.9978
Orange_TheoLacy_20210420_722_Infection_Family.txt,0.071,0.803,0.127,0.9564
Orange_TheoLacy_20210420_723_FULL_PrisonConditions_Stress.txt,0.074,0.802,0.124,0.9141
Orange_TheoLacy_20210420_724_FULL.txt,0.137,0.762,0.101,-0.995
Orange_TheoLacy_20210420_724_PrisonConditionsInfection.txt,0.126,0.78,0.094,-0.9816
Orange_TheoLacy_20210420_724_ProgramsPrisonConditions.txt,0.107,0.814,0.079,-0.9315
Orange_TheoLacy_20210421_701_Full_FamilyInfectionStress.txt,0.079,0.805,0.116,0.9691
Orange_TheoLacy_20210421_730_FULL_PrisonConditionsStressInfection.txt,0.048,0.787,0.165,0.997
