Week Number,Facility Name,Type,Level,Total Count,Facility Count,Facility Flair Mean ,Facility Flair 25%,Facility Flair 75%,Facility Flair Max,Facility Flair Min
63,Stockton,Prison,State,24,4,-0.5385919809341430,-0.999968975782394,-0.5357151329517360,0.83978807926178,-0.999971747398376
65,Stockton,Prison,State,11,1,-0.912453353404999,-0.912453353404999,-0.912453353404999,-0.912453353404999,-0.912453353404999
68,Stockton,Prison,State,51,1,-0.999985694885254,-0.999985694885254,-0.999985694885254,-0.999985694885254,-0.999985694885254
90,Stockton,Prison,State,14,1,-0.999977350234985,-0.999977350234985,-0.999977350234985,-0.999977350234985,-0.999977350234985
64,KernValley,Prison,State,12,1,-0.999997019767761,-0.999997019767761,-0.999997019767761,-0.999997019767761,-0.999997019767761
69,KernValley,Prison,State,58,10,-0.9183357357978820,-0.9997563660144810,-0.8774473965168000,-0.554370522499085,-0.99998939037323
71,KernValley,Prison,State,6,3,-0.990584095319112,-0.999955356121063,-0.9858910441398620,-0.97184157371521,-0.999970197677612
67,Orange_Central,Jail,County,12,3,-0.34285728136698400,-0.998719066381455,-0.014918893575668600,0.968866288661957,-0.998734056949616
68,Orange_Central,Jail,County,51,4,-0.999704897403717,-0.9998743534088130,-0.9996462762355810,-0.999195396900177,-0.999992728233337
69,Orange_Central,Jail,County,58,1,-0.999911427497864,-0.999911427497864,-0.999911427497864,-0.999911427497864,-0.999911427497864
71,Orange_Central,Jail,County,6,1,-0.999962687492371,-0.999962687492371,-0.999962687492371,-0.999962687492371,-0.999962687492371
72,Orange_Central,Jail,County,8,1,-0.99507337808609,-0.99507337808609,-0.99507337808609,-0.99507337808609,-0.99507337808609
67,Orange_TheoLacy,Jail,County,12,4,-0.968182072043419,-0.9999875128269200,-0.9681805521249770,-0.872765839099884,-0.999990463256836
68,Orange_TheoLacy,Jail,County,51,11,-0.8204666917974300,-0.9996057152748110,-0.9665244221687320,0.769626677036285,-0.99997889995575
69,Orange_TheoLacy,Jail,County,58,4,-0.998456671833992,-0.9996973127126700,-0.998320519924164,-0.994923412799835,-0.99978095293045
67,NewFolsom,Prison,State,12,1,-0.963644921779633,-0.963644921779633,-0.963644921779633,-0.963644921779633,-0.963644921779633
68,NewFolsom,Prison,State,51,8,-0.8742690384387970,-0.9988007396459580,-0.8551113903522490,-0.512627720832825,-0.999966025352478
69,NewFolsom,Prison,State,58,6,-0.9678723812103270,-0.9993797540664670,-0.9613279402256010,-0.872922420501709,-0.999954581260681
70,NewFolsom,Prison,State,5,1,-0.999946475028992,-0.999946475028992,-0.999946475028992,-0.999946475028992,-0.999946475028992
71,NewFolsom,Prison,State,6,1,-0.999680042266846,-0.999680042266846,-0.999680042266846,-0.999680042266846,-0.999680042266846
75,NewFolsom,Prison,State,147,2,-0.999671459197998,-0.999715059995651,-0.999627858400345,-0.999584257602692,-0.999758660793304
98,NewFolsom,Prison,State,7,1,-0.999918699264526,-0.999918699264526,-0.999918699264526,-0.999918699264526,-0.999918699264526
99,NewFolsom,Prison,State,1,1,-0.99411004781723,-0.99411004781723,-0.99411004781723,-0.99411004781723,-0.99411004781723
106,NewFolsom,Prison,State,3,1,-0.999970436096191,-0.999970436096191,-0.999970436096191,-0.999970436096191,-0.999970436096191
110,NewFolsom,Prison,State,6,2,-0.9998076558113100,-0.9998735487461090,-0.9997417628765100,-0.999675869941711,-0.999939441680908
68,PelicanBay,Prison,State,51,3,-0.35437275966008500,-0.9983847439289100,-0.031564027070999000,0.933651208877564,-0.999990224838257
69,PelicanBay,Prison,State,58,1,-0.999768435955048,-0.999768435955048,-0.999768435955048,-0.999768435955048,-0.999768435955048
72,PelicanBay,Prison,State,8,1,-0.951588213443756,-0.951588213443756,-0.951588213443756,-0.951588213443756,-0.951588213443756
88,PelicanBay,Prison,State,58,1,-0.999766886234283,-0.999766886234283,-0.999766886234283,-0.999766886234283,-0.999766886234283
90,PelicanBay,Prison,State,14,1,-0.999909162521362,-0.999909162521362,-0.999909162521362,-0.999909162521362,-0.999909162521362
92,PelicanBay,Prison,State,24,1,-0.999215960502624,-0.999215960502624,-0.999215960502624,-0.999215960502624,-0.999215960502624
68,Susanville,Prison,State,51,2,-0.18489113450050300,-0.5669511109590530,0.19716884195804700,0.579228818416596,-0.949011087417602
69,Susanville,Prison,State,58,5,-0.9993215560913090,-0.999959349632263,-0.999146461486816,-0.997560858726502,-0.999982476234436
69,CaliforniaCity,Prison,State,58,1,0.997773945331574,0.997773945331574,0.997773945331574,0.997773945331574,0.997773945331574
74,CaliforniaCity,Prison,State,181,1,-0.999930143356323,-0.999930143356323,-0.999930143356323,-0.999930143356323,-0.999930143356323
75,CaliforniaCity,Prison,State,147,1,0.99433571100235,0.99433571100235,0.99433571100235,0.99433571100235,0.99433571100235
76,CaliforniaCity,Prison,State,110,2,-0.9997680187225350,-0.9998153448104860,-0.9997206926345830,-0.999673366546631,-0.999862670898438
70,Alameda_SantaRita,Jail,County,5,1,-0.999909400939941,-0.999909400939941,-0.999909400939941,-0.999909400939941,-0.999909400939941
96,Alameda_SantaRita,Jail,County,5,1,-0.999842524528503,-0.999842524528503,-0.999842524528503,-0.999842524528503,-0.999842524528503
97,Alameda_SantaRita,Jail,County,22,1,-0.999825775623322,-0.999825775623322,-0.999825775623322,-0.999825775623322,-0.999825775623322
98,Alameda_SantaRita,Jail,County,7,1,-0.999960064888,-0.999960064888,-0.999960064888,-0.999960064888,-0.999960064888
101,Alameda_SantaRita,Jail,County,10,2,-0.902295708656311,-0.951059490442276,-0.853531926870346,-0.804768145084381,-0.999823272228241
106,Alameda_SantaRita,Jail,County,3,1,-0.99998939037323,-0.99998939037323,-0.99998939037323,-0.99998939037323,-0.99998939037323
112,Alameda_SantaRita,Jail,County,2,2,-0.998439371585846,-0.999202162027359,-0.997676581144333,-0.99691379070282,-0.999964952468872
74,Riverside_Smith,Jail,County,181,36,-0.9999954700469970,-0.999995470046997,-0.999995470046997,-0.999995470046997,-0.999995470046997
75,Riverside_Smith,Jail,County,147,108,-0.9990814526875820,-0.99997889995575,-0.997289896011352,-0.997289896011352,-0.99997889995575
76,Riverside_Smith,Jail,County,110,108,-0.9982870817184450,-0.99972802400589,-0.997449815273285,-0.997449815273285,-0.99972802400589
74,Riverside_Presley,Jail,County,181,72,-0.9998863339424130,-0.999889612197876,-0.999883055686951,-0.999883055686951,-0.999889612197876
74,Riverside_Benoit,Jail,County,181,36,-0.9999409914016720,-0.999940991401672,-0.999940991401672,-0.999940991401672,-0.999940991401672
74,Riverside_Byrd,Jail,County,181,36,-0.999808609485626,-0.999808609485626,-0.999808609485626,-0.999808609485626,-0.999808609485626
75,Riverside_Blythe,Jail,County,147,36,-0.976610422134399,-0.976610422134399,-0.976610422134399,-0.976610422134399,-0.976610422134399
77,Riverside_unspecified,Jail,County,36,36,-0.9992179870605470,-0.999217987060547,-0.999217987060547,-0.999217987060547,-0.999217987060547
84,Yuba,Jail,County,5,1,-0.999965310096741,-0.999965310096741,-0.999965310096741,-0.999965310096741,-0.999965310096741
87,Yuba,Jail,County,17,1,-0.975996255874634,-0.975996255874634,-0.975996255874634,-0.975996255874634,-0.975996255874634
94,Yuba,Jail,County,1,1,-0.99913364648819,-0.99913364648819,-0.99913364648819,-0.99913364648819,-0.99913364648819
100,Yuba,Jail,County,13,1,-0.998548090457916,-0.998548090457916,-0.998548090457916,-0.998548090457916,-0.998548090457916
84,Kern_GSAnnex,Prison,State,5,4,-0.9788445830345160,-0.9998198598623280,-0.9783851951360700,-0.916680753231049,-0.999976634979248
85,FireCamps,Department,State,2,1,-0.888366341590881,-0.888366341590881,-0.888366341590881,-0.888366341590881,-0.888366341590881
86,Fresno_Main,Jail,County,5,2,-0.9999706745147710,-0.9999708533287050,-0.9999704957008360,-0.999970316886902,-0.999971032142639
87,Fresno_Main,Jail,County,17,3,-0.9570071101188660,-0.9842144250869750,-0.935519427061081,-0.902592480182648,-0.999982476234436
88,Fresno_Main,Jail,County,58,2,-0.9971712231636050,-0.9978373944759370,-0.9965050518512720,-0.99583888053894,-0.998503565788269
89,Fresno_Main,Jail,County,77,3,-0.9994932810465490,-0.999853640794754,-0.999265193939209,-0.99877256155014,-0.99994945526123
90,Fresno_Main,Jail,County,14,1,-0.998500227928162,-0.998500227928162,-0.998500227928162,-0.998500227928162,-0.998500227928162
92,Fresno_Main,Jail,County,24,1,-0.999954104423523,-0.999954104423523,-0.999954104423523,-0.999954104423523,-0.999954104423523
86,Kings_Main,Jail,County,5,1,-0.972089767456055,-0.972089767456055,-0.972089767456055,-0.972089767456055,-0.972089767456055
87,SanJoaquin_Main,Jail,County,17,3,-0.9997326731681820,-0.9997928738594060,-0.9996307790279390,-0.999612271785736,-0.999936461448669
88,SanJoaquin_Main,Jail,County,58,5,-0.9982018470764160,-0.999740779399872,-0.998293697834015,-0.993472218513489,-0.999965310096741
89,SanJoaquin_Main,Jail,County,77,1,0.988603949546814,0.988603949546814,0.988603949546814,0.988603949546814,0.988603949546814
87,LosAngeles_Metropolitan,Jail,County,17,8,-0.9991872012615210,-0.999978542327881,-0.99839586019516,-0.99839586019516,-0.999978542327881
88,LosAngeles_Metropolitan,Jail,County,58,4,0.986227929592133,0.986227929592133,0.986227929592133,0.986227929592133,0.986227929592133
89,LosAngeles_Metropolitan,Jail,County,77,4,-0.999938488006592,-0.999938488006592,-0.999938488006592,-0.999938488006592,-0.999938488006592
87,Amador_Main,Jail,County,17,1,-0.999996423721314,-0.999996423721314,-0.999996423721314,-0.999996423721314,-0.999996423721314
89,Amador_Main,Jail,County,77,1,-0.99990439414978,-0.99990439414978,-0.99990439414978,-0.99990439414978,-0.99990439414978
88,Merced_USPAtwater,Prison,Federal,58,27,-0.3333066105842590,-0.996057868003845,0.988783180713654,0.988783180713654,-0.996057868003845
89,Merced_USPAtwater,Prison,Federal,77,18,-0.244641989469528,-0.999893069267273,0.510609090328217,0.510609090328217,-0.999893069267273
88,Tulare_BobWiley,Jail,County,58,1,-0.999452412128448,-0.999452412128448,-0.999452412128448,-0.999452412128448,-0.999452412128448
97,Tulare_BobWiley,Jail,County,22,1,-0.999642491340637,-0.999642491340637,-0.999642491340637,-0.999642491340637,-0.999642491340637
113,Tulare_BobWiley,Jail,County,1,1,-0.999830484390259,-0.999830484390259,-0.999830484390259,-0.999830484390259,-0.999830484390259
88,Merced_Latorraca,Jail,County,58,18,-0.99850270152092,-0.99998152256012,-0.99702388048172,-0.99702388048172,-0.99998152256012
89,Merced_Latorraca,Jail,County,77,9,-0.999216675758362,-0.999216675758362,-0.999216675758362,-0.999216675758362,-0.999216675758362
89,Merced_Main,Jail,County,77,27,-0.9987196922302240,-0.999996185302734,-0.997165024280548,-0.997165024280548,-0.999996185302734
90,Merced_Main,Jail,County,14,9,-0.999988198280334,-0.999988198280334,-0.999988198280334,-0.999988198280334,-0.999988198280334
92,Merced_Main,Jail,County,24,9,-0.9999517202377320,-0.999951720237732,-0.999951720237732,-0.999951720237732,-0.999951720237732
105,Merced_Main,Jail,County,15,9,-0.9999926090240480,-0.999992609024048,-0.999992609024048,-0.999992609024048,-0.999992609024048
89,Fresno_Mendota,Prison,Federal,77,1,-0.999947786331177,-0.999947786331177,-0.999947786331177,-0.999947786331177,-0.999947786331177
89,Merced_Latorraca ,Jail,County,77,9,-0.9999169111251830,-0.999916911125183,-0.999916911125183,-0.999916911125183,-0.999916911125183
90,USP_Victorville,Prison,Federal,14,2,-0.9985539019107820,-0.999247565865517,-0.9978602379560470,-0.997166574001312,-0.999941229820252
91,LosAngeles_MensCentral,Jail,County,2,2,-0.999895215034485,-0.9999226331710820,-0.9998677968978880,-0.999840378761292,-0.999950051307678
92,LosAngeles_MensCentral,Jail,County,24,1,-0.999986410140991,-0.999986410140991,-0.999986410140991,-0.999986410140991,-0.999986410140991
98,LosAngeles_MensCentral,Jail,County,7,1,-0.999667644500732,-0.999667644500732,-0.999667644500732,-0.999667644500732,-0.999667644500732
92,LosAngeles_TwinTowers,Jail,County,24,8,-0.9975493252277380,-0.999912619590759,-0.995186030864716,-0.995186030864716,-0.999912619590759
92,SanBernardino_Central,Jail,County,24,4,-0.999849319458008,-0.999849319458008,-0.999849319458008,-0.999849319458008,-0.999849319458008
93,SanBernadino_WestValley,Jail,County,4,4,-0.97888833284378,-0.97888833284378,-0.97888833284378,-0.97888833284378,-0.97888833284378
96,Tulare_SouthCounty,Jail,County,5,4,-0.999738872051239,-0.999738872051239,-0.999738872051239,-0.999738872051239,-0.999738872051239
97,Ventura_Todd,Jail,County,22,16,-0.9579718112945550,-0.9999852478504180,-0.9577231705188750,-0.832420468330383,-0.999993562698364
100,Ventura_Todd,Jail,County,13,4,-0.99996542930603,-0.99996542930603,-0.99996542930603,-0.99996542930603,-0.99996542930603
97,Ventura_Main,Jail,County,22,4,-0.999733150005341,-0.999733150005341,-0.999733150005341,-0.999733150005341,-0.999733150005341
98,Ventura_Main,Jail,County,7,4,-0.999963641166687,-0.999963641166687,-0.999963641166687,-0.999963641166687,-0.999963641166687
102,Ventura_Main,Jail,County,4,4,-0.999975800514221,-0.999975800514221,-0.999975800514221,-0.999975800514221,-0.999975800514221
103,Ventura_Main,Jail,County,12,4,-0.997196435928345,-0.997196435928345,-0.997196435928345,-0.997196435928345,-0.997196435928345
105,Ventura_Main,Jail,County,15,4,-0.999992847442627,-0.999992847442627,-0.999992847442627,-0.999992847442627,-0.999992847442627
100,SantaClara_Elmwood,Jail,County,13,8,-0.999426007270813,-0.9999920129776,-0.998860001564026,-0.998860001564026,-0.9999920129776
101,SantaClara_Elmwood,Jail,County,10,8,-0.989092916250229,-0.99207603931427,-0.986109793186188,-0.986109793186188,-0.99207603931427
103,SantaClara_Elmwood,Jail,County,12,4,-0.997529327869415,-0.997529327869415,-0.997529327869415,-0.997529327869415,-0.997529327869415
110,SantaClara_Elmwood,Jail,County,6,4,-0.998909711837769,-0.998909711837769,-0.998909711837769,-0.998909711837769,-0.998909711837769
103,SantaClara_Main,Jail,County,12,4,-0.999866366386414,-0.999866366386414,-0.999866366386414,-0.999866366386414,-0.999866366386414
104,Tulare_Main,Jail,County,5,4,-0.997699439525604,-0.997699439525604,-0.997699439525604,-0.997699439525604,-0.997699439525604
105,Butte_Main,Jail,County,15,2,-0.9996205270290380,-0.9998060315847400,-0.9994350224733350,-0.999249517917633,-0.999991536140442
