word,positive_count,negative_count,part_of_speech
boar,1,1,NN
wiretap,0,1,NN
evanescent,1,1,NN
freelance,0,1,NN
tyranny,1,1,NN
adamant,1,1,NN
haygood,0,1,NN
probablyyou,0,1,NN
paramilitarystyle,0,1,NN
daddys,1,1,NN
taparlos,0,1,NN
dropper,0,1,NN
inadequacy,0,1,NN
hearer,1,1,NN
meek,0,1,NN
theme,0,1,NN
factswe,0,1,NN
severyone,0,1,NN
cameroon,0,1,NN
single/multiple,0,1,NN
happenstance,0,1,NN
singleserve,1,1,NN
whine,1,1,NN
entrapment,0,1,NN
goodtime,1,1,NN
supervise,0,1,NN
unlawfulness,1,1,NN
oder,0,1,NN
manners,0,1,NNS
blossom,1,1,NN
tustin,0,1,NN
dormmate,0,1,NN
español,0,1,NN
gustav,0,1,NN
sympathies,0,1,NNS
hc,0,1,NN
osa,0,1,NN
itthe,0,1,NN
sixsixsix,0,1,NN
intelligence,2,1,NN
refrain,1,1,NN
shitters,0,1,NNS
fulfills,1,1,NNS
shh,0,1,NN
squeeze,0,1,NN
crip,0,1,NN
elam,0,1,NN
compensates,0,1,NNS
tutelage,0,1,NN
bing,0,1,NN
muchos,0,1,NN
upload,0,1,NN
hallucinations,0,1,NNS
accomodate,0,1,NN
questions…,0,1,NN
rabbit,0,1,NN
participant,1,1,NN
champions,0,1,NNS
cdr,0,1,NN
cop</br>,1,1,NN
kernel,0,1,NNS
moderation,0,1,NN
two—,0,1,NN
weaken,0,1,NN
benevolence/concern,0,1,NN
hammer,0,1,NN
alexander,0,1,NN
punishers,0,1,NNS
seal,0,1,NN
pleasantvalley_20210209_339_full,0,1,NN
cracalakin,0,1,NN
we/i,0,1,NN
anaheim,0,1,NN
colonywest,0,1,NN
phrases,0,1,NNS
chad,0,1,NN
staffnurses,1,1,NNS
bounds,0,1,NNS
scratch</br>,1,1,NN
rev,0,1,NN
longtime,0,1,NN
brat,0,1,NN
donuts,2,1,NNS
prisonmail,1,1,NN
pole,1,1,NN
motivates,3,1,NNS
barbeque,1,1,NN
viewers,1,1,NNS
mountains,2,1,NNS
oppressors,0,1,NNS
staff/cos,0,1,NN
guardianward,0,1,NN
gangbangers,0,1,NNS
torrance,0,1,NN
threemonth,1,1,NN
obscurantism,0,1,NN
insensitivity,0,1,NN
sonfinement,0,1,NN
moniker,0,1,NN
holocaust,0,1,NN
dije,0,1,NN
pudgy,0,1,NN
cmc_20210212_07_21_full,0,1,NN
fringes,0,1,NNS
calexico,0,1,NN
dissonance,1,1,NN
project…,0,1,NN
donovan_20210503_6_27_full_infection_prisonconditions,0,1,NNS
springertype,1,1,NN
duly,0,1,NN
antivaxxers,0,1,NNS
krsitin,0,1,NN
jam,2,1,NN
mm,1,1,NN
psrs,0,1,NN
civilcase,0,1,NN
§3122b,0,1,NN
hacienda,0,1,NN
landmark,0,1,NN
section…,0,1,NN
afrika,1,1,NN
badge</br>,1,1,NN
cornbread,1,1,NN
creek_20201229_07_32_full,0,1,NN
redeem,0,1,NN
payphones,1,1,NNS
curiosities,0,1,NNS
shack,1,1,NN
diner,0,1,NN
treaty,0,1,NN
interns,0,1,NNS
superheroes,0,1,NNS
soledad_20201215_170_full,0,1,NN
kuxuan,0,1,NN
privilegio,0,1,NN
zen,0,1,NN
implementation,0,1,NN
outsideno,0,1,NN
ayudar,0,1,NN
southeast,0,1,NN
solona,0,1,NN
drd,0,1,NN
realism,0,1,NN
intensifies,2,1,NNS
pudiera,0,1,NN
massshootings,0,1,NNS
mid1800s,0,1,NNS
disparate,1,1,NN
hashem,0,1,NN
hints,0,1,NNS
brotherinlaw,0,1,NN
fx,1,1,NN
chalk,0,1,NN
dirtbag,0,1,NN
hiti,0,1,NN
dard,1,1,NN
[led],0,1,NN
abysmal,0,1,NN
stem,0,1,NN
cootieville,0,1,NN
aintenoughmoneytopay,0,1,NN
derecho,0,1,NN
jotting,0,1,NN
jerky,0,1,NN
norecourse,0,1,NN
bladder,0,1,NN
share…,0,1,NN
castor,1,1,NN
bic,1,1,NN
accuser,0,1,NN
aardvark,0,1,NN
selfesteem,1,1,NN
teargas,0,1,NN
chairperson,0,1,NN
cyas,0,1,NN
assortment,1,1,NN
missteps,0,1,NNS
fivehour,2,1,NN
transfusion,0,1,NN
impeachment,0,1,NN
nocontact,1,1,NN
vests,0,1,NNS
peach,1,1,NN
manhood,0,1,NN
zest,0,1,NN
inat,0,1,NN
zipper,0,1,NN
manager],0,1,NN
onstage,0,1,NN
mantiene,0,1,NN
exdirector,0,1,NN
selfconsciousness,2,1,NN
chants,1,1,NNS
altright,0,1,NN
reminiscent,1,1,NN
staffsgt,0,1,NN
tenpound,0,1,NN
mrs[redacted],0,1,NN
shoppers,0,1,NNS
fruition,0,1,NN
bloodlines,0,1,NNS
reinforce,0,1,NN
postrelease,0,1,NN
mcdonalds,0,1,NNS
20yearolds,0,1,NNS
godzilla,2,1,NN
cir2008,0,1,NN
injust,0,1,NN
backup,0,1,NN
apparatus,0,1,NN
bureau,0,1,NN
sociology/criminology,0,1,NN
yummy,0,1,NN
generalsometimes,0,1,NNS
sacar,0,1,NN
tarde,0,1,NN
exshu,1,1,NN
potentiall,0,1,NN
multimilliondollar,0,1,NN
coconversation,0,1,NN
lawless,0,1,NN
respondent,0,1,NN
mint,1,1,NN
victimisation,0,1,NN
foreveri,0,1,NN
rape/,0,1,NN
sowe,0,1,NN
purity,1,1,NN
testedso,0,1,NN
evaluations,1,1,NNS
curtains,0,1,NNS
realisation,0,1,NN
wither,0,1,NN
histories,0,1,NNS
accumulate,0,1,NN
tails,0,1,NNS
roses,0,1,NNS
positivethen,0,1,NN
arenas,0,1,NNS
telecommunicate,0,1,NN
pillar,1,1,NN
wealthier,1,1,NN
whiner,1,1,NN
cant…,0,1,NN
coursework,1,1,NN
buddha,0,1,NN
santoro,0,1,NN
jd/jurisdoctor,0,1,NN
chauvin,1,1,NN
quieres,0,1,NNS
pouches,1,1,NNS
hoppin,0,1,NN
cuddle,0,1,NN
tehachapi_20201220_120_full,0,1,NN
philadelphia,0,1,NN
gomez,0,1,NN
anne,0,1,NN
hepc,0,1,NN
estuve,0,1,NN
family</br/></br/>,0,1,NN
rearrangement,0,1,NN
linkedin,0,1,NN
whitaker,0,1,NN
restores,0,1,NNS
explicit,0,1,NN
satans,0,1,NNS
brownie,0,1,NN
combine,0,1,NN
llegó,1,1,NN
reenroll,0,1,NN
itsthat,0,1,NN
lovedones,0,1,NNS
earth…,0,1,NN
entiendo,0,1,NN
governordictator,0,1,NN
eligibility,2,1,NN
swim,0,1,NN
reruns,0,1,NNS
thinkingand,0,1,NN
hereive,0,1,NN
transgression,0,1,NN
distraction,1,1,NN
thy,1,1,NN
jiroveci,0,1,NN
vincimus,0,1,NN
fiend,0,1,NN
fax,0,1,NN
months/one,0,1,NN
collectors,1,1,NNS
cmc_20210129_308_full_prisonconditions,0,1,NNS
videocalls,0,1,NNS
endo,0,1,NN
digo,0,1,NN
have—,0,1,NN
evilness,0,1,NN
preso,0,1,NN
contrast,1,1,NN
lunes,0,1,NNS
tile,0,1,NN
tehachapi_20201207_109_full_prisonconditions,0,1,NNS
rotator,0,1,NN
bid,0,1,NN
revive,0,1,NN
hablo,0,1,NN
oreos,0,1,NN
agreement/jury,0,1,NN
gucci,0,1,NN
aulani,0,1,NN
kentucky,0,1,NN
sobs,0,1,NN
anyuse,0,1,NN
wasco_20210222_455_full_family_prisonconditions_stress,0,1,NN
olinger,0,1,NN
outdate,0,1,NN
australia,0,1,NNS
comprendan,0,1,NN
constructive,0,1,NN
scratcher,1,1,NN
handrails,1,1,NNS
psychotropic,0,1,NN
ridden,0,1,NN
hay,2,1,NN
quedan,0,1,NN
disobeyed,0,1,NN
inoculation,0,1,NN
monitors,0,1,NNS
alcoholism,1,1,NN
días,0,1,NN
possessions,1,1,NNS
pitcher,1,1,NN
owner/operator,0,1,NN
trueperspective,0,1,NN
usual…,0,1,NN
bars/prisonpandemic,0,1,NN
nigger,0,1,NN
exclusion,0,1,NN
bicycle,0,1,NN
tenant,0,1,NN
granite,0,1,NN
marchs,0,1,NN
devin,0,1,NN
attributes,0,1,NNS
alex,0,1,NN
bloodsucking,0,1,NN
leftovers,1,1,NNS
barking,1,1,NN
pushes,0,1,NNS
schizophrenicy,0,1,NN
remodels,0,1,NNS
categories,0,1,NNS
true…,0,1,NN
apt,0,1,NN
diapers,0,1,NNS
gregory,0,1,NN
cros,0,1,NNS
combo,2,1,NN
patterns,1,1,NNS
hovers,0,1,NNS
potency,0,1,NN
comrades,0,1,NNS
maskup,1,1,NN
uppers,1,1,NNS
phds,0,1,NN
claro,0,1,NN
cada,0,1,NN
singleparent,0,1,NN
antonio,0,1,NN
nudge,0,1,NN
thisll,0,1,NN
budgets,0,1,NNS
tehachapi_20201207_122,0,1,NN
negatism,0,1,NN
day/everyday,0,1,NN
flashlight,0,1,NN
freud,0,1,NN
stifle,1,1,NN
river—,0,1,NN
egypt,0,1,NN
misdirect,0,1,NN
multimillion,0,1,NN
lyke,0,1,NN
heart</br>,0,1,NN
somekind,0,1,NN
knuckleheads,0,1,NNS
misplace,0,1,NN
microbe,1,1,NN
cov,0,1,NN
amazement,0,1,NN
spectacle,0,1,NN
embryo,0,1,NN
menace,1,1,NN
item,0,1,NN
hercules,1,1,NNS
redid,0,1,NN
blm,0,1,NN
phoney,0,1,NN
james,0,1,NNS
vogue,0,1,NN
ranch,0,1,NN
gymthats,0,1,NNS
blocker,0,1,NN
message/email,0,1,NN
excavate,0,1,NN
airconditioners,0,1,NNS
buddhist,1,1,NN
educations,1,1,NNS
trejo,0,1,NN
cretans,0,1,NNS
duller,0,1,NN
bails,0,1,NNS
potlucks,0,1,NNS
wages,2,1,NNS
owner/farmer,0,1,NN
condemnation,0,1,NN
fierce,1,1,NN
ctfnorth,0,1,NN
twentysix,0,1,NN
notsogood,0,1,NN
aperson,0,1,NN
lastsevento10days,0,1,NNS
bae,0,1,NN
or…,0,1,NN
guardians,0,1,NNS
passport,0,1,NN
cowboy,0,1,NN
righty,0,1,NN
arsenal,0,1,NN
viciousness,1,1,NN
mace,0,1,NN
massages,0,1,NNS
widow,0,1,NN
softer,0,1,NN
naturalborn,0,1,NNS
mulecreek_20210114_0504_full,0,1,NN
ohh,0,1,NN
considers,0,1,NNS
hydrocortisone,0,1,NN
slop,0,1,NN
scout,0,1,NN
vulgarity,0,1,NN
forge,0,1,NN
sang,0,1,NN
termsegregatedhousingunit,0,1,NN
upholder,0,1,NN
tcl,1,1,NN
my/our,0,1,NN
cottons,0,1,NNS
scholarships,0,1,NNS
factoid,0,1,NN
guitarist,0,1,NN
miscarriage,0,1,NN
bidding,1,1,NN
hearld,0,1,NN
rues,0,1,NNS
blackout,0,1,NN
mind/brain,0,1,NN
certiorari,0,1,NN
fares,0,1,NNS
positiveness,0,1,NN
inbed,0,1,NN
soreness,2,1,NN
hubs,0,1,NNS
nursery,0,1,NN
spiritualism,0,1,NN
insideout,3,1,NN
teardrops,0,1,NNS
leeway,0,1,NN
intro,1,1,NN
cchscs,0,1,NN
separations,0,1,NNS
instructor,1,1,NN
rode,1,1,NN
sg1,0,1,NN
phone</br/></br/>,0,1,NN
therapists,0,1,NNS
thrillseekers,0,1,NNS
brainwaves,0,1,NNS
reassociate,1,1,NN
restricts,0,1,NNS
petersilia,0,1,NN
daylight,0,1,NN
empire,0,1,NN
animation,0,1,NN
nksp,0,1,NN
contagios,0,1,NNS
tt,0,1,NN
illusions,0,1,NNS
k95,0,1,NN
boot,0,1,NN
goddess,0,1,NN
expectancy,0,1,NN
judges/parole/police,0,1,NN
criminalcopscom,0,1,NN
stoll,0,1,NN
butts,2,1,NN
grandad,0,1,NN
threepage,0,1,NN
inward,0,1,NN
bloodpressure,0,1,NN
speechless,1,1,NN
cavemans,0,1,NNS
está,0,1,NN
arabia,0,1,NN
j/k,0,1,NN
thatsthats,0,1,NNS
congreator,0,1,NN
pinta,1,1,NN
efficiency</br>,1,1,NN
adulthood,0,1,NN
douche,0,1,NN
higherlevel,1,1,NN
esp/sol,0,1,NN
hoarders,0,1,NNS
solano_20210322_05_04_full,0,1,NN
fireman,0,1,NN
soledad_20201218_185_full,0,1,NN
playful,1,1,NN
privations,0,1,NNS
gustara,0,1,NN
jog,5,1,NN
vacaville_20210106_234_full,0,1,NN
innocents,0,1,NNS
cmc_20210210_357_full,0,1,NN
october/november,0,1,NN
cistrines,0,1,NNS
worksites,0,1,NNS
nicht,0,1,NN
miniyard,0,1,NN
ancient,0,1,NN
us…,0,1,NN
evasion,0,1,NN
ener/602,0,1,NN
stabilization,1,1,NN
release</br/></br/>,0,1,NN
prisonartorg,0,1,NN
tehachapi_20201211_99_full,0,1,NN
wallyworld,0,1,NN
shirtless,1,1,NN
blond,0,1,NN
receive],0,1,NN
hind,1,1,NN
withheavy,0,1,NN
openheart,0,1,NN
emphasis,2,1,NN
akin,0,1,NN
potent,0,1,NN
altitude,0,1,NN
strives,0,1,NNS
fernando,0,1,NN
plants,0,1,NNS
chitchatter,0,1,NN
voicemail,0,1,NN
readthrough,1,1,NN
drums,0,1,NNS
isolation/br></br>,0,1,NN
whirlpool,0,1,NN
banana,1,1,NN
concurrent,0,1,NN
glover,0,1,NN
elon,0,1,NN
coffees,1,1,NNS
selfdefense,0,1,NN
thessalonians,0,1,NNS
minors,0,1,NNS
separates,1,1,NNS
coastline,0,1,NN
tortoise,0,1,NN
wreaks,0,1,NNS
itch</br>,1,1,NN
hard19,0,1,NN
espero,2,1,NN
catapuls</br>,0,1,NNS
manpower,0,1,NN
tracy_20210125_06_00_full,0,1,NN
tú,1,1,NN
prioritize,0,1,NN
idap,0,1,NN
you/yall,0,1,NN
pinata,0,1,NN
deportee,0,1,NN
klov,1,1,NN
weakly,2,1,NN
preservatives,0,1,NNS
planter,0,1,NN
accrue,0,1,NN
wayid,0,1,NN
netflix,0,1,NN
jody,0,1,NN
secondclass,1,1,NN
ambush,0,1,NN
depatoke,0,1,NN
securer,0,1,NN
doso,1,1,NN
lobotomies,0,1,NNS
redactions,0,1,NNS
russians,0,1,NNS
tidbit,0,1,NN
bugging,0,1,NN
amen…,0,1,NN
socall,0,1,NN
ltimo,0,1,NN
equanimity,0,1,NN
tuskigee,0,1,NN
attach,0,1,NN
bejesus,0,1,NN
calipatria_20210222_3_32_full_prisonconditions,0,1,NNS
compass,0,1,NN
stimuluscom,0,1,NN
embodiment,0,1,NN
earthquakes,3,1,NNS
determination,1,1,NN
ada/dpo,0,1,NN
facilityit,0,1,NN
tehachapis,0,1,NN
fills,1,1,NNS
us667,0,1,NN
hydraulics,0,1,NNS
foments,0,1,NNS
toweara,0,1,NN
peeves,0,1,NNS
instagrams,1,1,NNS
comunico,0,1,NN
driver,3,1,NN
haber,0,1,NN
autopilot,0,1,NN
shady,0,1,NN
generosity,2,1,NN
perturbed,0,1,NN
assists,1,1,NNS
preemie,0,1,NN
warren,1,1,NNS
schizoaffective,0,1,NN
ribs,0,1,NN
fafsa,0,1,NN
testingpositivebut,0,1,NN
acordarse,0,1,NN
premature,0,1,NN
beholder,1,1,NN
hateful,2,1,NN
tehachapi_20201208_98_full,0,1,NN
them…,0,1,NN
pysch,1,1,NN
nonoversight,0,1,NN
collections,2,1,NNS
caper,1,1,NN
nations</br>,0,1,NNS
universal,2,1,NN
deer,0,1,NN
razón,0,1,NN
froward,1,1,NN
preteen,0,1,NN
expecti,0,1,NN
livestream,1,1,NN
cantrememberand,0,1,NN
husbands,0,1,NNS
meanness,1,1,NN
humdrum,0,1,NN
territorial,0,1,NN
bombing,0,1,NN
fotos,0,1,NNS
wetbacks,1,1,NNS
hospitality,2,1,NN
saga,1,1,NN
cio,0,1,NN
spun</br>,1,1,NN
earthwide,0,1,NN
intuition,0,1,NN
portray,0,1,NN
volumes,0,1,NNS
mining,0,1,NN
confess,0,1,NN
resentful,1,1,NN
drills,0,1,NNS
considerations,0,1,NNS
unjustice,0,1,NN
brute,0,1,NN
ravings,0,1,NNS
going—our,0,1,NN
s1391,0,1,NN
slurpy,0,1,NN
celestial,0,1,NN
hacer,2,1,NN
nohope,0,1,NN
hablarles,0,1,NNS
chemistry,1,1,NN
dreads,0,1,NNS
disallowment,0,1,NN
twas,0,1,NN
pay</br>,0,1,NN
emit,0,1,NN
haphazard,0,1,NN
descendants,0,1,NNS
manna,0,1,NN
llc,0,1,NN
customs,0,1,NNS
endos,0,1,NN
springboard,0,1,NN
[cfm,0,1,NN
vibrates,0,1,NNS
borders,3,1,NNS
hangups,0,1,NNS
federales,0,1,NNS
offences,0,1,NNS
software,0,1,NN
soledad_20201228_195_full,0,1,NN
gypsies,0,1,NNS
fatter,0,1,NN
rotations,0,1,NNS
buggin,0,1,NN
valoraba,0,1,NN
wit,0,1,NN
ipch,0,1,NN
cutthroat,0,1,NN
silzhenitsyn,0,1,NN
jinx,0,1,NN
fresh…and,1,1,NN
quiénes,0,1,NNS
oneness,0,1,NN
airman,0,1,NN
firewoman,0,1,NN
drunken,0,1,NN
know/understand,0,1,NN
coccidiomycosis,0,1,NN
cesspool,0,1,NN
locatedat,0,1,NN
looms,0,1,NNS
permanentpeace,0,1,NN
himcollege,0,1,NN
and…fair,0,1,NN
cmc_20210208_346_full_stress_infection_prisonconditions,0,1,NNS
goliath,1,1,NN
freeway,0,1,NN
stressfull…,0,1,NN
reform/rehabilitation,1,1,NN
boundary,0,1,NN
daps,0,1,NNS
repay,0,1,NN
detentions,0,1,NNS
night…,0,1,NN
downfalls,0,1,NNS
tu,1,1,NN
anarchy,0,1,NN
gpsspdcs,0,1,NN
bon,1,1,NN
phd,0,1,NN
gos,0,1,NNS
muchas,1,1,NN
jimmy,0,1,NN
arrange,1,1,NN
smartass,0,1,NN
quarterback,0,1,NN
instill,1,1,NN
grilles,0,1,NNS
selfendurance,0,1,NN
docked,0,1,NNS
premium,0,1,NN
forethought,0,1,NN
egym,0,1,NN
exclude,0,1,NN
cartas,0,1,NNS
child/teenager,0,1,NN
granddaughters,0,1,NNS
illumination,1,1,NN
homeboy…,0,1,NN
qualifies,0,1,NNS
presses,0,1,NNS
debate,1,1,NN
coached,1,1,NNS
regalar,0,1,NN
nurses/physicians,0,1,NNS
envidiando,0,1,NN
storys,0,1,NN
simrit,0,1,NN
crownlike,0,1,NN
verizon,0,1,NN
redo,0,1,NN
selfdiscovery,0,1,NN
¿collect,0,1,NN
departmental,0,1,NN
goldfish,1,1,NN
withextremedelays,0,1,NNS
opinion…,0,1,NN
pelvis,0,1,NN
end],0,1,NN
lave,0,1,NN
enoughs,0,1,NNS
bystanders,0,1,NNS
chowhall,0,1,NN
hypervigilance,0,1,NN
pusher,0,1,NN
babysitters,0,1,NNS
brighten,0,1,NN
impatient,1,1,NN
death</br>,1,1,NN
craigslist,0,1,NN
inglewood,0,1,NN
castration,0,1,NN
florence,1,1,NN
grandest,0,1,NN
ordersowe,0,1,NN
lifeless,0,1,NN
mont,0,1,NN
atom,0,1,NN
pudiendo,0,1,NN
reexperience,0,1,NN
comforter,1,1,NN
gasped,0,1,NNS
bedouin,0,1,NN
bowls,0,1,NN
two10,0,1,NN
tehachapi_20201209_107_full,0,1,NN
epod,0,1,NN
practitioner,1,1,NN
with—even,0,1,NN
ts,0,1,NN
hookup,0,1,NN
acusacin,0,1,NN
ecclesiastes,0,1,NNS
startedlike,0,1,NN
saboxone,0,1,NN
frisco,0,1,NN
mats,0,1,NNS
tres,0,1,NNS
secondstory,0,1,NN
ventilators</br>,0,1,NNS
exsmoker,1,1,NN
musk,0,1,NN
boyfriend,1,1,NN
strengthless,1,1,NN
lancaster_20201209_110_full,0,1,NN
livermore,0,1,NN
mal,1,1,NN
ltn,0,1,NN
stride,0,1,NN
pandemic/epidemic,0,1,NN
dorothy,0,1,NN
acabo,0,1,NN
newfolsom_20210513_7_16_full,0,1,NN
showcase,0,1,NN
cliff,0,1,NN
proletariat,0,1,NN
problems/issues,0,1,NNS
broker,0,1,NN
toxin,0,1,NN
cen,0,1,NN
backstory,0,1,NN
covid19</br>,1,1,NN
comedian,0,1,NN
premise,0,1,NN
crick,0,1,NN
lepers,0,1,NNS
welczeck,0,1,NN
retardant,0,1,NN
coppa,0,1,NN
cell…,0,1,NN
sheesh,0,1,NN
facility</br/></br/>,0,1,NN
turkeys,0,1,NNS
heed,2,1,NN
deberan,0,1,NN
switchup,0,1,NN
cruise,2,1,NN
predicts,0,1,NNS
canteen/packages,0,1,NNS
healer,1,1,NN
ar,0,1,NN
handbook,1,1,NN
solano_20201206_08_30_full_prisonconditions,0,1,NNS
cams,0,1,NNS
iters,0,1,NNS
nonlike,0,1,NN
eugenics,0,1,NNS
unsanitarytheyre,0,1,NN
informations,0,1,NNS
sal,0,1,NN
ufo,0,1,NN
statement/report,0,1,NN
cartel,0,1,NN
dick,0,1,NN
beads,0,1,NNS
richmond,0,1,NN
th,0,1,NN
friendships,2,1,NNS
knowin,1,1,NN
locals,0,1,NNS
soledad_20201228_172_full,0,1,NN
hails,0,1,NNS
skirt,0,1,NN
alaphant,0,1,NN
block…,0,1,NN
refrigerate,0,1,NN
inc,0,1,NN
suspense,1,1,NN
calmness,1,1,NN
insider,0,1,NN
ramps,1,1,NNS
leather,0,1,NN
carpentry,1,1,NN
ovens,0,1,NNS
cone,1,1,NN
coordinate,0,1,NN
iba,1,1,NN
lasttwo,0,1,NN
nails,2,1,NNS
excon/victim,0,1,NN
exboyfriends,0,1,NNS
risers,0,1,NNS
grudge,0,1,NN
perennial,0,1,NN
williwaw,0,1,NN
aplan,0,1,NN
poorest,0,1,NN
rejoices,0,1,NNS
sixties,0,1,NNS
pocketful,0,1,NN
magnets,0,1,NNS
voids,0,1,NNS
sunrise,0,1,NN
hanukah,0,1,NN
breif,0,1,NN
towed,0,1,NN
santana,0,1,NN
taxis,0,1,NN
dismay,0,1,NN
robber,0,1,NN
finebut,0,1,NN
special…,0,1,NN
prototype,0,1,NN
conmigo,0,1,NN
disgraceful,0,1,NN
eraser,0,1,NN
sherrifs,0,1,NN
covid19/coronavirus,0,1,NN
hopingeveryonegets,0,1,NNS
bec/z,0,1,NN
sovereign,0,1,NN
pido,0,1,NN
cfm,0,1,NN
cocop,0,1,NN
overthink,0,1,NN
unrest,0,1,NN
bulletin,0,1,NN
georgetown,0,1,NN
romans,1,1,NNS
preface,0,1,NN
chino_20201130_074_full,0,1,NN
augustseptember,0,1,NN
cmc_20210212_0551_full,0,1,NN
kiddie,0,1,NN
cahsee,0,1,NN
digit,0,1,NN
fiber,1,1,NN
with…,0,1,NN
nots,0,1,NNS
worstcase,0,1,NN
results…,0,1,NN
literacy,2,1,NN
operation/staff,0,1,NN
testament,0,1,NN
hermano,1,1,NN
malice,1,1,NN
airbound,0,1,NN
if/until,0,1,NN
baus,0,1,NN
swat,0,1,NN
trails,0,1,NNS
tracy_20210205_394_full_stress,0,1,NN
thecurrent,0,1,NN
ny,0,1,NN
procrastination,1,1,NN
cubicles,0,1,NNS
entiende,0,1,NN
necesito,0,1,NN
adage,0,1,NN
thirdclass,1,1,NN
farmers,0,1,NNS
slug,0,1,NN
cheesy,0,1,NN
gruesome,0,1,NN
vacaville_20211227_51626_full,0,1,NN
abcdef,0,1,NN
callback,0,1,NN
differentiate,0,1,NN
csplos,0,1,NN
or—,0,1,NN
confirms,0,1,NNS
dinnertime,0,1,NN
pelosi,0,1,NN
beak,0,1,NN
truckers,1,1,NNS
victim/victims,0,1,NNS
amanda,0,1,NN
refines,0,1,NNS
iha,0,1,NN
associations,0,1,NNS
clichés,0,1,NN
jehovahs,0,1,NN
hah,0,1,NN
truckloads,0,1,NNS
jello,1,1,NN
cell/bed,0,1,NN
soledadi,0,1,NN
consecutive/this,0,1,NN
okc,0,1,NN
tentativeness,0,1,NN
oligarchs,0,1,NN
coverups</br>,0,1,NNS
decaf,0,1,NN
estrs,0,1,NN
disparities,0,1,NNS
ccw,0,1,NN
monks,0,1,NNS
showhow,0,1,NN
valleys,0,1,NNS
mehi,0,1,NN
agarro,0,1,NN
revenant,0,1,NN
plata/coleman,0,1,NN
screams,0,1,NNS
withselfsanitationsupply,0,1,NN
cowtown,0,1,NN
terry,0,1,NN
daydream,0,1,NN
alameda_santarita_20220225_43871_full,0,1,NN
placard,0,1,NN
gulag,0,1,NN
rica,0,1,NN
ugliness,0,1,NN
spaceman,0,1,NN
[for,0,1,NN
daniel,0,1,NN
slosh,0,1,NN
dwindle,0,1,NN
townhouse,0,1,NN
staples,2,1,NNS
christs,2,1,NNS
completepeace,0,1,NN
helen,0,1,NN
telltell,0,1,NN
redtape,0,1,NN
execution,1,1,NN
norco_20210203_386_full,0,1,NN
gd,0,1,NN
importa,0,1,NN
bait,0,1,NN
scoundrel,0,1,NN
chicago,1,1,NN
soledad_20201228_180_full,0,1,NN
tehachapi_20201208_125_full,0,1,NN
fractures,0,1,NNS
miscarriages,0,1,NNS
overjudge,0,1,NN
swables,0,1,NNS
siento,2,1,NN
deeplyunderstand,0,1,NN
handlebar,0,1,NN
mesa,1,1,NN
wellwritten,0,1,NNS
gloom,0,1,NN
trumper,0,1,NN
upliftin,1,1,NN
rang,2,1,NN
piano,0,1,NN
steve,0,1,NN
arm—who,0,1,NN
disect,0,1,NN
adventures,0,1,NNS
jet,2,1,NN
gratefulness,1,1,NN
machinery,0,1,NN
buut,0,1,NN
normalmanner,0,1,NN
antimaskers,0,1,NNS
magnet,0,1,NN
microphone,0,1,NN
rugs,0,1,NNS
test—you,0,1,NN
exhibits,0,1,NNS
capt,0,1,NN
ambassador,0,1,NN
inquisition,0,1,NN
sacramental,0,1,NN
selfcontrol,0,1,NN
level4,0,1,NN
amass,1,1,NN
sewer,0,1,NN
northkern_20210209_337_full,0,1,NN
notlistingits,0,1,NNS
siggy,0,1,NN
btw,0,1,NN
georgia,0,1,NN
iphone,0,1,NN
laughter,3,1,NN
plu,0,1,NN
removes,0,1,NNS
hitch,0,1,NN
madrid,0,1,NN
umbut,0,1,NN
ironwood_20210122_327_full_programs_infection,0,1,NN
fixings,0,1,NNS
letter…,0,1,NN
mu,0,1,NN
commandments,0,1,NNS
subjects,0,1,NNS
chino_20201211_0615_full,0,1,NN
wellthoughtout,0,1,NN
qaeda,0,1,NN
backwardsran,0,1,NN
chowchilla_20201228_148_full,0,1,NN
bronx,0,1,NN
entender,0,1,NN
delighted…,0,1,NN
catalogs,0,1,NNS
ni,1,1,NN
immigrant,2,1,NN
newfolsom_20220112_29146_full,0,1,NN
render,0,1,NN
toshower,0,1,NN
wowed,0,1,NN
repetitive,0,1,NN
chino_20201205_92_full,0,1,NN
offthey,0,1,NN
sb1437,0,1,NN
pushup,0,1,NN
destitute,0,1,NN
figueroa,0,1,NN
damper,0,1,NN
psychotherapists,0,1,NNS
druid,0,1,NN
ahí,1,1,NN
property—they,0,1,NN
cleavage,0,1,NN
ooh,0,1,NN
bittersweet,1,1,NN
cort,0,1,NN
clubhouse,0,1,NN
thought…,0,1,NN
strengthens,1,1,NNS
tylenol/ibuprofen,0,1,NN
fatiques</rb>,0,1,NNS
prisonpandemicuci,0,1,NN
injusticce,0,1,NN
recibi,0,1,NN
face/duress,0,1,NN
leakingwater,0,1,NN
prayfor,0,1,NN
iran,0,1,NN
situation/relationship,0,1,NN
más,1,1,NN
whirl,0,1,NN
dent,1,1,NN
dignitaries,0,1,NNS
disinfector,0,1,NN
inducement,0,1,NN
—its,0,1,NNS
aller,0,1,NN
invaders</br>,0,1,NNS
neg,0,1,NN
prob,0,1,NN
suv,1,1,NN
debe,1,1,NN
officiant,0,1,NN
saudi,0,1,NN
hard…,0,1,NN
jerks,0,1,NNS
torture/,0,1,NN
gymand,1,1,NN
timesome,0,1,NN
vena,0,1,NN
inhabit,0,1,NN
appreciates,0,1,NNS
