Filename,Sentiment,Polarity,Negative Sentiment,Neutral Sentiment,Positive Sentiment,Compound Sentiment
Donovan_20201201_05_00_Programs2,NEGATIVE,3.266334533680304e-05,0.064,0.821,0.116,0.9816
Donovan_20201201_05_00_Stress,NEGATIVE,0.0001306533813475,0.08,0.801,0.119,0.9271
Donovan_20201201_2_36_Full,NEGATIVE,0.0001842379570008,0.057,0.895,0.048,-0.2023
Donovan_20201202_05_31_FULL,NEGATIVE,0.0004245638847352,0.066,0.877,0.057,-0.6966
Donovan_20201202_05_31_Programs1,NEGATIVE,4.291534423828125e-06,0.037,0.963,0.0,-0.296
Donovan_20201202_05_31_Programs2,NEGATIVE,0.0091851353645323,0.0,0.88,0.12,0.8343
Donovan_20201202_05_31_Stress,NEGATIVE,4.410743713378906e-06,0.147,0.792,0.062,-0.8994
Donovan_20201202_2_59_FULL,NEGATIVE,0.0002421736717224,0.045,0.871,0.084,0.25
Donovan_20201203_05_36_FULL,NEGATIVE,0.0379481911659239,0.042,0.889,0.069,0.9729
Donovan_20201203_05_36_Infection,NEGATIVE,0.0007283091545103,0.062,0.869,0.068,0.652
Donovan_20201203_05_36_PrisonConditions,NEGATIVE,0.006476879119873,0.029,0.884,0.087,0.9561
Donovan_20201203_05_36_Program,NEGATIVE,0.0124024748802183,0.018,0.938,0.044,0.5588
Donovan_20201203_05_36_Stress,NEGATIVE,0.0030785202980041,0.13,0.843,0.027,-0.9689
Donovan_20201209_07_40_Family,NEGATIVE,0.0001308917999267,0.09,0.831,0.08,-0.1901
Donovan_20201209_07_40_Full,NEGATIVE,1.4662742614746094e-05,0.109,0.823,0.068,-0.9969
Donovan_20201209_07_40_Infection,NEGATIVE,1.4662742614746094e-05,0.108,0.843,0.049,-0.9952
Donovan_20201209_07_40_Programs_Stress,NEGATIVE,0.0057214498519896,0.079,0.838,0.083,-0.2665
Donovan_20201209_8_39_Full,NEGATIVE,0.0441154241561889,0.074,0.814,0.112,0.9643
Donovan_20210104_603_PrisonConditions,NEGATIVE,4.827976226795538e-05,0.093,0.876,0.031,-0.9855
Donovan_20210107_01_16_DreadfulEnvironment,NEGATIVE,1.5258789062388978e-05,0.117,0.863,0.02,-0.9801
Donovan_20210107_01_16_FULL,NEGATIVE,2.0742416381835938e-05,0.117,0.839,0.044,-0.9973
Donovan_20210107_01_16_Infection,NEGATIVE,1.0132789611816406e-05,0.087,0.883,0.03,-0.9175
Donovan_20210107_01_16_PrisonConditions2,NEGATIVE,6.008148193359375e-05,0.16,0.796,0.043,-0.9947
Donovan_20210107_01_16_PrisonConditionsDecemeber2020,NEGATIVE,3.230571746837274e-05,0.018,0.913,0.069,0.7783
Donovan_20210107_227_Full,NEGATIVE,0.004701554775238,0.154,0.754,0.092,-0.9971
Donovan_20210107_227_Infection,NEGATIVE,6.437301635631165e-06,0.162,0.777,0.061,-0.9967
Donovan_20210107_227_Stress,NEGATIVE,0.0003126859664915,0.154,0.716,0.13,-0.8622
Donovan_20210111_01_05_Infection,NEGATIVE,0.0211876034736632,0.145,0.767,0.088,-0.9307
Donovan_20210115_245_FULL,NEGATIVE,4.6491622923694464e-06,0.043,0.92,0.037,0.2233
Donovan_20210115_245_PrisonConditions,NEGATIVE,1.823902130115851e-05,0.047,0.904,0.049,0.5267
Donovan_20210115_245_PrisonConditions2,NEGATIVE,6.520748138438837e-05,0.046,0.914,0.039,-0.0805
Donovan_20210119_319_full_Infection_PrisonConditions,NEGATIVE,1.0490417480357728e-05,0.123,0.818,0.059,-0.9853
Donovan_20210319_645_FULL,POSITIVE,0.7233138680458069,0.057,0.88,0.063,-0.8545
Donovan_20210319_645_Infection_Family,NEGATIVE,6.806850433360712e-05,0.086,0.84,0.074,-0.8559
Donovan_20210330_591_FULL_Stress,NEGATIVE,0.0004663467407227,0.063,0.666,0.271,0.9926
Donovan_20210401_608_FULL,POSITIVE,0.8848860263824463,0.098,0.781,0.122,0.9915
Donovan_20210401_608_PrisonConditionsInfection,NEGATIVE,0.0006226897239683,0.185,0.743,0.072,-0.9973
Donovan_20210419_682_FULL_Family_Infection_Stress,POSITIVE,0.9419765472412108,0.097,0.703,0.199,0.9954
Donovan_20210419_699_FULL_PrisonConditionsFamilyStress,NEGATIVE,0.0225985050201416,0.03,0.746,0.225,0.9966
Donovan_20210419_824_FULL,NEGATIVE,0.0710780024528504,0.041,0.793,0.166,0.9995
Donovan_20210419_824_Infection,NEGATIVE,0.0014097094535827,0.023,0.857,0.12,0.9923
Donovan_20210419_824_Programs,NEGATIVE,0.0710780024528504,0.063,0.823,0.114,0.9758
Donovan_20210421_907_FULL_Family_PrisonConditions,NEGATIVE,0.3561264872550964,0.103,0.617,0.28,0.9954
Donovan_20210422_1032_Full,NEGATIVE,0.0004910230636595,0.084,0.781,0.135,0.9992
Donovan_20210422_1032_PrisonConditions,NEGATIVE,0.0072049498558044,0.054,0.87,0.077,0.8761
Donovan_20210422_1032_StressCoping,POSITIVE,0.9010514616966248,0.032,0.846,0.122,0.9798
Donovan_20210422_1032_StressMentalHealth,NEGATIVE,0.0001097917556763,0.054,0.833,0.113,0.9866
Donovan_20210422_772_FULL_Infection_PrisonConditions,NEGATIVE,0.000812828540802,0.06,0.802,0.139,0.9844
Donovan_20210422_802_Full_InfectionPrisonConditions,NEGATIVE,1.1801719665638366e-05,0.137,0.776,0.086,-0.9211
Donovan_20210422_803_FULL,POSITIVE,0.5902374982833862,0.032,0.779,0.189,0.9929
Donovan_20210422_803_PrisonConditions_Stress,NEGATIVE,0.2625801563262939,0.044,0.756,0.201,0.9856
Donovan_20210422_804_FULL,NEGATIVE,0.0878609418869019,0.097,0.72,0.184,0.9952
Donovan_20210422_804_PrisonConditions_Infection,NEGATIVE,0.01926451921463,0.104,0.672,0.225,0.9942
Donovan_20210422_910_FULL_PrisonConditionsInfection,NEGATIVE,0.0286213755607603,0.129,0.778,0.093,-0.9621
Donovan_20210426_729_FamilyPrisonConditionsStress,NEGATIVE,0.0013496279716491,0.051,0.82,0.129,0.9911
Donovan_20210426_729_FULL,NEGATIVE,0.0005243420600892,0.045,0.807,0.148,0.9996
Donovan_20210426_729_PrisonConditionsInfectionPrograms,NEGATIVE,0.0005243420600892,0.046,0.857,0.097,0.986
Donovan_20210426_817_FULL_PrisonConditions_Infection_Stress,NEGATIVE,9.775161743164062e-06,0.049,0.785,0.166,0.9954
Donovan_20210426_818_Family,NEGATIVE,0.0094465613365172,0.086,0.845,0.069,-0.7096
Donovan_20210426_818_FULL,POSITIVE,0.8584851026535034,0.09,0.789,0.122,0.9616
Donovan_20210427_765_FULL,NEGATIVE,0.0182101130485535,0.058,0.879,0.063,-0.5689
Donovan_20210427_765_PrisonConditions,NEGATIVE,1.9073486328125e-06,0.05,0.935,0.015,-0.8868
Donovan_20210427_767_FULL_Family_Infection_PrisonConditions,NEGATIVE,0.0022268891334533,0.116,0.737,0.146,0.9508
Donovan_20210427_785_FULL_Family_Infection,NEGATIVE,4.482269287120477e-05,0.056,0.854,0.09,0.9785
Donovan_20210427_826_FamilyInfection,NEGATIVE,0.1441668272018432,0.091,0.778,0.131,0.9583
Donovan_20210427_826_FULL,NEGATIVE,0.0416876673698424,0.115,0.731,0.154,0.9966
Donovan_20210427_826_PrisonConditions,NEGATIVE,0.0004701614379883,0.115,0.864,0.021,-0.9788
Donovan_20210427_826_Stress,POSITIVE,0.9753877520561218,0.148,0.67,0.182,0.9774
Donovan_20210427_897_FULL_PrisonConditionsInfection,NEGATIVE,0.0001552104949952,0.071,0.82,0.109,0.9592
Donovan_20210427_898_Full,NEGATIVE,0.001103401184082,0.097,0.851,0.051,-0.8512
Donovan_20210427_898_PrisonCondition1,NEGATIVE,0.0001090764999389,0.167,0.795,0.038,-0.9722
Donovan_20210427_898_PrisonCondition2,POSITIVE,0.5673778653144836,0.067,0.855,0.078,0.4124
Donovan_20210427_899_FULL_Infection,NEGATIVE,3.612041473399774e-05,0.023,0.802,0.175,0.9528
Donovan_20210428_760_FULL_Stress_PrisonConditions,NEGATIVE,0.0421553254127502,0.097,0.713,0.19,0.9681
Donovan_20210428_761_Family_PrisonConditions_Infection,NEGATIVE,0.3057229518890381,0.109,0.811,0.08,-0.8388
Donovan_20210428_761_FULL,NEGATIVE,0.4057464599609375,0.109,0.749,0.142,0.9816
Donovan_20210428_761_Stress,NEGATIVE,0.0180532336235046,0.125,0.72,0.155,0.9089
Donovan_20210428_762_FULL_PrisonConditionsStress,NEGATIVE,0.1832023859024047,0.139,0.7,0.162,0.7428
Donovan_20210428_763_FULL_Infection_PrisonConditions,POSITIVE,0.7750830054283142,0.053,0.792,0.155,0.9872
Donovan_20210428_764_FULL,NEGATIVE,0.0001025199890135,0.115,0.799,0.086,-0.9845
Donovan_20210428_764_Infection,NEGATIVE,1.8358230590820312e-05,0.105,0.852,0.042,-0.9773
Donovan_20210428_764_Infection_PrisonConditions,NEGATIVE,8.893013000477179e-05,0.126,0.836,0.038,-0.9928
Donovan_20210428_853_FULL_FamilyInfection,POSITIVE,0.975836992263794,0.041,0.745,0.214,0.9962
Donovan_20210430_1011_FamilyStress,POSITIVE,0.8360339999198914,0.175,0.637,0.188,-0.4097
Donovan_20210430_1011_FULL,NEGATIVE,0.001788854598999,0.165,0.69,0.145,-0.99
Donovan_20210430_1011_Stress_Programs,NEGATIVE,0.0047249794006347,0.154,0.803,0.043,-0.9666
Donovan_20210503_1101_FULL,NEGATIVE,0.3416721820831299,0.094,0.608,0.298,0.9997
Donovan_20210503_1101_Stress_Family,NEGATIVE,9.524822235118524e-05,0.112,0.629,0.259,0.9939
Donovan_20210503_1173_Family_Infection_PrisonConditions,NEGATIVE,0.0006146430969238,0.071,0.801,0.128,0.9833
Donovan_20210503_1173_FULL,NEGATIVE,0.0060376524925231,0.077,0.727,0.197,0.999
Donovan_20210503_6_27_FULL_Infection_PrisonConditions,POSITIVE,0.8872860074043274,0.017,0.767,0.216,0.9991
Donovan_20210505_1120_FULL_PrisonConditions_Stress_Programs,NEGATIVE,5.400180816639288e-05,0.079,0.765,0.156,0.9823
Donovan_20210505_1140_FULL,NEGATIVE,0.0262364149093627,0.145,0.676,0.179,0.7793
Donovan_20210505_1140_Infection_Featured,NEGATIVE,0.0002561211585999,0.176,0.682,0.142,-0.8252
Donovan_20210507_5_59_P1_FULL,NEGATIVE,0.0003021955490112,0.094,0.807,0.1,-0.5599
Donovan_20210507_5_59_P1_Infection_Family_Programs,NEGATIVE,0.0002469420433044,0.098,0.861,0.041,-0.9786
Donovan_20210507_5_59_P1_PrisonConditions_Infection,NEGATIVE,0.0001505613327026,0.141,0.769,0.089,-0.9923
Donovan_20210507_5_59_P1_Stress_Programs,NEGATIVE,6.318092346191406e-06,0.051,0.831,0.118,0.9853
Donovan_20210507_5_59_P2_FULL,NEGATIVE,0.0002694725990296,0.118,0.744,0.138,0.6148
Donovan_20210507_5_59_P2_Infection_PrisonConditions_Stress,NEGATIVE,0.0007810592651368,0.141,0.725,0.134,-0.9207
Donovan_20210507_5_59_P2_PrisonConditions2_Stress2_Featured,NEGATIVE,8.344650268554688e-06,0.14,0.767,0.093,-0.9752
Donovan_20210514_6_29_FULL,NEGATIVE,0.0004870891571043,0.079,0.803,0.119,0.9968
Donovan_20210514_6_29_Infection,NEGATIVE,0.0046203136444091,0.02,0.872,0.107,0.9625
Donovan_20210514_6_29_PrisonConditions,NEGATIVE,1.2159347534179688e-05,0.13,0.756,0.113,-0.8933
Donovan_20210514_6_29_PrisonConditions_Infection,NEGATIVE,9.65595245361328e-06,0.082,0.815,0.104,0.7754
Donovan_20210514_6_29_Stress_Infection_Family,NEGATIVE,0.0009022951126099,0.055,0.843,0.102,0.9694
Donovan_20210515_1289_FULL,NEGATIVE,0.0012142062187195,0.112,0.725,0.163,0.9925
Donovan_20210516_1285_Family,NEGATIVE,1.0609626770019531e-05,0.17,0.745,0.084,-0.7374
Donovan_20210516_1285_FULL,NEGATIVE,0.0296028256416319,0.137,0.756,0.106,-0.9948
Donovan_20210516_1285_Infection,NEGATIVE,1.2397766113170228e-05,0.151,0.765,0.084,-0.9633
Donovan_20210516_1285_PrisonConditions,NEGATIVE,0.020349621772766,0.085,0.872,0.042,-0.9425
Donovan_20210516_1285_PrisonConditions2,NEGATIVE,0.0928975343704223,0.081,0.836,0.082,0.0258
Donovan_20210516_1285_Stress2,POSITIVE,0.6517337560653687,0.128,0.686,0.186,0.9644
Donovan_20210516_1285_Stress_Programs,NEGATIVE,0.0061941146850585,0.056,0.819,0.125,0.9503
Donovan_20210517_1284_FULL,NEGATIVE,1.4185905456431946e-05,0.103,0.85,0.046,-0.987
Donovan_20210517_1287_FULL,NEGATIVE,0.0006552338600159,0.053,0.864,0.082,0.7518
Donovan_20210517_1287_PrisonConditions,NEGATIVE,4.172325134388366e-06,0.069,0.886,0.045,-0.6912
Donovan_20210517_1290_FULL,NEGATIVE,3.8623809814453125e-05,0.103,0.783,0.115,0.6941
Donovan_20210520_1839_FULL,NEGATIVE,0.0001354217529295,0.183,0.706,0.111,-0.9957
Donovan_20210520_1839_Infection,NEGATIVE,1.5497207641601562e-05,0.18,0.76,0.059,-0.979
Donovan_20210521_515_FULL,NEGATIVE,1.1920928955189147e-05,0.049,0.809,0.141,0.9993
Donovan_20210521_515_Infection_Family,NEGATIVE,2.682209014881476e-05,0.104,0.794,0.102,0.2325
Donovan_20210521_515_PrisonConditions_Family,NEGATIVE,6.85453414915882e-05,0.039,0.81,0.151,0.9963
Donovan_20210521_515_Stress_PrisonConditions,NEGATIVE,9.775161743164062e-05,0.063,0.849,0.089,0.9375
Donovan_20210524_1828_FULL,NEGATIVE,0.0001748204231262,0.161,0.736,0.103,-0.9925
Donovan_20210524_1828_Infection_Featured,NEGATIVE,0.0003185272216795,0.154,0.772,0.074,-0.9841
Donovan_20210525_1833_FULL,NEGATIVE,1.847743988037109e-05,0.178,0.743,0.079,-0.9878
Donovan_20210528_1534_FULL,NEGATIVE,0.0171056389808655,0.039,0.871,0.09,0.9201
Donovan_20210601_1509_FULL,NEGATIVE,4.589557647705078e-05,0.103,0.812,0.085,-0.853
ElDorado_Main_20220127_77258_P1_FULL,NEGATIVE,0.0003192424774169,0.059,0.81,0.131,0.9993
ElDorado_Main_20220127_77258_P1_PrisonConditions_Infection,NEGATIVE,0.0003192424774169,0.07,0.903,0.027,-0.9429
ElDorado_Main_20220127_77258_P1_Stress_Featured,NEGATIVE,0.0024429559707641,0.022,0.812,0.166,0.9962
ElDorado_Main_20220127_77258_P2_FULL,NEGATIVE,0.0004953145980836,0.063,0.806,0.131,0.9995
ElDorado_Main_20220127_77258_P2_PrisonConditions2,NEGATIVE,4.827976226795538e-05,0.065,0.828,0.107,0.986
ElDorado_Main_20220127_77258_P2_Stress_PrisonConditions,NEGATIVE,7.688999176036493e-05,0.067,0.878,0.055,-0.5803
FireCamps_20210816_715_P1_Family,NEGATIVE,0.0004361271858216,0.071,0.841,0.088,0.2795
FireCamps_20210816_715_P1_FULL,NEGATIVE,0.1116336584091186,0.05,0.882,0.068,0.9829
FireCamps_20210816_715_P1_PrisonConditions2,NEGATIVE,0.0002177357673643,0.086,0.845,0.07,-0.4385
FireCamps_20210816_715_P1_PrisonConditions_Infection,NEGATIVE,0.0008298158645629,0.052,0.926,0.022,-0.8481
FireCamps_20210816_715_P2_FULL,NEGATIVE,0.0048535466194151,0.073,0.841,0.086,0.9748
FireCamps_20210816_715_P2_PrisonConditions,NEGATIVE,0.0018725991249084,0.047,0.883,0.069,0.9091
FireCamps_20210816_715_P2_PrisonConditions2,NEGATIVE,0.0003771781921387,0.057,0.907,0.037,-0.7266
FireCamps_20210816_715_P2_PrisonConditions3,NEGATIVE,0.000568687915802,0.094,0.829,0.078,-0.4291
FireCamps_20210816_715_P2_PrisonConditions4_Infection,NEGATIVE,1.990795135498047e-05,0.04,0.857,0.104,0.9743
FireCamps_20210816_715_P3_FULL,NEGATIVE,0.4779033660888672,0.063,0.808,0.129,0.9994
FireCamps_20210816_715_P3_Infection2,NEGATIVE,0.0025297403335572,0.067,0.892,0.041,-0.8738
FireCamps_20210816_715_P3_PrisonConditions_Infection,NEGATIVE,0.1407025456428527,0.067,0.827,0.105,0.9769
Folsom_20210104_294_FULL,NEGATIVE,7.057189941395148e-05,0.13,0.803,0.066,-0.9914
Folsom_20210104_294_PrisonConditions1_Stress1_Programs,NEGATIVE,5.674362182617188e-05,0.166,0.748,0.086,-0.9785
Folsom_20210104_294_PrisonConditions2_Stress2,NEGATIVE,8.583068847545228e-06,0.135,0.799,0.066,-0.9818
Folsom_20210412_958_FULL,NEGATIVE,0.000238001346588,0.086,0.781,0.133,0.9863
Folsom_20210412_958_Infection_Stress,NEGATIVE,0.0002596974372863,0.078,0.844,0.078,-0.2617
Folsom_20210412_958_PrisonConditions_Infection,NEGATIVE,6.437301635631165e-06,0.13,0.742,0.128,0.3533
Folsom_20210414_921_Full,NEGATIVE,0.0017783045768737,0.085,0.808,0.107,0.9732
Folsom_20210414_921_PrisionCondition_Stress_2,NEGATIVE,0.0001028776168824,0.084,0.842,0.075,-0.6549
Folsom_20210414_921_PrisonCondition_Stress_1,NEGATIVE,3.3855438232421875e-05,0.09,0.821,0.09,0.4671
Folsom_20210414_921_PrisonCondition_Stress_3,NEGATIVE,1.2159347534179688e-05,0.141,0.831,0.028,-0.9319
Folsom_20210415_937_FULL,NEGATIVE,3.790855407714844e-05,0.123,0.816,0.061,-0.9989
Folsom_20210415_937_PrisonConditions,NEGATIVE,1.907348632801397e-05,0.149,0.812,0.038,-0.9981
Folsom_20210426_857_FULL_PrisonConditions,NEGATIVE,4.601478576660156e-05,0.066,0.835,0.099,0.9487
Folsom_20210426_858_FULL,NEGATIVE,0.0035510063171387,0.048,0.835,0.117,0.9787
Folsom_20210426_858_Prison Conditions,NEGATIVE,2.741813659679071e-05,0.052,0.884,0.064,0.585
Folsom_20210427_887_FULL_PrisonConditions,NEGATIVE,0.0105787515640259,0.167,0.693,0.14,-0.9452
Folsom_20210427_888_FULL_PrisonCondtions,NEGATIVE,0.0003355741500854,0.15,0.807,0.043,-0.9921
Folsom_20210428_1032_Family_Infection_Stress,NEGATIVE,0.0002954602241516,0.145,0.766,0.089,-0.9821
Folsom_20210428_1032_FULL,NEGATIVE,0.0013923048973083,0.113,0.788,0.098,-0.8881
Folsom_20210429_1063_FULL,NEGATIVE,0.0769760012626648,0.022,0.841,0.137,0.9912
Folsom_20210429_1063_Programs,NEGATIVE,0.0052047371864319,0.033,0.85,0.118,0.974
Folsom_20210518_1295_FULL,NEGATIVE,0.0228554606437684,0.079,0.832,0.089,0.189
Folsom_20210518_1295_Infection,NEGATIVE,5.7220458984375e-06,0.118,0.798,0.084,-0.7467
Folsom_20210518_1295_PrisonConditions,NEGATIVE,0.3337021470069885,0.04,0.888,0.071,0.7424
Folsom_20210521_1815_FULL,NEGATIVE,0.002069354057312,0.137,0.743,0.12,-0.9602
Folsom_20210521_1815_Infection_Family,NEGATIVE,0.0049937963485717,0.159,0.704,0.138,-0.9339
Folsom_20210521_1817_FULL,NEGATIVE,1.6212463378795228e-05,0.085,0.816,0.099,0.879
Folsom_20210521_1817_Infection,NEGATIVE,1.2636184692382812e-05,0.081,0.818,0.1,0.8176
Fresno_Main_20210826_59372_P1_Family_PrisonConditions,NEGATIVE,2.872943878162726e-05,0.057,0.837,0.105,0.9012
Fresno_Main_20210826_59372_P1_FULL,NEGATIVE,2.8967857360839844e-05,0.076,0.82,0.104,0.9823
Fresno_Main_20210826_59372_P1_Infection2,NEGATIVE,0.0025009512901306,0.062,0.855,0.083,0.2844
Fresno_Main_20210826_59372_P1_Infection3,NEGATIVE,0.0002290606498718,0.053,0.847,0.1,0.6553
Fresno_Main_20210826_59372_P1_PrisonConditions2_Infection,NEGATIVE,0.0002928376197816,0.109,0.857,0.033,-0.9896
Fresno_Main_20210826_59372_P2_Family_PrisonConditions,NEGATIVE,1.6927719116210938e-05,0.087,0.795,0.118,0.9728
Fresno_Main_20210826_59372_P2_FULL,NEGATIVE,2.968311309803351e-05,0.065,0.785,0.15,0.9988
Fresno_Main_20210826_59372_P2_Infection,NEGATIVE,0.0016066431999207,0.088,0.811,0.101,-0.2555
Fresno_Main_20210826_59372_P2_PrisonConditions2,NEGATIVE,9.179115295410156e-06,0.045,0.852,0.103,0.7105
Fresno_Main_20210831_43692_FULL,NEGATIVE,1.7523765563964844e-05,0.048,0.836,0.115,0.9938
Fresno_Main_20210831_43692_PrisonConditions_Family,NEGATIVE,0.0002080798149107,0.052,0.847,0.101,0.9621
Fresno_Main_20210831_43692_PrisonConditions_Infection,NEGATIVE,2.729892730723993e-05,0.074,0.87,0.056,-0.6892
Fresno_Main_20210831_76770_FULL,NEGATIVE,0.0315536260604858,0.042,0.876,0.083,0.998
Fresno_Main_20210831_76770_PrisonConditions2_Infection2,NEGATIVE,0.0035444498062133,0.033,0.9,0.067,0.9028
Fresno_Main_20210831_76770_PrisonConditions3,NEGATIVE,2.5153160095214844e-05,0.06,0.871,0.07,0.3697
Fresno_Main_20210831_76770_PrisonConditions4_Infection,NEGATIVE,0.0002999305725097,0.012,0.947,0.041,0.7472
Fresno_Main_20210831_76770_PrisonConditions5_Featured,NEGATIVE,8.726119995117188e-05,0.113,0.872,0.015,-0.9457
Fresno_Main_20210831_76770_PrisonConditions_Infection,NEGATIVE,0.0023732781410216,0.006,0.932,0.062,0.8751
Fresno_Main_20210901_27991_Family_PrisonConditions,NEGATIVE,0.0214008092880247,0.05,0.848,0.101,0.9514
Fresno_Main_20210901_27991_P1_FULL,NEGATIVE,0.0007467865943907,0.089,0.825,0.086,-0.7693
Fresno_Main_20210901_27991_P2_Infection_Family,NEGATIVE,0.0006616711616516,0.056,0.864,0.08,0.9266
Fresno_Main_20210901_27991_P2_Stress ,NEGATIVE,0.0489558577537535,0.068,0.828,0.104,0.8739
Fresno_Main_20210901_87115_Family_Stress_PrisonConditions,POSITIVE,0.9559946060180664,0.131,0.723,0.146,0.7435
Fresno_Main_20210901_87115_FULL,NEGATIVE,0.0974075198173524,0.099,0.781,0.12,0.9292
Fresno_Main_20210901_87115_PrisonConditions_Infection,NEGATIVE,0.0038247108459471,0.079,0.904,0.017,-0.9377
Fresno_Main_20210910_29668_FULL,NEGATIVE,0.0041611194610595,0.042,0.794,0.164,0.9999
Fresno_Main_20210910_29668_PrisonConditions_Family_Infection,POSITIVE,0.5644764304161072,0.01,0.887,0.102,0.9937
Fresno_Main_20210910_29668_PrisonConditions_Infection,NEGATIVE,0.0013898611068725,0.046,0.845,0.109,0.9826
Fresno_Main_20210910_56264_FULL,NEGATIVE,0.0014964342117309,0.075,0.815,0.11,0.9979
Fresno_Main_20210910_56264_PrisonConditions2_Stress,NEGATIVE,0.0005590319633483,0.065,0.85,0.086,0.9435
Fresno_Main_20210910_56264_PrisonConditions3_Infection,NEGATIVE,0.0011609196662903,0.036,0.821,0.143,0.9968
Fresno_Main_20210910_56264_PrisonConditions_Family,NEGATIVE,0.0354777574539183,0.078,0.863,0.059,-0.716
Fresno_Main_20210916_40145_FULL,NEGATIVE,0.0002421736717224,0.074,0.79,0.136,0.9995
Fresno_Main_20210916_40145_PrisonConditions2_Stress2,NEGATIVE,0.0025272965431212,0.162,0.802,0.036,-0.9958
Fresno_Main_20210916_40145_PrisonConditions3_Stress3,POSITIVE,0.9036892056465148,0.045,0.785,0.17,0.9977
Fresno_Main_20210916_40145_PrisonConditions4_Stress4,NEGATIVE,0.0130311846733092,0.117,0.754,0.129,0.8651
Fresno_Main_20210916_40145_PrisonConditions_Stress,NEGATIVE,0.0002140402793884,0.071,0.861,0.068,-0.744
Fresno_Main_20210916_46088_FULL,NEGATIVE,0.0012274384498596,0.09,0.724,0.187,0.9997
Fresno_Main_20210916_46088_PrisonConditions2_Stress2,NEGATIVE,0.0006428360939025,0.133,0.723,0.143,0.5131
Fresno_Main_20210916_46088_PrisonConditions_Stress,NEGATIVE,0.0012274384498596,0.107,0.762,0.131,0.3746
Fresno_Main_20210916_72217_FULL,NEGATIVE,5.054473876964227e-05,0.098,0.732,0.169,0.9996
Fresno_Main_20210916_72217_PrisonConditions,NEGATIVE,1.0490417480357728e-05,0.1,0.879,0.02,-0.9268
Fresno_Main_20210916_72217_Stress,NEGATIVE,0.0007913708686827,0.125,0.703,0.172,0.9756
Fresno_Main_20210916_72217_Stress2,NEGATIVE,0.4312599897384643,0.0,0.864,0.136,0.9773
Fresno_Main_20210920_28918_FULL,NEGATIVE,0.0014997720718383,0.029,0.863,0.109,0.9946
Fresno_Main_20210920_28918_PrisonConditions_Infection,NEGATIVE,0.003412127494812,0.012,0.802,0.186,0.9931
Fresno_Main_20210920_28918_Programs_Stress,NEGATIVE,0.0014997720718383,0.051,0.871,0.078,0.9213
Fresno_Main_20211006 _19112_FULL,NEGATIVE,4.589557647705078e-05,0.068,0.78,0.152,0.9967
Fresno_Main_20211006 _19112_PrisonConditions2,NEGATIVE,0.0147435069084167,0.051,0.829,0.12,0.9556
Fresno_Main_20211006 _19112_PrisonConditions_Family,NEGATIVE,1.1205673217773438e-05,0.087,0.833,0.08,-0.4866
Fresno_Mendota_20210830_FULL_Family_PrisonConditions,NEGATIVE,0.0041797161102296,0.108,0.806,0.086,-0.9125
Fresno_Mendota_20210916_FULL,NEGATIVE,5.221366882324219e-05,0.081,0.866,0.053,-0.9557
Fresno_Mendota_20210916_PrisonConditions_Infection,NEGATIVE,9.65595245361328e-06,0.05,0.879,0.071,0.7664
High Desert_20210212_435_FULL,NEGATIVE,0.0007860660552979,0.132,0.747,0.121,-0.9339
High Desert_20210212_435_PrisonConditions_Infection,NEGATIVE,0.0007290244102478,0.078,0.815,0.107,0.5925
High Desert_20210212_435_Stress_PrisonConditions,NEGATIVE,1.0967254638782896e-05,0.174,0.738,0.087,-0.9929
High Desert_20210212_440_FULL,POSITIVE,0.9643853902816772,0.034,0.78,0.187,0.9818
High Desert_20210212_440_Theme_Vaccination_Art,POSITIVE,0.9643853902816772,0.034,0.78,0.187,0.9818
High Desert_20210218_406_FULL,NEGATIVE,4.327297210682257e-05,0.094,0.773,0.132,0.9773
High Desert_20210218_406_Infection,NEGATIVE,2.396106719959601e-05,0.144,0.785,0.071,-0.9413
High Desert_20210218_406_Programs_Stress,NEGATIVE,9.179115295410156e-06,0.095,0.729,0.176,0.9783
High Desert_20210218_411_FULL,NEGATIVE,2.408027648914679e-05,0.119,0.746,0.135,0.8614
High Desert_20210218_411_Infection_Stress,NEGATIVE,0.0037037730216979,0.136,0.687,0.177,0.9652
