Filename,Sentiment,Polarity,Negative Sentiment,Neutral Sentiment,Positive Sentiment,Compound Sentiment
LosAngeles_MensCentral_20210928_20314_P1_FULL,NEGATIVE,0.0001994967460632,0.051,0.778,0.171,0.9998
LosAngeles_MensCentral_20210928_20314_P1_PrisonConditions_Infection_Featured,NEGATIVE,2.47955322265625e-05,0.061,0.816,0.123,0.9891
LosAngeles_MensCentral_20210928_20314_P1_PrisonConditions_Stress,NEGATIVE,4.208087921142578e-05,0.082,0.787,0.13,0.9619
LosAngeles_MensCentral_20210928_20314_P2_Family_Stress,NEGATIVE,5.447864532481805e-05,0.047,0.925,0.028,-0.6072
LosAngeles_MensCentral_20210928_20314_P2_FULL,NEGATIVE,1.847743988037109e-05,0.061,0.851,0.088,0.9955
LosAngeles_MensCentral_20210928_20314_P2_Infection_Stress_Featured,NEGATIVE,0.0005958080291748,0.054,0.848,0.099,0.9489
LosAngeles_MensCentral_20210928_20314_P2_PrisonConditions_Infection_Featured,NEGATIVE,2.9802322387695312e-06,0.087,0.856,0.057,-0.9682
LosAngeles_MensCentral_20210928_20314_P2_PrisonConditions_Stress,NEGATIVE,0.0001586675643919,0.065,0.86,0.075,0.6869
LosAngeles_MensCentral_20210929_73176_Family_Stress,NEGATIVE,0.0004651546478271,0.123,0.826,0.051,-0.9732
LosAngeles_MensCentral_20210929_73176_FULL,NEGATIVE,0.0001596212387083,0.088,0.769,0.142,0.999
LosAngeles_MensCentral_20210929_73176_Infection,NEGATIVE,4.279613494884149e-05,0.141,0.81,0.049,-0.9855
LosAngeles_MensCentral_20211001_10081_FULL,NEGATIVE,4.9948692321777344e-05,0.053,0.776,0.171,0.9994
LosAngeles_MensCentral_20211001_10081_PrisonConditions_Infection,NEGATIVE,4.9948692321777344e-05,0.064,0.816,0.12,0.9915
LosAngeles_MensCentral_20211001_10081_Stress_PrisonConditions,NEGATIVE,1.0132789611816406e-05,0.069,0.813,0.118,0.9323
LosAngeles_MensCentral_20211006_22274_Family,NEGATIVE,0.4019593596458435,0.062,0.777,0.161,0.9731
LosAngeles_MensCentral_20211006_22274_FULL,NEGATIVE,1.3589859008789062e-05,0.068,0.732,0.2,0.9999
LosAngeles_MensCentral_20211006_22274_Infection_PrisonConditions,NEGATIVE,8.702278137207031e-06,0.079,0.765,0.156,0.9872
LosAngeles_MensCentral_20211006_22274_PrisonConditions,NEGATIVE,1.3589859008789062e-05,0.077,0.811,0.112,0.9842
LosAngeles_MensCentral_20211006_22274_PrisonConditions_Featured,NEGATIVE,0.0001794695854188,0.021,0.79,0.19,0.9957
LosAngeles_MensCentral_20211115_99586_FULL,NEGATIVE,0.0003323554992675,0.084,0.767,0.15,0.9997
LosAngeles_MensCentral_20211115_99586_PrisonConditions,NEGATIVE,0.0002172589302064,0.091,0.773,0.136,0.9344
LosAngeles_MensCentral_20211115_99586_PrisonConditions2_Featured2,NEGATIVE,0.000110387802124,0.066,0.864,0.07,0.5367
LosAngeles_MensCentral_20211115_99586_Stress2_PrisonConditions4,NEGATIVE,1.5974044799804688e-05,0.067,0.805,0.128,0.9911
LosAngeles_MensCentral_20211115_99586_Stress3_PrisonConditions5,NEGATIVE,4.827976226795538e-05,0.076,0.824,0.1,0.9249
LosAngeles_MensCentral_20211115_99586_Stress_PrisonConditions3,NEGATIVE,1.2874603271595396e-05,0.07,0.857,0.073,-0.2865
LosAngeles_Metropolitan_20210831_001_FULL,NEGATIVE,0.0016041398048399,0.165,0.748,0.087,-0.9829
LosAngeles_Metropolitan_20210831_001_Stress,NEGATIVE,5.364418029785156e-06,0.19,0.691,0.119,-0.9534
LosAngeles_Metropolitan_20210831_002_FULL_PrisonConditions_Stress,NEGATIVE,2.1457672119251647e-05,0.138,0.825,0.037,-0.9836
LosAngeles_Metropolitan_20210907_FULL,POSITIVE,0.9862279295921326,0.075,0.819,0.106,0.9995
LosAngeles_Metropolitan_20210907_PrisonConditions1,NEGATIVE,0.0003182888031005,0.015,0.935,0.05,0.6956
LosAngeles_Metropolitan_20210907_PrisonConditions2,NEGATIVE,5.7220458984375e-06,0.1,0.826,0.074,-0.8442
LosAngeles_Metropolitan_20210909_FULL,NEGATIVE,1.907348632801397e-05,0.084,0.793,0.123,0.7477
LosAngeles_Metropolitan_20210917_FULL,NEGATIVE,6.151199340820312e-05,0.101,0.775,0.124,0.9309
LosAngeles_Metropolitan_20210917_Infection_PrisonConditions_Stress,NEGATIVE,0.0001757740974426,0.113,0.747,0.14,0.9111
LosAngeles_TwinTowers_20211004_32516_FULL,NEGATIVE,8.738040924083368e-05,0.084,0.768,0.148,0.9994
LosAngeles_TwinTowers_20211004_32516_Programs,POSITIVE,0.8093603253364563,0.098,0.821,0.081,0.4988
LosAngeles_TwinTowers_20211006_47422_FULL,NEGATIVE,0.0048139691352844,0.051,0.776,0.172,0.9979
LosAngeles_TwinTowers_20211006_47422_Infection_Stress,NEGATIVE,0.0002571940422058,0.103,0.773,0.124,0.6746
Merced_Latorraca _20210917_24079_FULL,NEGATIVE,8.308887481678351e-05,0.032,0.812,0.155,0.9991
Merced_Latorraca_20210910_38691_FULL,NEGATIVE,0.00297611951828,0.05,0.763,0.187,0.9998
Merced_Latorraca_20210910_38691_Infection2_PrisonConditions2,NEGATIVE,0.160374104976654,0.042,0.828,0.13,0.992
Merced_Latorraca_20210910_38691_Infection3_PrisonConditions3,NEGATIVE,0.0820928215980529,0.053,0.793,0.154,0.9906
Merced_Latorraca_20210910_38691_Infection_PrisonConditions,NEGATIVE,0.0029456615447998,0.041,0.839,0.12,0.9811
Merced_Latorraca_20210910_81379_FULL,NEGATIVE,1.847743988037109e-05,0.066,0.793,0.141,0.9996
Merced_Latorraca_20210910_81379_PrisonConditions2_Stress2_Family,NEGATIVE,0.0374066829681396,0.049,0.845,0.107,0.989
Merced_Latorraca_20210910_81379_PrisonConditions3_Stress3_Infection,NEGATIVE,0.0021904110908508,0.058,0.812,0.13,0.9942
Merced_Latorraca_20210910_81379_PrisonConditions_Stress,NEGATIVE,1.847743988037109e-05,0.049,0.833,0.118,0.9933
Merced_Latorraca_20210913_11338_P1_Family,NEGATIVE,2.753734588623047e-05,0.067,0.878,0.055,-0.3839
Merced_Latorraca_20210913_11338_P1_FULL,NEGATIVE,2.384185791015625e-05,0.069,0.78,0.151,0.9991
Merced_Latorraca_20210913_11338_P2_P3_Family_PrisonConditions_Featured,NEGATIVE,0.0013937354087829,0.064,0.882,0.054,-0.9163
Merced_Latorraca_20210913_11338_P2_P3_FULL,NEGATIVE,6.508827209483758e-05,0.049,0.857,0.094,0.9987
Merced_Latorraca_20210913_11338_P2_P3_Infection_PrisonConditions,NEGATIVE,0.0008319616317747,0.0,0.92,0.08,0.951
Merced_Latorraca_20210913_11338_P2_P3_PrisonConditions1,NEGATIVE,2.872943878162726e-05,0.053,0.862,0.085,0.9682
Merced_Latorraca_20210913_11338_P2_P3_PrisonConditions2,NEGATIVE,0.0001887679100035,0.042,0.895,0.062,0.8934
Merced_Latorraca_20210917_17611_FULL,NEGATIVE,0.0007833242416381,0.062,0.803,0.135,0.9994
Merced_Latorraca_20210917_17611_PrisonConditions2_Family2_Stress2,NEGATIVE,9.489059448242188e-05,0.072,0.819,0.109,0.9645
Merced_Latorraca_20210917_17611_PrisonConditions_Family_Stress,NEGATIVE,0.0007833242416381,0.085,0.79,0.124,0.9814
Merced_Latorraca_20210917_24079_Family_Stress,NEGATIVE,8.308887481678351e-05,0.024,0.827,0.149,0.9958
Merced_Latorraca_20210917_24079_PrisonConditions,NEGATIVE,6.318092346202508e-05,0.022,0.83,0.148,0.9964
Merced_Main_20210914_19036_Family_Infection,NEGATIVE,0.0017181634902954,0.087,0.813,0.1,0.7626
Merced_Main_20210914_19036_FULL,NEGATIVE,0.002834975719452,0.104,0.78,0.116,0.968
Merced_Main_20210914_19036_Stress_Family,NEGATIVE,0.0022209286689758,0.031,0.829,0.14,0.9962
Merced_Main_20210916_16065_FULL,NEGATIVE,3.814697265625e-06,0.053,0.731,0.215,0.9996
Merced_Main_20210916_16065_PrisonConditions_Stress,NEGATIVE,5.960464477650085e-06,0.027,0.817,0.156,0.9967
Merced_Main_20210916_65115_Family2,NEGATIVE,1.585483551036493e-05,0.021,0.851,0.128,0.9878
Merced_Main_20210916_65115_Family3,NEGATIVE,6.949901580799445e-05,0.048,0.815,0.137,0.9778
Merced_Main_20210916_65115_Family_Programs,NEGATIVE,1.3947486877441406e-05,0.054,0.883,0.063,0.4588
Merced_Main_20210916_65115_FULL,NEGATIVE,0.0010021328926086,0.034,0.812,0.154,0.9997
Merced_Main_20210916_65115_Infection,NEGATIVE,3.2901763916015625e-05,0.057,0.836,0.107,0.9195
Merced_Main_20210916_65115_Programs2,NEGATIVE,4.017353057861328e-05,0.006,0.833,0.161,0.9843
Merced_Main_20210916_65115_Programs3,NEGATIVE,0.0001063346862791,0.016,0.856,0.128,0.9761
Merced_Main_20210920_55348_P1_Family_Programs,NEGATIVE,1.2874603271595396e-05,0.056,0.793,0.151,0.9812
Merced_Main_20210920_55348_P1_P2_FULL,NEGATIVE,1.1801719665638366e-05,0.035,0.738,0.227,1.0
Merced_Main_20210920_55348_P2_Infection_PrisonConditions,NEGATIVE,0.0007176995277403,0.01,0.831,0.158,0.9949
Merced_Main_20210920_55348_P2_PrisonConditions_Infection,NEGATIVE,0.0052250623703004,0.005,0.825,0.17,0.9896
Merced_Main_20210920_55348_P2_Programs,NEGATIVE,1.7523765563964844e-05,0.055,0.821,0.124,0.9509
Merced_Main_20210920_55348_P2_Stress_PrisonConditions,NEGATIVE,0.0043184757232666,0.077,0.669,0.254,0.9939
Merced_Main_20211005_25218_Family_PrisonConditions,NEGATIVE,0.0026956796646118,0.085,0.884,0.03,-0.9281
Merced_Main_20211005_25218_FULL,NEGATIVE,4.827976226795538e-05,0.047,0.874,0.079,0.9961
Merced_Main_20211005_25218_Infection_PrisonConditions,NEGATIVE,0.000190794467926,0.045,0.893,0.062,0.6419
Merced_Main_20220105_70350_FULL_PrisonConditions,NEGATIVE,7.390975952037415e-06,0.085,0.751,0.164,0.9907
Merced_USPAtwater_20210908_Family_PrisonConditions,POSITIVE,0.5344031453132629,0.081,0.747,0.172,0.9828
Merced_USPAtwater_20210908_FULL,POSITIVE,0.9887831807136536,0.069,0.711,0.22,0.9993
Merced_USPAtwater_20210908_Stress_Programs,POSITIVE,0.6918357014656067,0.056,0.81,0.134,0.9475
Merced_USPAtwater_20210909_001_FULL_Family_Infection,NEGATIVE,0.0039421319961547,0.114,0.658,0.227,0.9891
Merced_USPAtwater_20210909_001_PrisonConditions_Family,NEGATIVE,0.0042349100112916,0.126,0.653,0.22,0.9815
Merced_USPAtwater_20210909_002_Family_Infection,NEGATIVE,9.41753387452282e-05,0.098,0.854,0.049,-0.8308
Merced_USPAtwater_20210909_002_FULL,NEGATIVE,0.0073548555374145,0.09,0.793,0.117,0.9873
Merced_USPAtwater_20210909_002_Infection_PrisonConditions,NEGATIVE,1.895427703857422e-05,0.098,0.846,0.056,-0.8779
Merced_USPAtwater_20210909_002_PrisonConditions,NEGATIVE,3.576278686412415e-06,0.114,0.814,0.072,-0.9403
Merced_USPAtwater_20210916_FULL_Infection,NEGATIVE,0.000106930732727,0.021,0.896,0.083,0.9018
Merced_USPAtwater_20210917_FULL,POSITIVE,0.5106090903282166,0.102,0.775,0.123,0.9788
Merced_USPAtwater_20210917_PrisonConditions,NEGATIVE,0.0013723373413085,0.119,0.841,0.04,-0.946
Merced_USPAtwater_20210917_Stress_Infection,NEGATIVE,3.468990325916632e-05,0.078,0.874,0.048,-0.6925
Monterey_Main_20210622_517_FULL,NEGATIVE,0.0001372098922729,0.036,0.818,0.146,0.9946
Monterey_Main_20210708_814_FULL,POSITIVE,0.6110556721687317,0.091,0.777,0.132,0.9993
Monterey_Main_20210723_FULL,NEGATIVE,0.0016452670097352,0.042,0.799,0.158,0.9996
MuleCreek_20201109_27_Full_PrisonConditions_Stress_Family,NEGATIVE,9.572505950916632e-05,0.137,0.801,0.062,-0.9809
MuleCreek_20201110_323_FULL_PrisonConditions,NEGATIVE,2.884864807117804e-05,0.142,0.764,0.094,-0.9636
MuleCreek_20201210_101_FULL,NEGATIVE,0.0001295804977415,0.141,0.805,0.054,-0.9081
MuleCreek_20201210_101_Infection,NEGATIVE,2.205371856678351e-05,0.099,0.901,0.0,-0.7783
MuleCreek_20201228_621_FULL,NEGATIVE,1.2874603271595396e-05,0.069,0.85,0.081,0.9615
MuleCreek_20201228_621_InfectionandPrisonConditions,NEGATIVE,6.318092346191406e-06,0.042,0.896,0.062,0.8548
MuleCreek_20201228_621_PrisonConditions2,NEGATIVE,0.0005735158920288,0.059,0.895,0.046,0.0017
MuleCreek_20201228_621_PrisonConditions3,NEGATIVE,0.0001207590103148,0.067,0.906,0.028,-0.8243
MuleCreek_20201228_621_StressandPrograms,NEGATIVE,7.748603820800781e-06,0.03,0.902,0.068,0.843
MuleCreek_20201231_163_Family,NEGATIVE,9.894371032825866e-06,0.057,0.767,0.175,0.976
MuleCreek_20201231_163_FULL,NEGATIVE,0.0009934306144714,0.114,0.765,0.121,0.7725
MuleCreek_20201231_163_PrisonConditions,NEGATIVE,2.014636993397101e-05,0.108,0.828,0.064,-0.8563
MuleCreek_20210105_246_FULL,POSITIVE,0.7783406376838684,0.068,0.835,0.097,0.8555
MuleCreek_20210105_246_PrisonConditions,NEGATIVE,0.0130431652069091,0.097,0.871,0.033,-0.9258
MuleCreek_20210113_257_Full,NEGATIVE,4.827976226795538e-05,0.073,0.807,0.12,0.9936
MuleCreek_20210113_257_PrisonConditions,NEGATIVE,1.2755393982044616e-05,0.06,0.877,0.063,-0.6611
MuleCreek_20210114_0504_Family,NEGATIVE,0.0011897087097167,0.041,0.888,0.071,0.7789
MuleCreek_20210114_0504_FULL,NEGATIVE,0.000360369682312,0.067,0.838,0.095,0.9828
MuleCreek_20210114_0504_Infection,NEGATIVE,0.0015134811401368,0.032,0.856,0.113,0.9363
MuleCreek_20210114_0504_PrisonConditions1,NEGATIVE,0.0015370845794677,0.111,0.855,0.034,-0.938
MuleCreek_20210114_0504_PrisonConditions2,NEGATIVE,5.304813384998664e-05,0.06,0.856,0.084,0.1609
MuleCreek_20210114_0504_Stress,NEGATIVE,0.0050522089004515,0.056,0.849,0.094,0.8577
MuleCreek_20210114_0518_Family,NEGATIVE,0.0004215836524964,0.063,0.815,0.122,0.8559
MuleCreek_20210114_0518_FULL,NEGATIVE,8.344650268554688e-06,0.093,0.804,0.103,0.9435
MuleCreek_20210114_0518_Infections,NEGATIVE,4.303455352783203e-05,0.069,0.821,0.11,0.9817
MuleCreek_20210114_0518_PrisonConditions1,NEGATIVE,9.894371032825866e-06,0.103,0.832,0.065,-0.9618
MuleCreek_20210114_0518_PrisonConditions2,NEGATIVE,1.4066696166992188e-05,0.074,0.796,0.129,0.9841
MuleCreek_20210114_6_33_Infection1,NEGATIVE,4.172325134388366e-06,0.181,0.699,0.12,-0.9149
MuleCreek_20210114_6_33_Infection2,NEGATIVE,1.1086463928222656e-05,0.122,0.821,0.058,-0.8176
MuleCreek_20210114_6_33_Infection3,NEGATIVE,2.5153160095214844e-05,0.062,0.901,0.037,-0.6199
MuleCreek_20210114_6_33_PrisonConditions1,NEGATIVE,0.0002859234809875,0.02,0.947,0.033,0.34
MuleCreek_20210114_6_33_PrisonConditions2,NEGATIVE,6.54458999633789e-05,0.069,0.857,0.074,-0.0754
MuleCreek_20210114_6_33_PrisonConditions3,NEGATIVE,3.218650817982116e-06,0.081,0.718,0.201,0.9798
MuleCreek_20210114_6_33_Stress,NEGATIVE,3.576278686412415e-06,0.211,0.727,0.062,-0.9709
MuleCreek_20210419_696_FULL_Family_PrisonConditions_Infection,NEGATIVE,0.1828503608703613,0.038,0.891,0.072,0.5472
MuleCreek_20210421_643_Family,NEGATIVE,0.0003452301025391,0.081,0.796,0.123,0.9489
MuleCreek_20210421_643_FULL,NEGATIVE,0.0002488493919371,0.069,0.815,0.115,0.9989
MuleCreek_20210421_643_Infection,NEGATIVE,0.0013391971588135,0.046,0.868,0.087,0.9519
MuleCreek_20210421_643_InfectionPrisonConditions1,NEGATIVE,2.634525299083368e-05,0.054,0.886,0.06,-0.412
MuleCreek_20210421_643_InfectionPrisonConditions2,NEGATIVE,0.0004219412803649,0.087,0.86,0.053,-0.9267
MuleCreek_20210421_704_Full,NEGATIVE,0.0023282170295716,0.147,0.747,0.106,-0.9981
MuleCreek_20210421_704_Infection_Programs_PrisonConditions,NEGATIVE,6.318092346191406e-06,0.175,0.783,0.042,-0.9931
MuleCreek_20210421_704_PrisonConditions_Family,NEGATIVE,1.4424324035644531e-05,0.142,0.809,0.049,-0.9917
MuleCreek_20210421_704_PrisonConditions_Programs,NEGATIVE,9.41753387452282e-05,0.09,0.827,0.084,-0.7359
MuleCreek_20210423_5_38_FULL,NEGATIVE,0.0080841183662415,0.067,0.762,0.171,0.9969
MuleCreek_20210423_797_FULL,NEGATIVE,0.0057096481323242,0.066,0.824,0.109,0.9527
MuleCreek_20210423_797_PrisonConditionsInfection,NEGATIVE,0.0003677606582641,0.094,0.79,0.116,0.8045
MuleCreek_20210426_868_FULL_PrisonConditions,NEGATIVE,5.245208740234375e-06,0.256,0.694,0.05,-0.9875
MuleCreek_20210426_869_Full_PrisonConditions,NEGATIVE,0.0001190900802612,0.11,0.768,0.123,0.9628
MuleCreek_20210426_870_FULL_FamilyStressInfection,NEGATIVE,0.0003291368484495,0.211,0.68,0.109,-0.9884
MuleCreek_20210426_871_Full,NEGATIVE,5.483627319224915e-06,0.068,0.821,0.111,0.9287
MuleCreek_20210426_872_Background,NEGATIVE,0.001339316368103,0.168,0.745,0.087,-0.9747
MuleCreek_20210426_872_Coping,NEGATIVE,4.0650367736816406e-05,0.159,0.738,0.104,-0.986
MuleCreek_20210426_872_FULL,NEGATIVE,0.0001600980758668,0.147,0.763,0.091,-0.9925
MuleCreek_20210426_875_Conditions,NEGATIVE,3.767013549804688e-05,0.25,0.68,0.069,-0.9967
MuleCreek_20210426_875_FULL,NEGATIVE,1.919269561756476e-05,0.191,0.728,0.082,-0.9978
MuleCreek_20210426_875_Programs,NEGATIVE,4.875659942638056e-05,0.129,0.78,0.091,-0.9386
MuleCreek_20210426_876_Full_Family_Stress_Programs,NEGATIVE,0.0061900019645692,0.079,0.771,0.149,0.9946
MuleCreek_20210426_883_Full_Prison_Conditions_Programs,NEGATIVE,0.3387737870216369,0.086,0.745,0.169,0.9953
MuleCreek_20210426_884_FULL,NEGATIVE,0.0069471001625059,0.187,0.727,0.086,-0.9991
MuleCreek_20210426_884_Infection,NEGATIVE,0.0617231130599975,0.162,0.764,0.074,-0.9969
MuleCreek_20210427_885_FULL_Fear_Infection,NEGATIVE,0.0097752213478088,0.24,0.702,0.058,-0.9974
MuleCreek_20210428_844_FULL_InfectionPrisonConditions,NEGATIVE,0.0060049891471863,0.096,0.81,0.094,-0.7149
MuleCreek_20210428_856_FULL,NEGATIVE,0.0211772322654724,0.092,0.767,0.141,0.9993
MuleCreek_20210428_856_PrisonConditionsInfectionPrograms,NEGATIVE,0.0001255273818969,0.048,0.835,0.117,0.9938
MuleCreek_20210428_856_PrisonConditionsStress,NEGATIVE,0.0009638071060179,0.088,0.798,0.114,0.9603
MuleCreek_20210428_894_FULL,NEGATIVE,3.540515899658203e-05,0.097,0.753,0.15,0.9972
MuleCreek_20210428_894_PrisonConditionsInfectionStress,NEGATIVE,6.198883056640625e-06,0.137,0.793,0.07,-0.9949
MuleCreek_20210429_6_15_FULL,NEGATIVE,3.552436828602179e-05,0.097,0.779,0.124,0.9795
MuleCreek_20210429_6_15_PrisonconditionsCopingFamily,NEGATIVE,4.24385070799671e-05,0.057,0.829,0.113,0.9823
MuleCreek_20210429_987_Full,NEGATIVE,0.2144922018051147,0.127,0.722,0.151,0.9779
MuleCreek_20210429_987_PrisonCondition_Stress,NEGATIVE,0.0013890266418455,0.117,0.718,0.165,0.9619
MuleCreek_20210429_987_Stress_Infection_Family,NEGATIVE,0.3956841230392456,0.135,0.716,0.148,0.5558
MuleCreek_20210514_502_Family2_Stress2,NEGATIVE,0.0005603432655334,0.027,0.732,0.241,0.999
MuleCreek_20210514_502_Family_PrisonConditions,NEGATIVE,0.0002465844154357,0.082,0.756,0.161,0.9948
MuleCreek_20210514_502_FULL,NEGATIVE,0.0011516809463499,0.063,0.751,0.186,0.9998
MuleCreek_20210514_502_Infection,NEGATIVE,3.409385681163446e-05,0.06,0.836,0.104,0.8614
MuleCreek_20210514_502__Infection2_PrisonConditions2_Stress,NEGATIVE,0.0001018047332763,0.058,0.826,0.117,0.9282
MuleCreek_20210514_5_49_FamilyStress,NEGATIVE,0.0169820785522459,0.052,0.725,0.223,0.998
MuleCreek_20210514_5_49_FULL,NEGATIVE,0.0169820785522459,0.094,0.742,0.163,0.9984
MuleCreek_20210514_5_49_Infection1,NEGATIVE,7.343292236317023e-05,0.068,0.765,0.167,0.9911
MuleCreek_20210514_5_49_PrisonCondtionsInfection2,NEGATIVE,6.318092346202508e-05,0.153,0.779,0.067,-0.9952
MuleCreek_20210514_5_49_Stress2,NEGATIVE,0.143454372882843,0.027,0.798,0.175,0.9918
MuleCreek_20210517_1261_FULL_PrisonConditions_Infection_Family,NEGATIVE,2.646446228038446e-05,0.165,0.781,0.054,-0.9978
MuleCreek_20210517_1262_FULL_PrisonConditions_Infection,NEGATIVE,9.536743163951478e-06,0.119,0.742,0.139,0.6868
MuleCreek_20210517_1267_FULL,NEGATIVE,0.0341651439666748,0.07,0.793,0.137,0.9911
MuleCreek_20210517_1267_PrisonConditionsInfectionPrograms,NEGATIVE,5.483627319224915e-06,0.07,0.842,0.088,0.7037
MuleCreek_20210521_6_47_FULL,NEGATIVE,1.1920928956188348e-06,0.071,0.755,0.174,0.9998
MuleCreek_20210521_6_47_Infection,NEGATIVE,0.0001277923583984,0.096,0.777,0.127,0.9009
MuleCreek_20210521_6_47_PrisonConditions_Infection,NEGATIVE,1.6689300535999152e-06,0.048,0.824,0.128,0.9897
MuleCreek_20210521_6_47_Programs_Infection,NEGATIVE,0.0007165074348449,0.114,0.767,0.119,0.3708
MuleCreek_20210526_5_04_FULL,NEGATIVE,0.0002551674842834,0.064,0.747,0.189,0.9983
MuleCreek_20210526_5_04_Infection_Stress,NEGATIVE,0.0003548860549927,0.103,0.779,0.117,0.7905
MuleCreek_20210526_5_29_FULL,NEGATIVE,0.0002728104591369,0.032,0.857,0.111,0.9961
MuleCreek_20210709_542_FULL,NEGATIVE,0.0146717429161071,0.059,0.73,0.21,0.9998
MuleCreek_20210709_542_PrisonConditions2_Infection2_Stress2,NEGATIVE,0.0166195631027221,0.067,0.733,0.199,0.9987
MuleCreek_20210709_542_PrisonConditions_Infection_Stress,NEGATIVE,0.0607876181602478,0.078,0.728,0.194,0.9959
Mule_Creek_20201228_07_03_FULL,NEGATIVE,4.303455352783203e-05,0.044,0.876,0.081,0.9973
Mule_Creek_20201228_07_03_Infection,NEGATIVE,0.0004190802574157,0.095,0.821,0.084,-0.427
Mule_Creek_20201228_07_03_PrisonConditions,NEGATIVE,4.303455352783203e-05,0.047,0.913,0.04,-0.5128
Mule_Creek_20201228_07_03_PrisonConditions2,NEGATIVE,1.0728836059570312e-05,0.023,0.904,0.073,0.9875
Mule_Creek_20201228_07_03_PrisonConditions3,NEGATIVE,1.4185905456431946e-05,0.0,0.958,0.042,0.4491
Mule_Creek_20201228_07_03_Stress,NEGATIVE,0.0007557868957519,0.069,0.898,0.034,-0.6494
Mule_Creek_20201229_07_32_Family,NEGATIVE,1.3232231140025696e-05,0.131,0.869,0.0,-0.7952
Mule_Creek_20201229_07_32_FULL,NEGATIVE,2.491474151600226e-05,0.107,0.815,0.078,-0.9947
Mule_Creek_20201229_07_32_Infection,NEGATIVE,2.491474151600226e-05,0.1,0.829,0.071,-0.9541
Mule_Creek_20201229_07_32_PrisonConditions,NEGATIVE,2.551078796397821e-05,0.075,0.851,0.074,-0.1586
Mule_Creek_20201229_07_32_PrisonConditions2,NEGATIVE,5.519390106201172e-05,0.107,0.886,0.008,-0.9912
NewCreek_20210423_5_46_FULL,NEGATIVE,0.4892268180847168,0.046,0.757,0.197,0.9998
NewCreek_20210423_5_46_Infection,POSITIVE,0.571457028388977,0.038,0.778,0.184,0.9941
NewCreek_20210423_5_46_PrisonConditionsPrograms,NEGATIVE,0.0556118488311767,0.037,0.805,0.158,0.9966
NewCreek_20210423_5_46_Stress,POSITIVE,0.7745581865310669,0.052,0.809,0.139,0.9872
NewFolsom_20210418_698_FULL_ProgramsPrisonConditions,NEGATIVE,0.0363550782203674,0.101,0.788,0.111,0.4663
NewFolsom_20210420_714_FULL_StressPrograms,NEGATIVE,0.060926616191864,0.09,0.709,0.201,0.9909
NewFolsom_20210420_717_FULL_StressPrisonConditions,NEGATIVE,0.006963312625885,0.086,0.73,0.183,0.987
NewFolsom_20210421_707_FULL_ProgramsFamilyStress,NEGATIVE,0.3967745900154114,0.098,0.799,0.104,0.8204
NewFolsom_20210421_708_FULL_ProgramsFamilyStress,NEGATIVE,0.0008917450904846,0.05,0.834,0.117,0.9913
NewFolsom_20210421_710_FULL_ProgramsInfectionPrisonconditions,NEGATIVE,0.0544511079788208,0.102,0.774,0.124,0.7621
NewFolsom_20210421_792_FULL_PrisonconditionsCopingFamily,NEGATIVE,0.4873722791671753,0.152,0.67,0.177,0.8436
NewFolsom_20210421_7_30_FULL,NEGATIVE,3.3974647521972656e-05,0.045,0.883,0.072,0.9935
NewFolsom_20210421_7_30_Infection2_PrisonConditions2,NEGATIVE,4.279613494884149e-05,0.059,0.852,0.089,0.9767
NewFolsom_20210421_7_30_Infection3_PrisonConditions3,NEGATIVE,8.511543273914679e-05,0.021,0.936,0.043,0.8638
NewFolsom_20210421_7_30_Infection_PrisonConditions,NEGATIVE,1.7166137695201478e-05,0.038,0.934,0.029,-0.2263
NewFolsom_20210422_769_FULL_PrisonConditionsInfection,NEGATIVE,0.0040956139564514,0.038,0.926,0.036,-0.5661
NewFolsom_20210423_770_FULL,NEGATIVE,0.0098351836204527,0.095,0.728,0.177,0.9984
NewFolsom_20210423_770_PrisonConditions_Stress_Family,NEGATIVE,3.719329833984375e-05,0.107,0.722,0.172,0.9866
NewFolsom_20210423_771_FULL,NEGATIVE,0.0013017654418944,0.162,0.707,0.131,-0.9948
NewFolsom_20210423_771_Infection_Programs,NEGATIVE,0.003007173538208,0.215,0.741,0.044,-0.9962
NewFolsom_20210426_6_29_FULL,NEGATIVE,0.0001064538955688,0.044,0.792,0.164,0.998
NewFolsom_20210426_6_29_Infection_Family_Stress,NEGATIVE,7.23600387572132e-05,0.061,0.856,0.083,0.7805
NewFolsom_20210426_6_29_PrisonConditions,NEGATIVE,6.29425048828125e-05,0.027,0.798,0.175,0.9913
NewFolsom_20210426_814_FULL_PrisonConditions,NEGATIVE,0.0023150444030761,0.04,0.841,0.119,0.9916
NewFolsom_20210426_820_Family,NEGATIVE,0.0078989863395692,0.073,0.765,0.162,0.9928
NewFolsom_20210426_820_FULL,NEGATIVE,0.127077579498291,0.068,0.785,0.147,0.9939
NewFolsom_20210426_821_FULL_FamilyInfection,NEGATIVE,4.5418739318847656e-05,0.084,0.875,0.041,-0.8718
NewFolsom_20210426_824_FULL_Infection_PrisonConditions,NEGATIVE,0.0457079410552979,0.096,0.711,0.193,0.9962
NewFolsom_20210429_985_FamilyPrisonConditions,NEGATIVE,0.0002455115318298,0.085,0.846,0.069,-0.5197
NewFolsom_20210429_985_FULL,NEGATIVE,0.016026735305786,0.087,0.775,0.138,0.9927
NewFolsom_20210429_986_FULL_PrisonConditions,NEGATIVE,0.0175644159317015,0.06,0.853,0.087,0.4798
